,avail_local,c_op_local
WOOD,200746.87222222224,0.019011963315581536
WET_BIOMASS,30270.60176053766,0.02305655897128535
ENERGY_CROPS_2,49518.702777777784,0.02035239722672585
BIOWASTE,36586.47222222222,0.00018088467681844547
BIOMASS_RESIDUES,54184.36111111111,0.014772311876113307
WASTE,62197.24,0.00945525
