Category,Subcategory,parameter name,HOUSEHOLDS,SERVICES,INDUSTRY,TRANSPORTATION,Units
Electricity,Electricity,ELECTRICITY,61718.11076950448,49520.95539204283,58534.9508026424,0.0,[GWh]
Heat,High temperature,HEAT_HIGH_T,0.0,0.0,123401.25389482024,0.0,[GWh]
Heat,Space heating,HEAT_LOW_T_SH,368597.09609553096,104803.27930687241,31207.89265422823,0.0,[GWh]
Heat,Hot water,HEAT_LOW_T_HW,76893.71832082096,39721.987579042216,12947.174068592549,0.0,[GWh]
Cold,Process cooling,PROCESS_COOLING,0.0,0.0,11466.377983277112,0.0,[GWh]
Cold,Space cooling,SPACE_COOLING,6513.61198578169,18850.920669131436,814.889302746168,0.0,[GWh]
Mobility,Passenger,MOBILITY_PASSENGER,0.0,0.0,0.0,1076423.5256945197,[Mpkm]
Mobility,Freight,MOBILITY_FREIGHT,0.0,0.0,0.0,287921.1776572172,[Mtkm]
Mobility,Long-haul passenger flights,AVIATION_LONG_HAUL,0.0,0.0,0.0,268481.52190330625,[Mpkm]
Mobility,International shipping,SHIPPING,0.0,0.0,0.0,2116257.4818276037,[Mtkm]
Non-energy,Non-energy,NON_ENERGY,0.0,0.0,59881.11803905284,0.0,[GWh]
