Time;ELECTRICITY_VAR;HEAT_LOW_T_SH;SPACE_COOLING;MOBILITY_PASSENGER;MOBILITY_FREIGHT;PV;WIND_ONSHORE;WIND_OFFSHORE;HYDRO_DAM;HYDRO_RIVER;TIDAL;SOLAR;CSP
2017-01-01 00:00:00+00:00;9.875620504501985e-05;0.00036897450303015637;0.0;5.87e-06;0.00011415525114155251;0.0;0.3435;0.5993;1.0;0.9966195796278777;0.092904555;0.0;0.0001
2017-01-01 01:00:00+00:00;9.380089800022049e-05;0.00036897450303015637;0.0;2.35e-06;0.00011415525114155251;0.0;0.3683;0.5673;0.9998555805146809;0.9969012813255544;0.409105364;0.0;0.0001
2017-01-01 02:00:00+00:00;9.087853743533883e-05;0.00036897450303015637;0.0;1.17e-06;0.00011415525114155251;0.0;0.3829;0.5322;0.9997111610293621;0.9971829830232314;0.519775292;0.0;0.0001
2017-01-01 03:00:00+00:00;8.94491219416467e-05;0.00036897450303015637;0.0;1.41e-05;0.00011415525114155251;0.0;0.3774;0.4889;0.9995667415440431;0.9974646847209083;0.326994926;0.0;0.0001
2017-01-01 04:00:00+00:00;8.932206278665184e-05;0.00036897450303015637;0.0;3.76e-05;0.00011415525114155251;0.0;0.3761;0.4904;0.9994223220587242;0.997746386418585;0.09604204;0.0;0.0001
2017-01-01 05:00:00+00:00;9.157736278781052e-05;0.00036897450303015637;0.0;9.4e-05;0.00011415525114155251;0.0;0.401;0.5065;0.9992779025734052;0.998028088116262;0.003168622;0.0;0.0001
2017-01-01 06:00:00+00:00;9.808914448129686e-05;0.00036897450303015637;0.0;0.0001821;0.00011415525114155251;0.0;0.423;0.4987;0.9991334830880864;0.9983097898139388;0.012394428;0.006484;0.0001
2017-01-01 07:00:00+00:00;0.00010574445856973692;0.00036897450303015637;0.0;0.000158603;0.00011415525114155251;0.0;0.4326;0.4778;0.9989890636027673;0.9985914915116156;0.160435487;0.0751383;0.0001
2017-01-01 08:00:00+00:00;0.00011057270645954143;0.00036897450303015637;0.0;0.000146855;0.00011415525114155251;0.0;0.4348;0.4931;0.9988446441174483;0.9988731932092926;0.231022752;0.1678287;0.0001
2017-01-01 09:00:00+00:00;0.00011187506279823869;0.00036897450303015637;0.0;0.000164478;0.00011415525114155251;0.017;0.4464;0.5275;0.9987002246321295;0.9991548949069694;0.149743429;0.269358;0.0001
2017-01-01 10:00:00+00:00;0.00011085858955827984;0.00036897450303015637;0.0;0.000187974;0.00011415525114155251;0.049;0.4405;0.5524;0.9985558051468105;0.9994365966046463;0.051942724;0.3208561;0.0001
2017-01-01 11:00:00+00:00;0.00010660210786595221;0.00036897450303015637;0.0;0.000206772;0.00011415525114155251;0.073;0.44;0.5706;0.9984113856614916;0.9997182983023231;0.003121564;0.3150348;0.0001
2017-01-01 12:00:00+00:00;0.00010253621490611682;0.00036897450303015637;0.0;0.000187974;0.00011415525114155251;0.075;0.4934;0.5933;0.9982669661761726;1.0;0.109649383;0.2505177;0.0001
2017-01-01 13:00:00+00:00;0.00010259974448361424;0.00036897450303015637;0.0;0.000190324;0.00011415525114155251;0.061;0.547;0.6191;0.9981225466908537;0.9978236442407746;0.474663616;0.149946;0.0001
2017-01-01 14:00:00+00:00;0.00010828564166963404;0.00036897450303015637;0.0;0.000213821;0.00011415525114155251;0.031;0.5935;0.6317;0.9979781272055347;0.9956472884815492;0.605125273;0.036854399999999995;0.0001
2017-01-01 15:00:00+00:00;0.00012486686139646266;0.00036897450303015637;0.0;0.00022322;0.00011415525114155251;0.004;0.6268;0.6326;0.9978337077202157;0.9934709327223236;0.378606335;1.6899999999999997e-05;0.0001
2017-01-01 16:00:00+00:00;0.00013121981914620545;0.00036897450303015637;0.0;0.00022322;0.00011415525114155251;0.0;0.6343;0.6329;0.9976892882348968;0.9912945769630982;0.110909709;0.0;0.0001
2017-01-01 17:00:00+00:00;0.00012956805013127233;0.00036897450303015637;0.0;0.000164478;0.00011415525114155251;0.0;0.6216;0.6413;0.9975448687495779;0.9891182212038728;0.003361583;0.0;0.0001
2017-01-01 18:00:00+00:00;0.0001246762726639704;0.00036897450303015637;0.0;0.000117484;0.00011415525114155251;0.0;0.5847;0.6624;0.997400449264259;0.9869418654446473;0.016373696;0.0;0.0001
2017-01-01 19:00:00+00:00;0.00011972096561917102;0.00036897450303015637;0.0;8.81e-05;0.00011415525114155251;0.0;0.5183;0.6722;0.9972560297789399;0.984765509685422;0.192381615;0.0;0.0001
2017-01-01 20:00:00+00:00;0.00012007037829540688;0.00036897450303015637;0.0;5.87e-05;0.00011415525114155251;0.0;0.4696;0.6794;0.997111610293621;0.9825891539261965;0.26818003;0.0;0.0001
2017-01-01 21:00:00+00:00;0.00011231976984072069;0.00036897450303015637;0.0;3.76e-05;0.00011415525114155251;0.0;0.457;0.6845;0.9969671908083021;0.980412798166971;0.169601701;0.0;0.0001
2017-01-01 22:00:00+00:00;0.00010123385856741954;0.00036897450303015637;0.0;2.35e-05;0.00011415525114155251;0.0;0.4393;0.6823;0.9968227713229831;0.9782364424077455;0.056462513;0.0;0.0001
2017-01-01 23:00:00+00:00;9.389619236646664e-05;0.00036897450303015637;0.0;9.4e-06;0.00011415525114155251;0.0;0.4122;0.6821;0.9966783518376642;0.9760600866485202;0.003121564;0.0;0.0001
2017-01-02 00:00:00+00:00;8.968787390527961e-05;0.00036948644346924454;0.0;5.87e-06;0.00011415525114155251;0.0;0.3868;0.6832;0.9965339323523453;0.9738837308892947;0.123449314;0.0;0.0001
2017-01-02 01:00:00+00:00;8.792525526337647e-05;0.0003700103265313286;0.0;2.35e-06;0.00011415525114155251;0.0;0.3548;0.6737;0.9963895128670263;0.9717073751300693;0.528181584;0.0;0.0001
2017-01-02 02:00:00+00:00;8.84453563809375e-05;0.0003705708336372665;0.0;1.17e-06;0.00011415525114155251;0.0;0.3211;0.6434;0.9962450933817073;0.9695310193708438;0.674932363;0.0;0.0001
2017-01-02 03:00:00+00:00;9.038448270200022e-05;0.00037110427079774716;0.0;1.41e-05;0.00011415525114155251;0.0;0.2965;0.5975;0.9961006738963885;0.9673546636116184;0.420690042;0.0;0.0001
2017-01-02 04:00:00+00:00;9.418054035183107e-05;0.0003715692369197184;0.0;3.76e-05;0.00011415525114155251;0.0;0.276;0.5673;0.9959562544110695;0.9651783078523929;0.123015016;0.0;0.0001
2017-01-02 05:00:00+00:00;0.00010281929352989782;0.0003720732156101427;0.0;9.4e-05;0.00011415525114155251;0.0;0.2722;0.5573;0.9958118349257505;0.9630019520931675;0.003511335;0.0;0.0001
2017-01-02 06:00:00+00:00;0.00011472207446003104;0.0003725549014043081;0.0;0.0001821;0.00011415525114155251;0.0;0.277;0.5491;0.9956674154404315;0.960825596333942;0.019860882;0.0059436;0.0001
2017-01-02 07:00:00+00:00;0.00012504662841418478;0.00037285983637813506;0.0;0.000158603;0.00011415525114155251;0.0;0.2775;0.5364;0.9955229959551126;0.9586492405747167;0.218941581;0.0663539;0.0001
2017-01-02 08:00:00+00:00;0.00012687965645369722;0.00037316954840116044;0.0;0.000146855;0.00011415525114155251;0.005;0.2717;0.5206;0.9953785764697937;0.9564728848154913;0.298521684;0.152948;0.0001
2017-01-02 09:00:00+00:00;0.0001244938869064665;0.0003736058522279417;0.0;0.000164478;0.00011415525114155251;0.06;0.2689;0.5165;0.9952341569844747;0.9542965290562658;0.18559571;0.24091070000000003;0.0001
2017-01-02 10:00:00+00:00;0.0001200544890667724;0.00037407718774884404;0.0;0.000187974;0.00011415525114155251;0.163;0.2517;0.5263;0.9950897374991559;0.9521201732970402;0.06001923;0.2981468;0.0001
2017-01-02 11:00:00+00:00;0.00011495067546449474;0.0003743542566023474;0.0;0.000206772;0.00011415525114155251;0.247;0.2525;0.5398;0.9949453180138369;0.9499438175378149;0.003121564;0.3028376;0.0001
2017-01-02 12:00:00+00:00;0.00011254838022079453;0.0003743654030504769;0.0;0.000187974;0.00011415525114155251;0.256;0.2662;0.5469;0.9948008985285178;0.9477674617785895;0.138361088;0.24762720000000002;0.0001
2017-01-02 13:00:00+00:00;0.00011489109322376747;0.00037420139102800073;0.0;0.000190324;0.00011415525114155251;0.214;0.2729;0.5508;0.9946564790431989;0.945805142717748;0.585578279;0.1489381;0.0001
2017-01-02 14:00:00+00:00;0.00012402098196093956;0.0003739211374750318;0.0;0.000213821;0.00011415525114155251;0.126;0.2995;0.5591;0.99451205955788;0.9438428236569062;0.749911638;0.0362873;0.0001
2017-01-02 15:00:00+00:00;0.00014170614227969363;0.0003735779861076181;0.0;0.00022322;0.00011415525114155251;0.028;0.3446;0.5593;0.9943676400725611;0.9418805045960646;0.465782133;1.7100000000000002e-05;0.0001
2017-01-02 16:00:00+00:00;0.000151356511274327;0.0003729179571433815;0.0;0.00022322;0.00011415525114155251;0.0;0.3655;0.5473;0.9942232205872421;0.939918185535223;0.135970579;0.0;0.0001
2017-01-02 17:00:00+00:00;0.0001485676773706044;0.00037193388500852465;0.0;0.000164478;0.00011415525114155251;0.0;0.3536;0.5277;0.9940788011019233;0.9379558664743815;0.00366547;0.0;0.0001
2017-01-02 18:00:00+00:00;0.0001430275862796051;0.00037067752106936265;0.0;0.000117484;0.00011415525114155251;0.0;0.3375;0.5022;0.9939343816166042;0.9359935474135397;0.023811049;0.0;0.0001
2017-01-02 19:00:00+00:00;0.00013425882159826292;0.0003691098527574425;0.0;8.81e-05;0.00011415525114155251;0.0;0.3232;0.4751;0.9937899621312852;0.9340312283526981;0.247840064;0.0;0.0001
2017-01-02 20:00:00+00:00;0.00013105506615060418;0.0003671425046625951;0.0;5.87e-05;0.00011415525114155251;0.0;0.3203;0.4499;0.9936455426459663;0.9320689092918565;0.331069691;0.0;0.0001
2017-01-02 21:00:00+00:00;0.0001223222853455426;0.00036488455274151564;0.0;3.76e-05;0.00011415525114155251;0.0;0.3187;0.4458;0.9935011231606474;0.9301065902310149;0.202564902;0.0;0.0001
2017-01-02 22:00:00+00:00;0.00011175514416792939;0.0003624195953551751;0.0;2.35e-05;0.00011415525114155251;0.0;0.319;0.4702;0.9933567036753285;0.9281442711701733;0.063722261;0.0;0.0001
2017-01-02 23:00:00+00:00;0.00010244792518917536;0.00035966323796773615;0.0;9.4e-06;0.00011415525114155251;0.0;0.3327;0.5048;0.9932122841900095;0.9261819521093317;0.003121564;0.0;0.0001
2017-01-03 00:00:00+00:00;9.875089315291753e-05;0.0003566688242952468;0.0;5.87e-06;0.00011415525114155251;0.0;0.36;0.545;0.9930678647046904;0.92421963304849;0.154427782;0.0;0.0001
2017-01-03 01:00:00+00:00;9.71621758077463e-05;0.0003535191565238116;0.0;2.35e-06;0.00011415525114155251;0.0;0.3852;0.5901;0.9929234452193716;0.9222573139876484;0.646989395;0.0;0.0001
2017-01-03 02:00:00+00:00;9.834524434440985e-05;0.0003503280876593242;0.0;1.17e-06;0.00011415525114155251;0.0;0.4123;0.6312;0.9927790257340526;0.9202949949268069;0.830247943;0.0;0.0001
2017-01-03 03:00:00+00:00;0.0001038224786789855;0.00034718956633601847;0.0;1.41e-05;0.00011415525114155251;0.0;0.4153;0.6505;0.9926346062487337;0.9183326758659652;0.513986469;0.0;0.0001
