Category,Subcategory,parameter name,HOUSEHOLDS,SERVICES,INDUSTRY,TRANSPORTATION,Units
Electricity,Electricity,ELECTRICITY,54317.32131899355,44848.0477307296,58188.49398859788,0.0,[GWh]
Heat,High temperature,HEAT_HIGH_T,0.0,0.0,122670.86624287456,0.0,[GWh]
Heat,Space heating,HEAT_LOW_T_SH,329912.024401033,81338.81428215234,31023.179300688706,0.0,[GWh]
Heat,Hot water,HEAT_LOW_T_HW,76327.44758239748,37894.04128810081,12870.542302149144,0.0,[GWh]
Cold,Process cooling,PROCESS_COOLING,0.0,0.0,11398.510756428139,0.0,[GWh]
Cold,Space cooling,SPACE_COOLING,7086.009920516625,20507.486654703884,810.0661338913707,0.0,[GWh]
Mobility,Passenger,MOBILITY_PASSENGER,0.0,0.0,0.0,1170979.2418846544,[Mpkm]
Mobility,Freight,MOBILITY_FREIGHT,0.0,0.0,0.0,319482.0156364138,[Mtkm]
Mobility,Long-haul passenger flights,AVIATION_LONG_HAUL,0.0,0.0,0.0,302567.5736802728,[Mpkm]
Mobility,International shipping,SHIPPING,0.0,0.0,0.0,2165034.181325045,[Mtkm]
Non-energy,Non-energy,NON_ENERGY,0.0,0.0,62204.66271579275,0.0,[GWh]
