,avail_local,c_op_local
WOOD,36890.52405333214,0.018967384559485292
WET_BIOMASS,44965.570584211615,0.02369550429509806
ENERGY_CROPS_2,15388.327777777777,0.03005023308004064
BIOWASTE,6611.144444444444,0.0001014028859686824
BIOMASS_RESIDUES,17967.647222222222,0.012774441491251416
WASTE,89969.68,0.00823738
