Category,Subcategory,parameter name,HOUSEHOLDS,SERVICES,INDUSTRY,TRANSPORTATION,Units
Electricity,Electricity,ELECTRICITY,3761.0448806994877,4927.616918005691,1619.4234876146556,0.0,[GWh]
Heat,High temperature,HEAT_HIGH_T,0.0,0.0,7934.044664125166,0.0,[GWh]
Heat,Space heating,HEAT_LOW_T_SH,16260.031303237056,4143.743313858604,0.0,0.0,[GWh]
Heat,Hot water,HEAT_LOW_T_HW,3504.8090086185694,1925.5824670890402,1886.3293501488038,0.0,[GWh]
Cold,Process cooling,PROCESS_COOLING,0.0,0.0,654.1116991953915,0.0,[GWh]
Cold,Space cooling,SPACE_COOLING,1149.311314163856,3326.2000338262374,0.0,0.0,[GWh]
Mobility,Passenger,MOBILITY_PASSENGER,0.0,0.0,0.0,50144.43258465302,[Mpkm]
Mobility,Freight,MOBILITY_FREIGHT,0.0,0.0,0.0,22455.027205622388,[Mtkm]
Mobility,Long-haul passenger flights,AVIATION_LONG_HAUL,0.0,0.0,0.0,2927.149666321391,[Mpkm]
Mobility,International shipping,SHIPPING,0.0,0.0,0.0,70019.5652466586,[Mtkm]
Non-energy,Non-energy,NON_ENERGY,0.0,0.0,3842.4573631801422,0.0,[GWh]
