,avail_local,c_op_local
WOOD,2675.303611111111,0.006022215542508334
WET_BIOMASS,219.52324198593428,0.013934097696379365
ENERGY_CROPS_2,6069.197777777777,0.018104764265588595
BIOWASTE,373.83388888888885,0.00011357977031672542
BIOMASS_RESIDUES,474.8833333333333,0.011046922630948693
WASTE,2794.581328,0.0062602
