{PERIODS};ELECTRICITY_VAR;HEAT_LOW_T_SH;SPACE_COOLING;MOBILITY_PASSENGER;MOBILITY_FREIGHT;PV;WIND_ONSHORE;WIND_OFFSHORE;HYDRO_DAM;HYDRO_RIVER;TIDAL;SOLAR;CSP
1;8.9411e-05;0.00047505;0.0;5.874198171949529e-06;0.00011415525114155251;0.0;0.1583;0.0;0.31609195;0.28964862;0.0;0.0;0.0001
2;7.0326e-05;0.00047397;0.0;2.3496792687798115e-06;0.00011415525114155251;0.0;0.1445;0.0;0.30332056;0.22981956;0.0;0.0;0.0001
3;5.2913e-05;0.00047524;0.0;1.1748396343899057e-06;0.00011415525114155251;0.0;0.1322;0.0;0.24137931;0.09876543;0.0;0.0;0.0001
4;3.9638e-05;0.00047927;0.0;1.409807561267887e-05;0.00011415525114155251;0.0;0.1154;0.0;0.18837803;0.07882241;0.0;0.0;0.0001
5;3.078e-05;0.00048257;0.0;3.759486830047698e-05;0.00011415525114155251;0.0;0.1024;0.0;0.18518519;0.07597341;0.0;0.0;0.0001
6;3.1953e-05;0.00048402;0.0;9.398717075119246e-05;0.00011415525114155251;0.0;0.0962;0.0;0.17369093;0.07977208;0.0;0.0;0.0001
7;3.511e-05;0.00048491;0.0;0.0001821001433304354;0.00011415525114155251;0.0;0.0881;0.0;0.21775223;0.18898386;0.0;0.0;0.0001
8;3.5245e-05;0.000469;0.0;0.00015860335064263727;0.00011415525114155251;0.0;0.0702;0.0;0.30779055;0.21557455;0.0;0.0;0.0001
9;5.516e-05;0.00043205;0.0;0.00014685495429873823;0.00011415525114155251;0.00381679;0.0435;0.0;0.41954023;0.30009497;0.0;0.10541143;0.0001
10;8.1701e-05;0.0004015;0.0;0.0001644775488145868;0.00011415525114155251;0.01908397;0.0337;0.0;0.46168582;0.4311491;0.0;0.05252743;0.0001
11;0.00010551;0.00037979;0.0;0.00018797434150238492;0.00011415525114155251;0.03053435;0.0331;0.0;0.41187739;0.44539411;0.0;0.17444143;0.0001
12;0.00011782;0.00036289;0.0;0.00020677177565262342;0.00011415525114155251;0.04198473;0.0256;0.0;0.37356322;0.44634378;0.0;0.02103771;0.0001
13;0.00011657;0.00035279;0.0;0.00018797434150238492;0.00011415525114155251;0.04580153;0.0174;0.0;0.35951469;0.42924976;0.0;0.01356086;0.0001
14;0.00010284;0.00034981;0.0;0.00019032402077116473;0.00011415525114155251;0.03816794;0.0113;0.0;0.3697318;0.43589744;0.0;0.03302743;0.0001
15;9.1256e-05;0.00035939;0.0;0.00021382081345896285;0.00011415525114155251;0.02671756;0.0076;0.0;0.50702427;0.43874644;0.0;0.00394457;0.0001
16;8.6385e-05;0.00037898;0.0;0.00022321953053408208;0.00011415525114155251;0.00763359;0.0123;0.0;0.60536398;0.5014245;0.0;0.0;0.0001
17;0.00010467;0.00038786;0.0;0.00022321953053408208;0.00011415525114155251;0.0;0.0203;0.0;0.74329502;0.47198481;0.0;0.0;0.0001
18;0.00013114;0.00039195;0.0;0.0001644775488145868;0.00011415525114155251;0.0;0.0273;0.0;0.76245211;0.53276353;0.0;0.0;0.0001
19;0.0001344;0.00039553;0.0;0.00011748396343899057;0.00011415525114155251;0.0;0.0285;0.0;0.74329502;0.53561254;0.0;0.0;0.0001
20;0.00013643;0.00039632;0.0;8.811297257924293e-05;0.00011415525114155251;0.0;0.0284;0.0;0.72222222;0.48717949;0.0;0.0;0.0001
21;0.0001344;0.00039551;0.0;5.874198171949529e-05;0.00011415525114155251;0.0;0.0295;0.0;0.63601533;0.51187085;0.0;0.0;0.0001
22;0.00014162;0.000393;0.0;3.759486830047698e-05;0.00011415525114155251;0.0;0.0294;0.0;0.60727969;0.41120608;0.0;0.0;0.0001
23;0.00012961;0.00038868;0.0;2.3496792687798115e-05;0.00011415525114155251;0.0;0.0287;0.0;0.56321839;0.31433998;0.0;0.0;0.0001
24;9.8185e-05;0.0003855;0.0;9.398717075119246e-06;0.00011415525114155251;0.0;0.0247;0.0;0.27330779;0.23361823;0.0;0.0;0.0001
25;6.7533e-05;0.00038388;0.0;5.874198171949529e-06;0.00011415525114155251;0.0;0.0165;0.0;0.13346105;0.21462488;0.0;0.0;0.0001
26;4.846e-05;0.00038273;0.0;2.3496792687798115e-06;0.00011415525114155251;0.0;0.0097;0.0;0.1091954;0.16904084;0.0;0.0;0.0001
27;3.6441e-05;0.00037931;0.0;1.1748396343899057e-06;0.00011415525114155251;0.0;0.0064;0.0;0.1091954;0.07787274;0.0;0.0;0.0001
