,ELECTRICITY,HEAT_LOW_T_SH,SPACE_COOLING,MOBILITY_PASSENGER,MOBILITY_FREIGHT,PV,WIND_ONSHORE,WIND_OFFSHORE,HYDRO_DAM,HYDRO_RIVER,TIDAL,SOLAR,CSP
2017-04-12 00:00:00+00:00,9.430694646781771e-05,0.00015561853441003107,0.0,1.41e-05,0.00011415525114155251,0.0,0.1972,0.0001,0.8016482809736669,0.9278806239330465,0.0001,0.0,0.0001
2017-04-12 01:00:00+00:00,9.269009809469772e-05,0.00015375513289026966,0.0,3.76e-05,0.00011415525114155251,0.0,0.206,0.0001,0.8015947364067826,0.9275091066432525,0.0001,0.0,0.0001
2017-04-12 02:00:00+00:00,9.456540509330318e-05,0.00015167157916242237,0.0,9.4e-05,0.00011415525114155251,0.0,0.2211,0.0001,0.8015411918398982,0.9271375893534586,0.0001,0.0,0.0001
2017-04-12 03:00:00+00:00,0.00010343432462787227,0.00014945676487277288,0.0,0.0001821,0.00011415525114155251,0.0,0.239,0.0001,0.801487647273014,0.9267660720636646,0.0001,0.0,0.0001
2017-04-12 04:00:00+00:00,0.00012273311791297567,0.00014713395138670385,0.0,0.000158603,0.00011415525114155251,0.003,0.2512,0.0001,0.8014341027061297,0.9263945547738707,0.0001,0.0025177,0.0001
2017-04-12 05:00:00+00:00,0.00013184576284286213,0.00014506368986764667,0.0,0.000146855,0.00011415525114155251,0.056,0.2494,0.0001,0.8013805581392454,0.9260230374840769,0.0001,0.0217549,0.0001
2017-04-12 06:00:00+00:00,0.00013507298761174778,0.00014355419340692156,0.0,0.000164478,0.00011415525114155251,0.118,0.203,0.0001,0.8013270135723609,0.9256515201942829,0.0001,0.0504135,0.0001
2017-04-12 07:00:00+00:00,0.00013771606502339506,0.00014256890843035582,0.0,0.000187974,0.00011415525114155251,0.182,0.2798,0.0001,0.8012734690054767,0.925280002904489,0.0001,0.0869677,0.0001
2017-04-12 08:00:00+00:00,0.0001364106845957612,0.00014195165148466577,0.0,0.000206772,0.00011415525114155251,0.257,0.411,0.0001,0.8012199244385924,0.924908485614695,0.0001,0.13457249999999998,0.0001
2017-04-12 09:00:00+00:00,0.00013629920718008636,0.00014146897815297548,0.0,0.000187974,0.00011415525114155251,0.319,0.5019,0.0001,0.801166379871708,0.9245369683249011,0.0001,0.1972711,0.0001
2017-04-12 10:00:00+00:00,0.00013969463483102178,0.00014105193510218628,0.0,0.000190324,0.00011415525114155251,0.336,0.5157,0.0001,0.8011128353048237,0.9241654510351072,0.0001,0.24826779999999998,0.0001
2017-04-12 11:00:00+00:00,0.0001371957885488953,0.00014075202964135977,0.0,0.000213821,0.00011415525114155251,0.33,0.5263,0.0001,0.8010592907379395,0.9237939337453132,0.0001,0.267865,0.0001
2017-04-12 12:00:00+00:00,0.00013166638565551898,0.00014052606209192815,0.0,0.00022322,0.00011415525114155251,0.357,0.5446,0.0001,0.8010057461710551,0.9234224164555193,0.0001,0.2687776,0.0001
2017-04-12 13:00:00+00:00,0.00013200325001610166,0.00014022449510500286,0.0,0.00022322,0.00011415525114155251,0.332,0.5477,0.0001,0.8009522016041708,0.9233535185336185,0.0001,0.27907620000000005,0.0001
2017-04-12 14:00:00+00:00,0.0001320914226824255,0.0001398066212911643,0.0,0.000164478,0.00011415525114155251,0.225,0.5038,0.0001,0.8008986570372865,0.9232846206117179,0.0001,0.2507027,0.0001
2017-04-12 15:00:00+00:00,0.00013151169189296128,0.00013916028763874595,0.0,0.000117484,0.00011415525114155251,0.109,0.4338,0.0001,0.8008451124704022,0.9232157226898171,0.0001,0.2207459,0.0001
2017-04-12 16:00:00+00:00,0.00012704734352411655,0.00013833035535241442,0.0,8.81e-05,0.00011415525114155251,0.03,0.4129,0.0001,0.8007915679035179,0.9231468247679165,0.0001,0.13542169999999998,0.0001
2017-04-12 17:00:00+00:00,0.00012976520599572352,0.00013749876153998415,0.0,5.87e-05,0.00011415525114155251,0.001,0.437,0.0001,0.8007380233366336,0.9230779268460159,0.0001,0.041873999999999995,0.0001
2017-04-12 18:00:00+00:00,0.000131360695617347,0.00013677932073922027,0.0,3.76e-05,0.00011415525114155251,0.0,0.4385,0.0001,0.8006844787697494,0.9230090289241151,0.0001,0.0006585,0.0001
2017-04-12 19:00:00+00:00,0.00012112700885693063,0.00013616621760877715,0.0,2.35e-05,0.00011415525114155251,0.0,0.4504,0.0001,0.8006309342028649,0.9229401310022145,0.0001,0.0,0.0001
2017-04-12 20:00:00+00:00,0.00011328324698620093,0.00013570099030112384,0.0,9.4e-06,0.00011415525114155251,0.0,0.4088,0.0001,0.8005773896359806,0.9228712330803137,0.0001,0.0,0.0001
2017-04-12 21:00:00+00:00,0.00010680003228615324,0.0001354642228320503,0.0,5.87e-06,0.00011415525114155251,0.0,0.3688,0.0001,0.8005238450690962,0.9228023351584131,0.0001,0.0,0.0001
2017-04-12 22:00:00+00:00,0.0001013705013298126,0.00013544843833411207,0.0,2.35e-06,0.00011415525114155251,0.0,0.4094,0.0001,0.8004703005022119,0.9227334372365124,0.0001,0.0,0.0001
