,avail_local,c_op_local
WOOD,4581.255833333334,0.0067270025501546355
WET_BIOMASS,584.338045992469,0.02118824082165622
ENERGY_CROPS_2,9680.241944444446,0.015641031377894733
BIOWASTE,6.725833333333333,0.0003235397799115177
BIOMASS_RESIDUES,466.3077777777778,0.012695882580619199
WASTE,2732.832025,0.0062602
