Category,Subcategory,parameter name,HOUSEHOLDS,SERVICES,INDUSTRY,TRANSPORTATION,Units
Electricity,Electricity,ELECTRICITY,1250.167076,922.4418241,1209.927234,0.0,[GWh]
Heat,High temperature,HEAT_HIGH_T,0.0,0.0,1555.037358,0.0,[GWh]
Heat,Space heating,HEAT_LOW_T_SH,3507.479996,834.5395683,418.2940225,0.0,[GWh]
Heat,Hot water,HEAT_LOW_T_HW,1092.848807,1118.863613,178.8503378,0.0,[GWh]
Cold,Process cooling,PROCESS_COOLING,0.0,0.0,139.7531795,0.0,[GWh]
Cold,Space cooling,SPACE_COOLING,1509.171812,4573.940427,165.083366,0.0,[GWh]
Mobility,Passenger,MOBILITY_PASSENGER,0.0,0.0,0.0,32326.05316,[Mpkm]
Mobility,Freight,MOBILITY_FREIGHT,0.0,0.0,0.0,5688.68084,[Mtkm]
Mobility,Long-haul passenger flights,AVIATION_LONG_HAUL,0.0,0.0,0.0,2888.336697,[Mpkm]
Mobility,International shipping,SHIPPING,0.0,0.0,0.0,91288.39478,[Mtkm]
Non-energy,Non-energy,NON_ENERGY,0.0,0.0,786.0854011,0.0,[GWh]
