,avail_local,c_op_local
WOOD,185572.58055555556,0.022332312602933915
WET_BIOMASS,5067.814365715007,0.02533703470669025
ENERGY_CROPS_2,4007.6580555555556,0.03210778576316917
BIOWASTE,9634.933333333334,1.2246375060297575e-05
BIOMASS_RESIDUES,4754.708333333333,0.012436698192518554
WASTE,15305.08,0.00995628
