Category,Subcategory,parameter name,HOUSEHOLDS,SERVICES,INDUSTRY,TRANSPORTATION,Units
Electricity,Electricity,ELECTRICITY,19348.773160398032,9556.630851300397,36151.34225333741,0.0,[GWh]
Heat,High temperature,HEAT_HIGH_T,0.0,0.0,64378.90809693378,0.0,[GWh]
Heat,Space heating,HEAT_LOW_T_SH,50950.55886583785,26699.358348975322,7663.649240246251,0.0,[GWh]
Heat,Hot water,HEAT_LOW_T_HW,10109.209707425316,5363.181220201278,4058.2971509672834,0.0,[GWh]
Cold,Process cooling,PROCESS_COOLING,0.0,0.0,2633.512186993218,0.0,[GWh]
Cold,Space cooling,SPACE_COOLING,1194.4122431235076,3456.725775270214,140.08767694701854,0.0,[GWh]
Mobility,Passenger,MOBILITY_PASSENGER,0.0,0.0,0.0,196536.01063195363,[Mpkm]
Mobility,Freight,MOBILITY_FREIGHT,0.0,0.0,0.0,103751.3508706595,[Mtkm]
Mobility,Long-haul passenger flights,AVIATION_LONG_HAUL,0.0,0.0,0.0,14585.683541832383,[Mpkm]
Mobility,International shipping,SHIPPING,0.0,0.0,0.0,339765.4383825791,[Mtkm]
Non-energy,Non-energy,NON_ENERGY,0.0,0.0,17001.81797284962,0.0,[GWh]
