{PERIODS};ELECTRICITY_VAR;HEAT_LOW_T_SH;SPACE_COOLING;MOBILITY_PASSENGER;MOBILITY_FREIGHT;PV;WIND_ONSHORE;WIND_OFFSHORE;HYDRO_DAM;HYDRO_RIVER;TIDAL;SOLAR;CSP
1;3.38E-05;0.000432059;0;2.35E-06;0.000114155;0;0.520264603;0;0.069513453;0.225894395;0;0;0
2;2.75E-05;0.000435634;0;1.17E-06;0.000114155;0;0.527729353;0;0.066119671;0.212914417;0;0;0
3;1.95E-05;0.000431527;0;1.41E-05;0.000114155;0;0.530017069;0;0.059968086;0.20620637;0;0;0
4;1.22E-05;0.000425427;0;3.76E-05;0.000114155;0;0.52141796;0;0.063511331;0.206866954;0;0;0
5;8.61E-06;0.00041822;0;9.40E-05;0.000114155;0;0.502871313;0;0.062230527;0.205780594;0;0;0
6;9.13E-06;0.000421227;0;1.82E-04;0.000114155;0;0.485793821;0;0.059814107;0.206769136;0;0;0
7;1.48E-05;0.000412599;0;0.000158603;0.000114155;0;0.471474001;0;0.063026535;0.214571883;0;0;0
8;2.12E-05;0.000390329;0;0.000146855;0.000114155;0.11867328;0.420134753;0;0.071976681;0.222131697;0;0;0
9;3.05E-05;0.000350694;0;0.000164478;0.000114155;0.295865023;0.402455429;0;0.072603306;0.231343444;0;0.4791207;0
10;4.56E-05;0.000316135;0;0.000187974;0.000114155;0.429731862;0.442444397;0;0.072773311;0.234907051;0;0.513126275;0
11;5.61E-05;0.00029116;0;0.000206772;0.000114155;0.50263381;0.42204876;0;0.065990878;0.231940132;0;0.584240648;0
12;6.50E-05;0.000274401;0;0.000187974;0.000114155;0.549131426;0.400906882;0;0.074704983;0.229394032;0;0.640859835;0
13;6.70E-05;0.000269784;0;0.000190324;0.000114155;0.512817315;0.395840008;0;0.069261612;0.218699758;0;0.070219911;0
14;5.89E-05;0.000272799;0;0.000213821;0.000114155;0.438336316;0.395215116;0;0.070140846;0.215935021;0;0.190071415;0
15;5.07E-05;0.000296172;0;0.00022322;0.000114155;0.286961238;0.376625215;0;0.068686072;0.216522726;0;0.284509087;0
16;4.52E-05;0.000339607;0;0.00022322;0.000114155;0.102975071;0.372197075;0;0.07522472;0.239107808;0;0;0
17;5.05E-05;0.00036109;0;0.000164478;0.000114155;0;0.378634441;0;0.083669464;0.259287877;0;0;0
18;7.05E-05;0.000359097;0;0.000117484;0.000114155;0;0.362363614;0;0.112802715;0.304465514;0;0;0
19;7.50E-05;0.000358909;0;8.81E-05;0.000114155;0;0.351681011;0;0.09673153;0.321329577;0;0;0
20;7.74E-05;0.000357162;0;5.87E-05;0.000114155;0;0.333275512;0;0.092768461;0.314453629;0;0;0
21;7.37E-05;0.000357055;0;3.76E-05;0.000114155;0;0.299253024;0;0.092893975;0.276767603;0;0;0
22;6.50E-05;0.000364658;0;2.35E-05;0.000114155;0;0.275038416;0;0.083635157;0.244013068;0;0;0
23;5.46E-05;0.000362918;0;9.40E-06;0.000114155;0;0.256004146;0;0.07732347;0.222749154;0;0;0
24;4.06E-05;0.000367579;0;5.87E-06;0.000114155;0;0.236587657;0;0.07210426;0.204169626;0;0;0
25;2.75E-05;0.000367489;0;2.35E-06;0.000114155;0;0.215483489;0;0.066246128;0.206239206;0;0;0
26;1.77E-05;0.000370898;0;1.17E-06;0.000114155;0;0.208995398;0;0.065943135;0.189724589;0;0;0
27;1.21E-05;0.00036872;0;1.41E-05;0.000114155;0;0.21511228;0;0.067267908;0.199397903;0;0;0
28;8.96E-06;0.00036764;0;3.76E-05;0.000114155;0;0.216766189;0;0.066822568;0.194866241;0;0;0
29;9.82E-06;0.000367116;0;9.40E-05;0.000114155;0;0.205875535;0;0.068710603;0.195125988;0;0;0
30;1.70E-05;0.000364019;0;1.82E-04;0.000114155;0;0.188813756;0;0.076545995;0.20509082;0;0;0
31;3.25E-05;0.000362748;0;0.000158603;0.000114155;0;0.18085837;0;0.08754603;0.234526547;0;0;0
32;5.32E-05;0.000338116;0;0.000146855;0.000114155;0.105000641;0.172217461;0;0.106333393;0.253188297;0;0;0.097340507
33;7.48E-05;0.000296639;0;0.000164478;0.000114155;0.29860144;0.158479156;0;0.119907587;0.281943817;0;0.367788216;0.612067155
34;9.17E-05;0.00025826;0;0.000187974;0.000114155;0.436948851;0.182603887;0;0.108490193;0.268429395;0;0.567782661;0.489518014
35;9.84E-05;0.000227232;0;0.000206772;0.000114155;0.509495814;0.190128144;0;0.106720748;0.246873964;0;0.614450554;0.140198387
36;9.89E-05;0.000208027;0;0.000187974;0.000114155;0.53375826;0.193762103;0;0.106074938;0.246921545;0;0.646904533;0.352216477
37;9.57E-05;0.000202631;0;0.000190324;0.000114155;0.515571699;0.206359392;0;0.106307586;0.243270111;0;0.582956406;0.490593977
38;8.87E-05;0.000212005;0;0.000213821;0.000114155;0.429451324;0.206767567;0;0.108247282;0.238404021;0;0.460890171;0.511795022
39;8.69E-05;0.000244257;0;0.00022322;0.000114155;0.28519313;0.194891504;0;0.117339668;0.247457861;0;0.296375547;0.476683218
40;8.79E-05;0.000278734;0;0.00022322;0.000114155;0.099933282;0.186521658;0;0.1278824;0.280841214;0;0;0.153969772
41;9.79E-05;0.000290111;0;0.000164478;0.000114155;0;0.229642539;0;0.132564382;0.325265767;0;0;0
42;0.000115591;0.000288263;0;0.000117484;0.000114155;0;0.268360116;0;0.153480238;0.34774153;0;0;0
43;0.000116906;0.000287344;0;8.81E-05;0.000114155;0;0.276092951;0;0.132135357;0.309727544;0;0;0
44;0.000114234;0.000286938;0;5.87E-05;0.000114155;0;0.282347043;0;0.111286168;0.284206662;0;0;0
45;9.96E-05;0.000293942;0;3.76E-05;0.000114155;0;0.277755045;0;0.120304384;0.275988131;0;0;0
46;8.67E-05;0.000300273;0;2.35E-05;0.000114155;0;0.271950523;0;0.10852918;0.243452231;0;0;0
47;7.06E-05;0.000295558;0;9.40E-06;0.000114155;0;0.271112991;0;0.086281461;0.22874745;0;0;0
48;5.54E-05;0.000306606;0;5.87E-06;0.000114155;0;0.279188093;0;0.084815874;0.223687014;0;0;0
