Technologies param;f_min;f_max
NUCLEAR;0;0
PV_ROOFTOP;3.885;167.84
PV_UTILITY;3.885;944.84
PT_POWER_BLOCK;0;21
ST_POWER_BLOCK;0;21
WIND_ONSHORE;12.22;189.4
WIND_OFFSHORE;0;3.4
HYDRO_DAM;15.42;15.862
HYDRO_RIVER;19.731;20.582
TIDAL_STREAM;0;0
TIDAL_RANGE;0;0
WAVE;0;0
GEOTHERMAL;0.869;2.3
DHN_DEEP_GEO;0;20
DHN_SOLAR;0;691.11
DEC_SOLAR;0;691.11
PT_COLLECTOR;0;55.26
ST_COLLECTOR;0;55.26
DAM_STORAGE;10805.72;12306.221
PHS;494;3972
