parameter name;avail_local;c_op_local
WOOD;148732.9799;0.02262515507
WET_BIOMASS;35758.27;0.01946264735
WASTE;73362.5;0.013398036
OTHER_LIGNO;46531.22819;0.0307674714
BIOWASTE;19210.735;0.0004394839934
BIOMASS_RESIDUES;30030.09792;0.01559972972
