Category,Subcategory,parameter name,HOUSEHOLDS,SERVICES,INDUSTRY,TRANSPORTATION,Units
Electricity,Electricity,ELECTRICITY,19066.34000139334,9919.524326032064,34720.55996108587,0.0,[GWh]
Heat,High temperature,HEAT_HIGH_T,0.0,0.0,61830.9473309382,0.0,[GWh]
Heat,Space heating,HEAT_LOW_T_SH,49069.68192564887,24874.11499653738,7360.340623096385,0.0,[GWh]
Heat,Hot water,HEAT_LOW_T_HW,9727.144586879305,5402.156060390009,3897.6796098644268,0.0,[GWh]
Cold,Process cooling,PROCESS_COOLING,0.0,0.0,2529.284173074021,0.0,[GWh]
Cold,Space cooling,SPACE_COOLING,1230.3204984144297,3560.647174538957,134.54334705370889,0.0,[GWh]
Mobility,Passenger,MOBILITY_PASSENGER,0.0,0.0,0.0,215201.49771376516,[Mpkm]
Mobility,Freight,MOBILITY_FREIGHT,0.0,0.0,0.0,116846.86105885488,[Mtkm]
Mobility,Long-haul passenger flights,AVIATION_LONG_HAUL,0.0,0.0,0.0,17703.880402001443,[Mpkm]
Mobility,International shipping,SHIPPING,0.0,0.0,0.0,423302.5199810437,[Mtkm]
Non-energy,Non-energy,NON_ENERGY,0.0,0.0,18007.87206536317,0.0,[GWh]
