Time;ELECTRICITY_VAR;HEAT_LOW_T_SH;SPACE_COOLING;MOBILITY_PASSENGER;MOBILITY_FREIGHT;PV;WIND_ONSHORE;WIND_OFFSHORE;HYDRO_DAM;HYDRO_RIVER;TIDAL;SOLAR;CSP
2017-01-01 00:00:00+00:00;7.463736978125852e-05;0.00033275143422364163;0.0;2.35e-06;0.00011415525114155251;0.0;0.368;0.5015;1.0;0.3860589812332439;0.409105364;0.0;0.0001
2017-01-01 01:00:00+00:00;7.040471496896641e-05;0.00033275143422364163;0.0;1.17e-06;0.00011415525114155251;0.0;0.3827;0.4881;1.0;0.3860589812332439;0.519775292;0.0;0.0001
2017-01-01 02:00:00+00:00;6.734328462518148e-05;0.00033275143422364163;0.0;1.41e-05;0.00011415525114155251;0.0;0.35;0.4781;1.0;0.3860589812332439;0.326994926;0.0;0.0001
2017-01-01 03:00:00+00:00;6.547087075750506e-05;0.00033275143422364163;0.0;3.76e-05;0.00011415525114155251;0.0;0.3324;0.4698;1.0;0.3860589812332439;0.09604204;0.0;0.0001
2017-01-01 04:00:00+00:00;6.549100195335665e-05;0.00033275143422364163;0.0;9.4e-05;0.00011415525114155251;0.0;0.3556;0.4713;1.0;0.3860589812332439;0.003168622;0.0;0.0001
2017-01-01 05:00:00+00:00;6.632134289774286e-05;0.00033275143422364163;0.0;0.0001821;0.00011415525114155251;0.0;0.3445;0.4707;1.0;0.3860589812332439;0.012394428;0.0;0.0001
2017-01-01 06:00:00+00:00;6.54331602075295e-05;0.00033275143422364163;0.0;0.000158603;0.00011415525114155251;0.0;0.3204;0.4651;1.0;0.3860589812332439;0.160435487;0.0;0.0001
2017-01-01 07:00:00+00:00;6.572293601260471e-05;0.00033275143422364163;0.0;0.000146855;0.00011415525114155251;0.0;0.2681;0.4685;1.0;0.3860589812332439;0.231022752;0.000433;0.0001
2017-01-01 08:00:00+00:00;7.043696741302442e-05;0.00033275143422364163;0.0;0.000164478;0.00011415525114155251;0.036;0.2712;0.4575;1.0;0.3860589812332439;0.149743429;0.028340700000000003;0.0001
2017-01-01 09:00:00+00:00;7.532027098137946e-05;0.00033275143422364163;0.0;0.000187974;0.00011415525114155251;0.116;0.2622;0.4397;1.0;0.3860589812332439;0.051942724;0.0700314;0.0001
2017-01-01 10:00:00+00:00;7.88557059260787e-05;0.00033275143422364163;0.0;0.000206772;0.00011415525114155251;0.154;0.2475;0.4028;1.0;0.3860589812332439;0.003121564;0.0915179;0.0001
2017-01-01 11:00:00+00:00;8.119659540425955e-05;0.00033275143422364163;0.0;0.000187974;0.00011415525114155251;0.132;0.2446;0.3536;1.0;0.3860589812332439;0.109649383;0.0809116;0.0001
2017-01-01 12:00:00+00:00;8.374283725702524e-05;0.00033275143422364163;0.0;0.000190324;0.00011415525114155251;0.087;0.2533;0.2957;1.0;0.3860589812332439;0.474663616;0.059856400000000004;0.0001
2017-01-01 13:00:00+00:00;8.343817570853864e-05;0.00033275143422364163;0.0;0.000213821;0.00011415525114155251;0.035;0.2543;0.2596;1.0;0.3859472743521;0.605125273;0.032799400000000006;0.0001
2017-01-01 14:00:00+00:00;8.38298834137357e-05;0.00033275143422364163;0.0;0.00022322;0.00011415525114155251;0.006;0.2572;0.2565;1.0;0.38583556747095615;0.378606335;0.011065900000000002;0.0001
2017-01-01 15:00:00+00:00;9.354332718111935e-05;0.00033275143422364163;0.0;0.00022322;0.00011415525114155251;0.0;0.2249;0.2643;1.0;0.38572386058981223;0.110909709;0.0006606000000000001;0.0001
2017-01-01 16:00:00+00:00;9.665458932308623e-05;0.00033275143422364163;0.0;0.000164478;0.00011415525114155251;0.0;0.1545;0.2352;1.0;0.3856121537086684;0.003361583;0.0;0.0001
2017-01-01 17:00:00+00:00;9.772707169363117e-05;0.00033275143422364163;0.0;0.000117484;0.00011415525114155251;0.0;0.0954;0.1778;1.0;0.38550044682752455;0.016373696;0.0;0.0001
2017-01-01 18:00:00+00:00;9.841053996969159e-05;0.00033275143422364163;0.0;8.81e-05;0.00011415525114155251;0.0;0.0684;0.1552;1.0;0.3853887399463807;0.192381615;0.0;0.0001
2017-01-01 19:00:00+00:00;9.67755182671807e-05;0.00033275143422364163;0.0;5.87e-05;0.00011415525114155251;0.0;0.0568;0.1451;1.0;0.38527703306523675;0.26818003;0.0;0.0001
2017-01-01 20:00:00+00:00;9.152545833496583e-05;0.00033275143422364163;0.0;3.76e-05;0.00011415525114155251;0.0;0.0361;0.1582;1.0;0.3851653261840929;0.169601701;0.0;0.0001
2017-01-01 21:00:00+00:00;8.531661475807209e-05;0.00033275143422364163;0.0;2.35e-05;0.00011415525114155251;0.0;0.0396;0.2196;1.0;0.385053619302949;0.056462513;0.0;0.0001
2017-01-01 22:00:00+00:00;7.778853989246641e-05;0.00033275143422364163;0.0;9.4e-06;0.00011415525114155251;0.0;0.0648;0.3357;1.0;0.3849419124218051;0.003121564;0.0;0.0001
2017-01-01 23:00:00+00:00;7.204611627579644e-05;0.00033275143422364163;0.0;5.87e-06;0.00011415525114155251;0.0;0.0954;0.4079;1.0;0.3848302055406612;0.123449314;0.0;0.0001
2017-01-02 00:00:00+00:00;6.934802852956978e-05;0.0003321067763034676;0.0;2.35e-06;0.00011415525114155251;0.0;0.1247;0.433;1.0;0.38471849865951735;0.528181584;0.0;0.0001
2017-01-02 01:00:00+00:00;6.848513244739248e-05;0.0003310414261255275;0.0;1.17e-06;0.00011415525114155251;0.0;0.1991;0.4599;1.0;0.38460679177837354;0.674932363;0.0;0.0001
2017-01-02 02:00:00+00:00;6.890424626006542e-05;0.000329476693051678;0.0;1.41e-05;0.00011415525114155251;0.0;0.298;0.5;1.0;0.3844950848972296;0.420690042;0.0;0.0001
2017-01-02 03:00:00+00:00;7.109791031908948e-05;0.0003273127005027371;0.0;3.76e-05;0.00011415525114155251;0.0;0.4021;0.5049;1.0;0.38438337801608574;0.123015016;0.0;0.0001
2017-01-02 04:00:00+00:00;7.929946907381733e-05;0.0003248773261376354;0.0;9.4e-05;0.00011415525114155251;0.0;0.4147;0.4794;1.0;0.3842716711349419;0.003511335;0.0;0.0001
2017-01-02 05:00:00+00:00;9.947504352837806e-05;0.0003223340043586704;0.0;0.0001821;0.00011415525114155251;0.0;0.4101;0.4554;1.0;0.384159964253798;0.019860882;0.0;0.0001
2017-01-02 06:00:00+00:00;0.00011610877339445157;0.0003197473018432931;0.0;0.000158603;0.00011415525114155251;0.0;0.4182;0.4204;1.0;0.3840482573726541;0.218941581;0.0;0.0001
2017-01-02 07:00:00+00:00;0.00012364261170645717;0.00031706072274873383;0.0;0.000146855;0.00011415525114155251;0.0;0.4205;0.3818;1.0;0.3839365504915102;0.298521684;0.0004999000000000001;0.0001
2017-01-02 08:00:00+00:00;0.00012937076983856222;0.0003137688310530723;0.0;0.000164478;0.00011415525114155251;0.068;0.3861;0.3462;1.0;0.3838248436103664;0.18559571;0.0438902;0.0001
2017-01-02 09:00:00+00:00;0.00013117282100403498;0.00030942773084883336;0.0;0.000187974;0.00011415525114155251;0.176;0.3022;0.3228;1.0;0.38371313672922247;0.06001923;0.11864840000000001;0.0001
2017-01-02 10:00:00+00:00;0.00013273665998711213;0.00030466593838682834;0.0;0.000206772;0.00011415525114155251;0.224;0.2323;0.3081;1.0;0.3836014298480786;0.003121564;0.1649091;0.0001
2017-01-02 11:00:00+00:00;0.00013464590843557394;0.00029988598654679023;0.0;0.000187974;0.00011415525114155251;0.2;0.1712;0.2895;1.0;0.38348972296693473;0.138361088;0.1690686;0.0001
2017-01-02 12:00:00+00:00;0.00013642512253474987;0.0002953794342315833;0.0;0.000190324;0.00011415525114155251;0.138;0.1552;0.2863;1.0;0.38337801608579086;0.585578279;0.1346227;0.0001
2017-01-02 13:00:00+00:00;0.0001343981956847021;0.0002915306549429076;0.0;0.000213821;0.00011415525114155251;0.073;0.1642;0.3023;1.0;0.3836014298480786;0.749911638;0.08562389999999999;0.0001
