,avail_local,c_op_local
WOOD,49076.06638888889,0.01588143681584094
WET_BIOMASS,1449.6603867903227,0.026236528150291427
ENERGY_CROPS_2,2320.637222222222,0.03638447335620032
BIOWASTE,9270.2,1.0589289633676441e-05
BIOMASS_RESIDUES,1361.2675,0.012436698192518554
WASTE,15305.08,0.00995628
