unit	tra_meas	partner	geo\time	2019
PAS	PAS_BRD	AFR_E	BE	340089
PAS	PAS_BRD	AFR_E	BG	0
PAS	PAS_BRD	AFR_E	CY	86
PAS	PAS_BRD	AFR_E	CZ	7931
PAS	PAS_BRD	AFR_E	DE	676275
PAS	PAS_BRD	AFR_E	DK	2562
PAS	PAS_BRD	AFR_E	GR	2427
PAS	PAS_BRD	AFR_E	ES	74792
PAS	PAS_BRD	AFR_E	EU27_2007	6064488
PAS	PAS_BRD	AFR_E	EU27_2020	5186002
PAS	PAS_BRD	AFR_E	EU28	6064488
PAS	PAS_BRD	AFR_E	FI	1515
PAS	PAS_BRD	AFR_E	FR	2215325
PAS	PAS_BRD	AFR_E	HR	: 
PAS	PAS_BRD	AFR_E	HU	: 
PAS	PAS_BRD	AFR_E	IE	562
PAS	PAS_BRD	AFR_E	IT	516589
PAS	PAS_BRD	AFR_E	LT	1889
PAS	PAS_BRD	AFR_E	LU	0
PAS	PAS_BRD	AFR_E	LV	1313
PAS	PAS_BRD	AFR_E	MT	7
PAS	PAS_BRD	AFR_E	NL	853899
PAS	PAS_BRD	AFR_E	PL	88697
PAS	PAS_BRD	AFR_E	PT	76452
PAS	PAS_BRD	AFR_E	RO	: 
PAS	PAS_BRD	AFR_E	SE	148224
PAS	PAS_BRD	AFR_E	SI	: 
PAS	PAS_BRD	AFR_E	SK	: 
PAS	PAS_BRD	AFR_E	UK	878486
PAS	PAS_BRD	AFR_N	AT	635945
PAS	PAS_BRD	AFR_N	BE	2128916
PAS	PAS_BRD	AFR_N	BG	52838
PAS	PAS_BRD	AFR_N	CY	41972
PAS	PAS_BRD	AFR_N	CZ	834149
PAS	PAS_BRD	AFR_N	DE	6235911
PAS	PAS_BRD	AFR_N	DK	301042
PAS	PAS_BRD	AFR_N	EE	94356
PAS	PAS_BRD	AFR_N	GR	382441
PAS	PAS_BRD	AFR_N	ES	3426134
PAS	PAS_BRD	AFR_N	EU27_2007	40168940
PAS	PAS_BRD	AFR_N	EU27_2020	37132172
PAS	PAS_BRD	AFR_N	EU28	40169054
PAS	PAS_BRD	AFR_N	FI	53525
PAS	PAS_BRD	AFR_N	FR	15104112
PAS	PAS_BRD	AFR_N	HR	114
PAS	PAS_BRD	AFR_N	HU	202536
PAS	PAS_BRD	AFR_N	IE	47324
PAS	PAS_BRD	AFR_N	IT	3759632
PAS	PAS_BRD	AFR_N	LT	169399
PAS	PAS_BRD	AFR_N	LU	109008
PAS	PAS_BRD	AFR_N	LV	57223
PAS	PAS_BRD	AFR_N	MT	65029
PAS	PAS_BRD	AFR_N	NL	1255543
PAS	PAS_BRD	AFR_N	PL	1061226
PAS	PAS_BRD	AFR_N	PT	623453
PAS	PAS_BRD	AFR_N	RO	141374
PAS	PAS_BRD	AFR_N	SE	136495
PAS	PAS_BRD	AFR_N	SI	48671
PAS	PAS_BRD	AFR_N	SK	163804
PAS	PAS_BRD	AFR_N	UK	3036882
PAS	PAS_BRD	AFR_S	AT	27641
PAS	PAS_BRD	AFR_S	BE	18
PAS	PAS_BRD	AFR_S	BG	: 
PAS	PAS_BRD	AFR_S	CY	: 
PAS	PAS_BRD	AFR_S	CZ	23
PAS	PAS_BRD	AFR_S	DE	919709
PAS	PAS_BRD	AFR_S	DK	: 
PAS	PAS_BRD	AFR_S	GR	16
PAS	PAS_BRD	AFR_S	ES	52299
PAS	PAS_BRD	AFR_S	EU27_2007	3431151
PAS	PAS_BRD	AFR_S	EU27_2020	1992538
PAS	PAS_BRD	AFR_S	EU28	3431151
PAS	PAS_BRD	AFR_S	FR	365042
PAS	PAS_BRD	AFR_S	HR	: 
PAS	PAS_BRD	AFR_S	HU	: 
PAS	PAS_BRD	AFR_S	IE	: 
PAS	PAS_BRD	AFR_S	IT	96939
PAS	PAS_BRD	AFR_S	LT	: 
PAS	PAS_BRD	AFR_S	LU	13
PAS	PAS_BRD	AFR_S	LV	: 
PAS	PAS_BRD	AFR_S	MT	9
PAS	PAS_BRD	AFR_S	NL	530761
PAS	PAS_BRD	AFR_S	PL	: 
PAS	PAS_BRD	AFR_S	PT	30
PAS	PAS_BRD	AFR_S	RO	: 
PAS	PAS_BRD	AFR_S	SE	10
PAS	PAS_BRD	AFR_S	SI	: 
PAS	PAS_BRD	AFR_S	SK	28
PAS	PAS_BRD	AFR_S	UK	1438613
PAS	PAS_BRD	AFR_W	AT	11586
PAS	PAS_BRD	AFR_W	BE	518556
PAS	PAS_BRD	AFR_W	BG	0
PAS	PAS_BRD	AFR_W	CY	11
PAS	PAS_BRD	AFR_W	CZ	37250
PAS	PAS_BRD	AFR_W	DE	441895
PAS	PAS_BRD	AFR_W	DK	23084
PAS	PAS_BRD	AFR_W	EE	: 
PAS	PAS_BRD	AFR_W	GR	33
PAS	PAS_BRD	AFR_W	ES	54445
PAS	PAS_BRD	AFR_W	EU27_2007	6039081
PAS	PAS_BRD	AFR_W	EU27_2020	4833414
PAS	PAS_BRD	AFR_W	EU28	6039081
PAS	PAS_BRD	AFR_W	FI	22606
PAS	PAS_BRD	AFR_W	FR	1874582
PAS	PAS_BRD	AFR_W	HR	: 
PAS	PAS_BRD	AFR_W	HU	: 
PAS	PAS_BRD	AFR_W	IE	: 
PAS	PAS_BRD	AFR_W	IT	214260
PAS	PAS_BRD	AFR_W	LT	4642
PAS	PAS_BRD	AFR_W	LU	8293
PAS	PAS_BRD	AFR_W	LV	: 
PAS	PAS_BRD	AFR_W	MT	15
PAS	PAS_BRD	AFR_W	NL	641505
PAS	PAS_BRD	AFR_W	PL	44935
PAS	PAS_BRD	AFR_W	PT	840194
PAS	PAS_BRD	AFR_W	RO	: 
PAS	PAS_BRD	AFR_W	SE	88464
PAS	PAS_BRD	AFR_W	SI	: 
PAS	PAS_BRD	AFR_W	SK	7058
PAS	PAS_BRD	AFR_W	UK	1205667
PAS	PAS_BRD	AG	BE	7
PAS	PAS_BRD	AG	CY	: 
PAS	PAS_BRD	AG	CZ	: 
PAS	PAS_BRD	AG	DE	3941
PAS	PAS_BRD	AG	DK	: 
PAS	PAS_BRD	AG	GR	: 
PAS	PAS_BRD	AG	ES	24
PAS	PAS_BRD	AG	EU27_2007	280578
PAS	PAS_BRD	AG	EU27_2020	31650
PAS	PAS_BRD	AG	EU28	280578
PAS	PAS_BRD	AG	FR	14140
PAS	PAS_BRD	AG	IE	: 
PAS	PAS_BRD	AG	IT	13485
PAS	PAS_BRD	AG	LU	: 
PAS	PAS_BRD	AG	LV	: 
PAS	PAS_BRD	AG	NL	: 
PAS	PAS_BRD	AG	PL	: 
PAS	PAS_BRD	AG	PT	41
PAS	PAS_BRD	AG	SE	12
PAS	PAS_BRD	AG	SK	: 
PAS	PAS_BRD	AG	UK	248928
PAS	PAS_BRD	AI	ES	: 
PAS	PAS_BRD	AI	EU27_2007	16
PAS	PAS_BRD	AI	EU27_2020	16
PAS	PAS_BRD	AI	EU28	16
PAS	PAS_BRD	AI	FR	16
PAS	PAS_BRD	AI	IT	: 
PAS	PAS_BRD	AI	LU	: 
PAS	PAS_BRD	AI	NL	: 
PAS	PAS_BRD	AI	PT	: 
PAS	PAS_BRD	AI	SE	: 
PAS	PAS_BRD	AI	UK	: 
PAS	PAS_BRD	AL	AT	186881
PAS	PAS_BRD	AL	BE	58520
PAS	PAS_BRD	AL	BG	1
PAS	PAS_BRD	AL	CY	: 
PAS	PAS_BRD	AL	CZ	17178
PAS	PAS_BRD	AL	DE	242225
PAS	PAS_BRD	AL	DK	6236
PAS	PAS_BRD	AL	EE	: 
PAS	PAS_BRD	AL	GR	124280
PAS	PAS_BRD	AL	ES	1009
PAS	PAS_BRD	AL	EU27_2007	2864718
PAS	PAS_BRD	AL	EU27_2020	2641510
PAS	PAS_BRD	AL	EU28	2864898
PAS	PAS_BRD	AL	FI	3821
PAS	PAS_BRD	AL	FR	40793
PAS	PAS_BRD	AL	HR	180
PAS	PAS_BRD	AL	HU	52953
PAS	PAS_BRD	AL	IE	: 
PAS	PAS_BRD	AL	IT	1688977
PAS	PAS_BRD	AL	LT	7946
PAS	PAS_BRD	AL	LU	: 
PAS	PAS_BRD	AL	LV	5877
PAS	PAS_BRD	AL	MT	5
PAS	PAS_BRD	AL	NL	34884
PAS	PAS_BRD	AL	PL	103673
PAS	PAS_BRD	AL	PT	: 
PAS	PAS_BRD	AL	RO	: 
PAS	PAS_BRD	AL	SE	10681
PAS	PAS_BRD	AL	SI	52390
PAS	PAS_BRD	AL	SK	3000
PAS	PAS_BRD	AL	UK	223388
PAS	PAS_BRD	AM	AT	74568
PAS	PAS_BRD	AM	BE	18233
PAS	PAS_BRD	AM	BG	4029
PAS	PAS_BRD	AM	CY	2219
PAS	PAS_BRD	AM	CZ	132
PAS	PAS_BRD	AM	DE	2433
PAS	PAS_BRD	AM	DK	: 
PAS	PAS_BRD	AM	EE	: 
PAS	PAS_BRD	AM	GR	54536
PAS	PAS_BRD	AM	ES	4431
PAS	PAS_BRD	AM	EU27_2007	321192
PAS	PAS_BRD	AM	EU27_2020	321096
PAS	PAS_BRD	AM	EU28	321192
PAS	PAS_BRD	AM	FI	161
PAS	PAS_BRD	AM	FR	61613
PAS	PAS_BRD	AM	HR	: 
PAS	PAS_BRD	AM	HU	: 
PAS	PAS_BRD	AM	IE	57
PAS	PAS_BRD	AM	IT	2187
PAS	PAS_BRD	AM	LT	: 
PAS	PAS_BRD	AM	LU	46
PAS	PAS_BRD	AM	LV	: 
PAS	PAS_BRD	AM	MT	: 
PAS	PAS_BRD	AM	NL	16
PAS	PAS_BRD	AM	PL	80327
PAS	PAS_BRD	AM	PT	3
PAS	PAS_BRD	AM	RO	15982
PAS	PAS_BRD	AM	SE	123
PAS	PAS_BRD	AM	SI	: 
PAS	PAS_BRD	AM	SK	: 
PAS	PAS_BRD	AM	UK	96
PAS	PAS_BRD	AME_C_CRB	AT	83
PAS	PAS_BRD	AME_C_CRB	BE	247601
PAS	PAS_BRD	AME_C_CRB	BG	: 
PAS	PAS_BRD	AME_C_CRB	CY	2
PAS	PAS_BRD	AME_C_CRB	CZ	86
PAS	PAS_BRD	AME_C_CRB	DE	1984280
PAS	PAS_BRD	AME_C_CRB	DK	17639
PAS	PAS_BRD	AME_C_CRB	EE	: 
PAS	PAS_BRD	AME_C_CRB	GR	16
PAS	PAS_BRD	AME_C_CRB	ES	3195400
PAS	PAS_BRD	AME_C_CRB	EU27_2007	13840352
PAS	PAS_BRD	AME_C_CRB	EU27_2020	10267960
PAS	PAS_BRD	AME_C_CRB	EU28	13840352
PAS	PAS_BRD	AME_C_CRB	FI	32351
PAS	PAS_BRD	AME_C_CRB	FR	2335949
PAS	PAS_BRD	AME_C_CRB	HU	: 
PAS	PAS_BRD	AME_C_CRB	IE	5409
PAS	PAS_BRD	AME_C_CRB	IT	456351
PAS	PAS_BRD	AME_C_CRB	LT	: 
PAS	PAS_BRD	AME_C_CRB	LU	355
PAS	PAS_BRD	AME_C_CRB	LV	: 
PAS	PAS_BRD	AME_C_CRB	MT	10
PAS	PAS_BRD	AME_C_CRB	NL	1742719
PAS	PAS_BRD	AME_C_CRB	PL	96437
PAS	PAS_BRD	AME_C_CRB	PT	105387
PAS	PAS_BRD	AME_C_CRB	RO	: 
PAS	PAS_BRD	AME_C_CRB	SE	47852
PAS	PAS_BRD	AME_C_CRB	SK	33
PAS	PAS_BRD	AME_C_CRB	UK	3572392
PAS	PAS_BRD	AME_N	AT	929634
PAS	PAS_BRD	AME_N	BE	1343699
PAS	PAS_BRD	AME_N	BG	748
PAS	PAS_BRD	AME_N	CY	12
PAS	PAS_BRD	AME_N	CZ	254176
PAS	PAS_BRD	AME_N	DE	13707240
PAS	PAS_BRD	AME_N	DK	1367994
PAS	PAS_BRD	AME_N	EE	84
PAS	PAS_BRD	AME_N	GR	900410
PAS	PAS_BRD	AME_N	ES	5531424
PAS	PAS_BRD	AME_N	EU27_2007	84119570
PAS	PAS_BRD	AME_N	EU27_2020	58274429
PAS	PAS_BRD	AME_N	EU28	84204315
PAS	PAS_BRD	AME_N	FI	441260
PAS	PAS_BRD	AME_N	FR	11946105
PAS	PAS_BRD	AME_N	HR	84745
PAS	PAS_BRD	AME_N	HU	215692
PAS	PAS_BRD	AME_N	IE	4336582
PAS	PAS_BRD	AME_N	IT	5519027
PAS	PAS_BRD	AME_N	LT	256
PAS	PAS_BRD	AME_N	LU	242
PAS	PAS_BRD	AME_N	LV	1220
PAS	PAS_BRD	AME_N	MT	136
PAS	PAS_BRD	AME_N	NL	7631285
PAS	PAS_BRD	AME_N	PL	959528
PAS	PAS_BRD	AME_N	PT	2342371
PAS	PAS_BRD	AME_N	RO	36723
PAS	PAS_BRD	AME_N	SE	723480
PAS	PAS_BRD	AME_N	SI	301
PAS	PAS_BRD	AME_N	SK	55
PAS	PAS_BRD	AME_N	UK	25929886
PAS	PAS_BRD	AME_S	AT	1146
PAS	PAS_BRD	AME_S	BE	13
PAS	PAS_BRD	AME_S	BG	: 
PAS	PAS_BRD	AME_S	CY	: 
PAS	PAS_BRD	AME_S	CZ	6
PAS	PAS_BRD	AME_S	DE	1271755
PAS	PAS_BRD	AME_S	DK	167
PAS	PAS_BRD	AME_S	GR	10
PAS	PAS_BRD	AME_S	ES	5398185
PAS	PAS_BRD	AME_S	EU27_2007	15281164
PAS	PAS_BRD	AME_S	EU27_2020	13947199
PAS	PAS_BRD	AME_S	EU28	15281164
PAS	PAS_BRD	AME_S	FI	: 
PAS	PAS_BRD	AME_S	FR	2012345
PAS	PAS_BRD	AME_S	HR	: 
PAS	PAS_BRD	AME_S	HU	: 
PAS	PAS_BRD	AME_S	IE	298
PAS	PAS_BRD	AME_S	IT	1241762
PAS	PAS_BRD	AME_S	LT	: 
PAS	PAS_BRD	AME_S	LU	22
PAS	PAS_BRD	AME_S	MT	12
PAS	PAS_BRD	AME_S	NL	1656702
PAS	PAS_BRD	AME_S	PL	: 
PAS	PAS_BRD	AME_S	PT	2364770
PAS	PAS_BRD	AME_S	RO	: 
PAS	PAS_BRD	AME_S	SE	6
PAS	PAS_BRD	AME_S	UK	1333965
PAS	PAS_BRD	AN	BE	26
PAS	PAS_BRD	AN	CY	: 
PAS	PAS_BRD	AN	DE	6415
PAS	PAS_BRD	AN	DK	: 
PAS	PAS_BRD	AN	GR	12
PAS	PAS_BRD	AN	ES	21
PAS	PAS_BRD	AN	EU27_2007	805693
PAS	PAS_BRD	AN	EU27_2020	805693
PAS	PAS_BRD	AN	EU28	805693
PAS	PAS_BRD	AN	FI	: 
PAS	PAS_BRD	AN	FR	166060
PAS	PAS_BRD	AN	IE	: 
PAS	PAS_BRD	AN	IT	0
PAS	PAS_BRD	AN	LU	: 
PAS	PAS_BRD	AN	NL	632876
PAS	PAS_BRD	AN	PL	: 
PAS	PAS_BRD	AN	PT	267
PAS	PAS_BRD	AN	SE	4
PAS	PAS_BRD	AN	SK	12
PAS	PAS_BRD	AN	UK	0
PAS	PAS_BRD	AO	AT	: 
PAS	PAS_BRD	AO	BE	25501
PAS	PAS_BRD	AO	BG	: 
PAS	PAS_BRD	AO	CY	: 
PAS	PAS_BRD	AO	DE	42061
PAS	PAS_BRD	AO	DK	: 
PAS	PAS_BRD	AO	GR	0
PAS	PAS_BRD	AO	ES	60
PAS	PAS_BRD	AO	EU27_2007	752133
PAS	PAS_BRD	AO	EU27_2020	752133
PAS	PAS_BRD	AO	EU28	752133
PAS	PAS_BRD	AO	FI	: 
PAS	PAS_BRD	AO	FR	61728
PAS	PAS_BRD	AO	HU	: 
PAS	PAS_BRD	AO	IT	: 
PAS	PAS_BRD	AO	LU	0
PAS	PAS_BRD	AO	LV	: 
PAS	PAS_BRD	AO	MT	10
PAS	PAS_BRD	AO	NL	32106
PAS	PAS_BRD	AO	PL	244
PAS	PAS_BRD	AO	PT	590423
PAS	PAS_BRD	AO	SE	: 
PAS	PAS_BRD	AO	SK	: 
PAS	PAS_BRD	AO	UK	0
PAS	PAS_BRD	AR	AT	: 
PAS	PAS_BRD	AR	BE	: 
PAS	PAS_BRD	AR	CY	: 
PAS	PAS_BRD	AR	CZ	: 
PAS	PAS_BRD	AR	DE	232472
PAS	PAS_BRD	AR	DK	: 
PAS	PAS_BRD	AR	GR	: 
PAS	PAS_BRD	AR	ES	1288002
PAS	PAS_BRD	AR	EU27_2007	2538322
PAS	PAS_BRD	AR	EU27_2020	2177063
PAS	PAS_BRD	AR	EU28	2538322
PAS	PAS_BRD	AR	FR	196156
PAS	PAS_BRD	AR	IT	359229
PAS	PAS_BRD	AR	LU	5
PAS	PAS_BRD	AR	MT	: 
PAS	PAS_BRD	AR	NL	101185
PAS	PAS_BRD	AR	PL	: 
PAS	PAS_BRD	AR	PT	14
PAS	PAS_BRD	AR	UK	361259
PAS	PAS_BRD	ASI_C	AT	116
PAS	PAS_BRD	ASI_C	BE	355
PAS	PAS_BRD	ASI_C	BG	256
PAS	PAS_BRD	ASI_C	CY	112
PAS	PAS_BRD	ASI_C	CZ	15073
PAS	PAS_BRD	ASI_C	DE	299711
PAS	PAS_BRD	ASI_C	DK	80
PAS	PAS_BRD	ASI_C	EE	: 
PAS	PAS_BRD	ASI_C	GR	4352
PAS	PAS_BRD	ASI_C	ES	221
PAS	PAS_BRD	ASI_C	EU27_2007	672503
PAS	PAS_BRD	ASI_C	EU27_2020	581907
PAS	PAS_BRD	ASI_C	EU28	672503
PAS	PAS_BRD	ASI_C	FI	4026
PAS	PAS_BRD	ASI_C	FR	54753
PAS	PAS_BRD	ASI_C	HR	: 
PAS	PAS_BRD	ASI_C	HU	30013
PAS	PAS_BRD	ASI_C	IE	4
PAS	PAS_BRD	ASI_C	IT	43383
PAS	PAS_BRD	ASI_C	LT	182
PAS	PAS_BRD	ASI_C	LU	102
PAS	PAS_BRD	ASI_C	LV	42363
PAS	PAS_BRD	ASI_C	MT	94
PAS	PAS_BRD	ASI_C	NL	37119
PAS	PAS_BRD	ASI_C	PL	49301
PAS	PAS_BRD	ASI_C	PT	16
PAS	PAS_BRD	ASI_C	RO	: 
PAS	PAS_BRD	ASI_C	SE	239
PAS	PAS_BRD	ASI_C	SI	: 
PAS	PAS_BRD	ASI_C	SK	36
PAS	PAS_BRD	ASI_C	UK	90596
PAS	PAS_BRD	ASI_E	AT	867021
PAS	PAS_BRD	ASI_E	BE	426119
PAS	PAS_BRD	ASI_E	BG	: 
PAS	PAS_BRD	ASI_E	CY	15
PAS	PAS_BRD	ASI_E	CZ	381959
PAS	PAS_BRD	ASI_E	DE	5700675
PAS	PAS_BRD	ASI_E	DK	584962
PAS	PAS_BRD	ASI_E	EE	54
PAS	PAS_BRD	ASI_E	GR	65620
PAS	PAS_BRD	ASI_E	ES	1222774
PAS	PAS_BRD	ASI_E	EU27_2007	27488381
PAS	PAS_BRD	ASI_E	EU27_2020	22300687
PAS	PAS_BRD	ASI_E	EU28	27531921
PAS	PAS_BRD	ASI_E	FI	2068172
PAS	PAS_BRD	ASI_E	FR	4892887
PAS	PAS_BRD	ASI_E	HR	43540
PAS	PAS_BRD	ASI_E	HU	120566
PAS	PAS_BRD	ASI_E	IE	117059
PAS	PAS_BRD	ASI_E	IT	2368745
PAS	PAS_BRD	ASI_E	LT	3
PAS	PAS_BRD	ASI_E	LU	285
PAS	PAS_BRD	ASI_E	LV	1219
PAS	PAS_BRD	ASI_E	MT	14
PAS	PAS_BRD	ASI_E	NL	2833194
PAS	PAS_BRD	ASI_E	PL	414265
PAS	PAS_BRD	ASI_E	PT	13552
PAS	PAS_BRD	ASI_E	RO	: 
PAS	PAS_BRD	ASI_E	SE	177568
PAS	PAS_BRD	ASI_E	SI	417
PAS	PAS_BRD	ASI_E	SK	2
PAS	PAS_BRD	ASI_E	UK	5231234
PAS	PAS_BRD	ASI_S	AT	215659
PAS	PAS_BRD	ASI_S	BE	2314
PAS	PAS_BRD	ASI_S	BG	12557
PAS	PAS_BRD	ASI_S	CY	1084
PAS	PAS_BRD	ASI_S	CZ	191
PAS	PAS_BRD	ASI_S	DE	1935869
PAS	PAS_BRD	ASI_S	DK	110424
PAS	PAS_BRD	ASI_S	EE	: 
PAS	PAS_BRD	ASI_S	GR	497
PAS	PAS_BRD	ASI_S	ES	98891
PAS	PAS_BRD	ASI_S	EU27_2007	8342342
PAS	PAS_BRD	ASI_S	EU27_2020	4779984
PAS	PAS_BRD	ASI_S	EU28	8342342
PAS	PAS_BRD	ASI_S	FI	141723
PAS	PAS_BRD	ASI_S	FR	904843
PAS	PAS_BRD	ASI_S	HR	: 
PAS	PAS_BRD	ASI_S	HU	445
PAS	PAS_BRD	ASI_S	IE	: 
PAS	PAS_BRD	ASI_S	IT	590308
PAS	PAS_BRD	ASI_S	LT	6
PAS	PAS_BRD	ASI_S	LU	0
PAS	PAS_BRD	ASI_S	LV	3
PAS	PAS_BRD	ASI_S	MT	9
PAS	PAS_BRD	ASI_S	NL	569886
PAS	PAS_BRD	ASI_S	PL	63806
PAS	PAS_BRD	ASI_S	PT	122
PAS	PAS_BRD	ASI_S	RO	189
PAS	PAS_BRD	ASI_S	SE	130908
PAS	PAS_BRD	ASI_S	SI	: 
PAS	PAS_BRD	ASI_S	SK	250
PAS	PAS_BRD	ASI_S	UK	3562358
PAS	PAS_BRD	ASI_S_E	AT	428909
PAS	PAS_BRD	ASI_S_E	BE	147807
PAS	PAS_BRD	ASI_S_E	BG	0
PAS	PAS_BRD	ASI_S_E	CY	39
PAS	PAS_BRD	ASI_S_E	CZ	8
PAS	PAS_BRD	ASI_S_E	DE	2651686
PAS	PAS_BRD	ASI_S_E	DK	461223
PAS	PAS_BRD	ASI_S_E	EE	: 
PAS	PAS_BRD	ASI_S_E	GR	91029
PAS	PAS_BRD	ASI_S_E	ES	68659
PAS	PAS_BRD	ASI_S_E	EU27_2007	11810085
PAS	PAS_BRD	ASI_S_E	EU27_2020	8121576
PAS	PAS_BRD	ASI_S_E	EU28	11810085
PAS	PAS_BRD	ASI_S_E	FI	658388
PAS	PAS_BRD	ASI_S_E	FR	1307473
PAS	PAS_BRD	ASI_S_E	HR	: 
PAS	PAS_BRD	ASI_S_E	HU	: 
PAS	PAS_BRD	ASI_S_E	IE	: 
PAS	PAS_BRD	ASI_S_E	IT	496822
PAS	PAS_BRD	ASI_S_E	LT	2
PAS	PAS_BRD	ASI_S_E	LU	73
PAS	PAS_BRD	ASI_S_E	LV	: 
PAS	PAS_BRD	ASI_S_E	MT	: 
PAS	PAS_BRD	ASI_S_E	NL	1268414
PAS	PAS_BRD	ASI_S_E	PL	120205
PAS	PAS_BRD	ASI_S_E	PT	48
PAS	PAS_BRD	ASI_S_E	RO	1366
PAS	PAS_BRD	ASI_S_E	SE	419415
PAS	PAS_BRD	ASI_S_E	SK	10
PAS	PAS_BRD	ASI_S_E	UK	3688509
PAS	PAS_BRD	ASI_W	AT	1632687
PAS	PAS_BRD	ASI_W	BE	1122407
PAS	PAS_BRD	ASI_W	BG	723485
PAS	PAS_BRD	ASI_W	CY	1385362
PAS	PAS_BRD	ASI_W	CZ	1243506
PAS	PAS_BRD	ASI_W	DE	8119477
PAS	PAS_BRD	ASI_W	DK	915149
PAS	PAS_BRD	ASI_W	EE	14114
PAS	PAS_BRD	ASI_W	GR	2785561
PAS	PAS_BRD	ASI_W	ES	2695413
PAS	PAS_BRD	ASI_W	EU27_2007	57128397
PAS	PAS_BRD	ASI_W	EU27_2020	43354533
PAS	PAS_BRD	ASI_W	EU28	57479815
PAS	PAS_BRD	ASI_W	FI	443841
PAS	PAS_BRD	ASI_W	FR	6074088
PAS	PAS_BRD	ASI_W	HR	351418
PAS	PAS_BRD	ASI_W	HU	1163997
PAS	PAS_BRD	ASI_W	IE	811798
