unit	tra_meas	partner	geo\time	2019
PAS	PAS_BRD	LU	UK	591499
PAS	PAS_BRD	LV	AT	136933
PAS	PAS_BRD	LV	BE	150768
PAS	PAS_BRD	LV	BG	27888
PAS	PAS_BRD	LV	CY	58187
PAS	PAS_BRD	LV	CZ	109655
PAS	PAS_BRD	LV	DE	959973
PAS	PAS_BRD	LV	DK	275380
PAS	PAS_BRD	LV	EE	289461
PAS	PAS_BRD	LV	GR	94773
PAS	PAS_BRD	LV	ES	233650
PAS	PAS_BRD	LV	EU27_2007	5307927
PAS	PAS_BRD	LV	EU27_2020	4501123
PAS	PAS_BRD	LV	EU28	5327445
PAS	PAS_BRD	LV	FI	406434
PAS	PAS_BRD	LV	FR	186030
PAS	PAS_BRD	LV	HR	19518
PAS	PAS_BRD	LV	HU	32231
PAS	PAS_BRD	LV	IE	151191
PAS	PAS_BRD	LV	IT	274083
PAS	PAS_BRD	LV	LT	305386
PAS	PAS_BRD	LV	LU	13
PAS	PAS_BRD	LV	MT	49471
PAS	PAS_BRD	LV	NL	212994
PAS	PAS_BRD	LV	PL	201368
PAS	PAS_BRD	LV	PT	28545
PAS	PAS_BRD	LV	RO	409
PAS	PAS_BRD	LV	SE	295405
PAS	PAS_BRD	LV	SI	284
PAS	PAS_BRD	LV	SK	1093
PAS	PAS_BRD	LV	UK	826322
PAS	PAS_BRD	MT	AT	127038
PAS	PAS_BRD	MT	BE	226905
PAS	PAS_BRD	MT	BG	47518
PAS	PAS_BRD	MT	CY	115584
PAS	PAS_BRD	MT	CZ	27219
PAS	PAS_BRD	MT	DE	895502
PAS	PAS_BRD	MT	DK	84499
PAS	PAS_BRD	MT	EE	17985
PAS	PAS_BRD	MT	GR	92045
PAS	PAS_BRD	MT	ES	377300
PAS	PAS_BRD	MT	EU27_2007	6670973
PAS	PAS_BRD	MT	EU27_2020	4958906
PAS	PAS_BRD	MT	EU28	6674293
PAS	PAS_BRD	MT	FI	11639
PAS	PAS_BRD	MT	FR	448993
PAS	PAS_BRD	MT	HR	3320
PAS	PAS_BRD	MT	HU	115017
PAS	PAS_BRD	MT	IE	106849
PAS	PAS_BRD	MT	IT	1463824
PAS	PAS_BRD	MT	LT	36437
PAS	PAS_BRD	MT	LU	32768
PAS	PAS_BRD	MT	LV	50055
PAS	PAS_BRD	MT	NL	156754
PAS	PAS_BRD	MT	PL	237515
PAS	PAS_BRD	MT	PT	75737
PAS	PAS_BRD	MT	RO	67503
PAS	PAS_BRD	MT	SE	100124
PAS	PAS_BRD	MT	SI	5257
PAS	PAS_BRD	MT	SK	35519
PAS	PAS_BRD	MT	UK	1715387
PAS	PAS_BRD	NL	AT	1415532
PAS	PAS_BRD	NL	BE	288550
PAS	PAS_BRD	NL	BG	361033
PAS	PAS_BRD	NL	CY	107058
PAS	PAS_BRD	NL	CZ	898051
PAS	PAS_BRD	NL	DE	4558238
PAS	PAS_BRD	NL	DK	1814956
PAS	PAS_BRD	NL	EE	81835
PAS	PAS_BRD	NL	GR	2295286
PAS	PAS_BRD	NL	ES	8844897
PAS	PAS_BRD	NL	EU27_2007	50874966
PAS	PAS_BRD	NL	EU27_2020	39987814
PAS	PAS_BRD	NL	EU28	51299550
PAS	PAS_BRD	NL	FI	740788
PAS	PAS_BRD	NL	FR	3724922
PAS	PAS_BRD	NL	HR	424584
PAS	PAS_BRD	NL	HU	799119
PAS	PAS_BRD	NL	IE	1485553
PAS	PAS_BRD	NL	IT	5066939
PAS	PAS_BRD	NL	LT	161719
PAS	PAS_BRD	NL	LU	184851
PAS	PAS_BRD	NL	LV	213372
PAS	PAS_BRD	NL	MT	155598
PAS	PAS_BRD	NL	PL	1738732
PAS	PAS_BRD	NL	PT	2386928
PAS	PAS_BRD	NL	RO	666536
PAS	PAS_BRD	NL	SE	1450337
PAS	PAS_BRD	NL	SI	95731
PAS	PAS_BRD	NL	SK	26669
PAS	PAS_BRD	NL	UK	11311736
PAS	PAS_BRD	PL	AT	544424
PAS	PAS_BRD	PL	BE	861329
PAS	PAS_BRD	PL	BG	676779
PAS	PAS_BRD	PL	CY	285428
PAS	PAS_BRD	PL	CZ	282943
PAS	PAS_BRD	PL	DE	4742409
PAS	PAS_BRD	PL	DK	875132
PAS	PAS_BRD	PL	EE	190996
PAS	PAS_BRD	PL	GR	1843287
PAS	PAS_BRD	PL	ES	2317631
PAS	PAS_BRD	PL	EU27_2007	31778032
PAS	PAS_BRD	PL	EU27_2020	23716966
PAS	PAS_BRD	PL	EU28	32017582
PAS	PAS_BRD	PL	FI	517976
PAS	PAS_BRD	PL	FR	1346810
PAS	PAS_BRD	PL	HR	239550
PAS	PAS_BRD	PL	HU	346745
PAS	PAS_BRD	PL	IE	1027842
PAS	PAS_BRD	PL	IT	2734783
PAS	PAS_BRD	PL	LT	274677
PAS	PAS_BRD	PL	LU	58358
PAS	PAS_BRD	PL	LV	201535
PAS	PAS_BRD	PL	MT	235167
PAS	PAS_BRD	PL	NL	1739775
PAS	PAS_BRD	PL	PT	552600
PAS	PAS_BRD	PL	RO	267977
PAS	PAS_BRD	PL	SE	1459716
PAS	PAS_BRD	PL	SI	46465
PAS	PAS_BRD	PL	SK	46632
PAS	PAS_BRD	PL	UK	8300616
PAS	PAS_BRD	PT	AT	438662
PAS	PAS_BRD	PT	BE	1617992
PAS	PAS_BRD	PT	BG	32657
PAS	PAS_BRD	PT	CY	9
PAS	PAS_BRD	PT	CZ	172028
PAS	PAS_BRD	PT	DE	5171329
PAS	PAS_BRD	PT	DK	394323
PAS	PAS_BRD	PT	EE	3622
PAS	PAS_BRD	PT	GR	124590
PAS	PAS_BRD	PT	ES	5624611
PAS	PAS_BRD	PT	EU27_2007	38145734
PAS	PAS_BRD	PT	EU27_2020	29288349
PAS	PAS_BRD	PT	EU28	38177898
PAS	PAS_BRD	PT	FI	263270
PAS	PAS_BRD	PT	FR	7099905
PAS	PAS_BRD	PT	HR	32164
PAS	PAS_BRD	PT	HU	235522
PAS	PAS_BRD	PT	IE	1369178
PAS	PAS_BRD	PT	IT	2538345
PAS	PAS_BRD	PT	LT	15405
PAS	PAS_BRD	PT	LU	710767
PAS	PAS_BRD	PT	LV	28314
PAS	PAS_BRD	PT	MT	74710
PAS	PAS_BRD	PT	NL	2376750
PAS	PAS_BRD	PT	PL	556479
PAS	PAS_BRD	PT	RO	84160
PAS	PAS_BRD	PT	SE	322974
PAS	PAS_BRD	PT	SI	202
PAS	PAS_BRD	PT	SK	381
PAS	PAS_BRD	PT	UK	8889549
PAS	PAS_BRD	RO	AT	751489
PAS	PAS_BRD	RO	BE	715699
PAS	PAS_BRD	RO	BG	47844
PAS	PAS_BRD	RO	CY	257868
PAS	PAS_BRD	RO	CZ	105093
PAS	PAS_BRD	RO	DE	2854685
PAS	PAS_BRD	RO	DK	194772
PAS	PAS_BRD	RO	EE	2359
PAS	PAS_BRD	RO	GR	559074
PAS	PAS_BRD	RO	ES	1778955
PAS	PAS_BRD	RO	EU27_2007	17201808
PAS	PAS_BRD	RO	EU27_2020	13788759
PAS	PAS_BRD	RO	EU28	17211248
PAS	PAS_BRD	RO	FI	36707
PAS	PAS_BRD	RO	FR	1139349
PAS	PAS_BRD	RO	HR	9440
PAS	PAS_BRD	RO	HU	145535
PAS	PAS_BRD	RO	IE	237874
PAS	PAS_BRD	RO	IT	3680476
PAS	PAS_BRD	RO	LT	63
PAS	PAS_BRD	RO	LU	: 
PAS	PAS_BRD	RO	LV	104
PAS	PAS_BRD	RO	MT	67091
PAS	PAS_BRD	RO	NL	667586
PAS	PAS_BRD	RO	PL	267848
PAS	PAS_BRD	RO	PT	84746
PAS	PAS_BRD	RO	SE	183969
PAS	PAS_BRD	RO	SI	: 
PAS	PAS_BRD	RO	SK	133
PAS	PAS_BRD	RO	UK	3422489
PAS	PAS_BRD	SE	AT	452949
PAS	PAS_BRD	SE	BE	622451
PAS	PAS_BRD	SE	BG	47360
PAS	PAS_BRD	SE	CY	257537
PAS	PAS_BRD	SE	CZ	304110
PAS	PAS_BRD	SE	DE	3261095
PAS	PAS_BRD	SE	DK	1795514
PAS	PAS_BRD	SE	EE	288888
PAS	PAS_BRD	SE	GR	1200920
PAS	PAS_BRD	SE	ES	3676280
PAS	PAS_BRD	SE	EU27_2007	23069543
PAS	PAS_BRD	SE	EU27_2020	20756503
PAS	PAS_BRD	SE	EU28	23447984
PAS	PAS_BRD	SE	FI	1926021
PAS	PAS_BRD	SE	FR	1172181
PAS	PAS_BRD	SE	HR	378441
PAS	PAS_BRD	SE	HU	368127
PAS	PAS_BRD	SE	IE	172944
PAS	PAS_BRD	SE	IT	849089
PAS	PAS_BRD	SE	LT	167038
PAS	PAS_BRD	SE	LU	2566
PAS	PAS_BRD	SE	LV	295293
PAS	PAS_BRD	SE	MT	99151
PAS	PAS_BRD	SE	NL	1448437
PAS	PAS_BRD	SE	PL	1460512
PAS	PAS_BRD	SE	PT	324300
PAS	PAS_BRD	SE	RO	183776
PAS	PAS_BRD	SE	SI	149
PAS	PAS_BRD	SE	SK	1374
PAS	PAS_BRD	SE	UK	2691481
PAS	PAS_BRD	SI	AT	46372
PAS	PAS_BRD	SI	BE	98324
PAS	PAS_BRD	SI	BG	8640
PAS	PAS_BRD	SI	CY	5
PAS	PAS_BRD	SI	CZ	9985
PAS	PAS_BRD	SI	DE	250101
PAS	PAS_BRD	SI	DK	26121
PAS	PAS_BRD	SI	EE	212
PAS	PAS_BRD	SI	GR	55248
PAS	PAS_BRD	SI	ES	6593
PAS	PAS_BRD	SI	EU27_2007	1009824
PAS	PAS_BRD	SI	EU27_2020	775782
PAS	PAS_BRD	SI	EU28	1010009
PAS	PAS_BRD	SI	FI	33286
PAS	PAS_BRD	SI	FR	101604
PAS	PAS_BRD	SI	HR	185
PAS	PAS_BRD	SI	HU	8
PAS	PAS_BRD	SI	IE	184
PAS	PAS_BRD	SI	IT	2217
PAS	PAS_BRD	SI	LT	8
PAS	PAS_BRD	SI	LU	1
PAS	PAS_BRD	SI	LV	330
PAS	PAS_BRD	SI	MT	5260
PAS	PAS_BRD	SI	NL	83848
PAS	PAS_BRD	SI	PL	46303
PAS	PAS_BRD	SI	PT	209
PAS	PAS_BRD	SI	RO	4
PAS	PAS_BRD	SI	SE	601
PAS	PAS_BRD	SI	SK	133
PAS	PAS_BRD	SI	UK	234227
PAS	PAS_BRD	SK	AT	69785
PAS	PAS_BRD	SK	BE	62030
PAS	PAS_BRD	SK	BG	162656
PAS	PAS_BRD	SK	CY	80866
PAS	PAS_BRD	SK	CZ	58137
PAS	PAS_BRD	SK	DE	14947
PAS	PAS_BRD	SK	DK	71
PAS	PAS_BRD	SK	EE	: 
PAS	PAS_BRD	SK	GR	237631
PAS	PAS_BRD	SK	ES	117153
PAS	PAS_BRD	SK	EU27_2007	2028744
PAS	PAS_BRD	SK	EU27_2020	1295545
PAS	PAS_BRD	SK	EU28	2029031
PAS	PAS_BRD	SK	FI	2563
PAS	PAS_BRD	SK	FR	33511
PAS	PAS_BRD	SK	HR	287
PAS	PAS_BRD	SK	HU	1771
PAS	PAS_BRD	SK	IE	127059
PAS	PAS_BRD	SK	IT	214143
PAS	PAS_BRD	SK	LT	3
PAS	PAS_BRD	SK	LU	123
PAS	PAS_BRD	SK	LV	2674
PAS	PAS_BRD	SK	MT	35516
PAS	PAS_BRD	SK	NL	26846
PAS	PAS_BRD	SK	PL	46262
PAS	PAS_BRD	SK	PT	429
PAS	PAS_BRD	SK	RO	72
PAS	PAS_BRD	SK	SE	1001
PAS	PAS_BRD	SK	SI	9
PAS	PAS_BRD	SK	UK	733486
PAS	PAS_BRD	UK	AT	2405612
PAS	PAS_BRD	UK	BE	1628230
PAS	PAS_BRD	UK	BG	1918544
PAS	PAS_BRD	UK	CY	3122729
PAS	PAS_BRD	UK	CZ	2362431
PAS	PAS_BRD	UK	DE	14508051
PAS	PAS_BRD	UK	DK	3569624
PAS	PAS_BRD	UK	EE	229343
PAS	PAS_BRD	UK	GR	7782248
PAS	PAS_BRD	UK	ES	44810946
PAS	PAS_BRD	UK	EU27_2007	167729249
PAS	PAS_BRD	UK	EU27_2020	169532867
PAS	PAS_BRD	UK	EU28	169532867
PAS	PAS_BRD	UK	FI	1493709
PAS	PAS_BRD	UK	FR	12438061
PAS	PAS_BRD	UK	HR	1803618
PAS	PAS_BRD	UK	HU	2592575
PAS	PAS_BRD	UK	IE	13235062
PAS	PAS_BRD	UK	IT	16087797
PAS	PAS_BRD	UK	LT	1147222
PAS	PAS_BRD	UK	LU	588845
PAS	PAS_BRD	UK	LV	827388
PAS	PAS_BRD	UK	MT	1708865
PAS	PAS_BRD	UK	NL	11331855
PAS	PAS_BRD	UK	PL	8216673
PAS	PAS_BRD	UK	PT	8946385
PAS	PAS_BRD	UK	RO	3239947
PAS	PAS_BRD	UK	SE	2632291
PAS	PAS_BRD	UK	SI	234131
PAS	PAS_BRD	UK	SK	670685
PAS	PAS_BRD_ARR	AT	BE	248378
PAS	PAS_BRD_ARR	AT	BG	251048
PAS	PAS_BRD_ARR	AT	CY	154397
PAS	PAS_BRD_ARR	AT	CZ	93027
PAS	PAS_BRD_ARR	AT	DE	3689372
PAS	PAS_BRD_ARR	AT	DK	283121
PAS	PAS_BRD_ARR	AT	EE	23535
PAS	PAS_BRD_ARR	AT	GR	584975
PAS	PAS_BRD_ARR	AT	ES	1300267
PAS	PAS_BRD_ARR	AT	EU27_2007	11972384
PAS	PAS_BRD_ARR	AT	EU27_2020	10937594
PAS	PAS_BRD_ARR	AT	EU28	12144636
PAS	PAS_BRD_ARR	AT	FI	113142
PAS	PAS_BRD_ARR	AT	FR	747218
PAS	PAS_BRD_ARR	AT	HR	172252
PAS	PAS_BRD_ARR	AT	HU	55380
PAS	PAS_BRD_ARR	AT	IE	128864
PAS	PAS_BRD_ARR	AT	IT	1035321
PAS	PAS_BRD_ARR	AT	LT	35296
PAS	PAS_BRD_ARR	AT	LU	62185
PAS	PAS_BRD_ARR	AT	LV	68015
PAS	PAS_BRD_ARR	AT	MT	71036
PAS	PAS_BRD_ARR	AT	NL	675317
PAS	PAS_BRD_ARR	AT	PL	273342
PAS	PAS_BRD_ARR	AT	PT	219856
PAS	PAS_BRD_ARR	AT	RO	368449
PAS	PAS_BRD_ARR	AT	SE	225764
PAS	PAS_BRD_ARR	AT	SI	23264
PAS	PAS_BRD_ARR	AT	SK	34773
PAS	PAS_BRD_ARR	AT	UK	1207042
PAS	PAS_BRD_ARR	BE	AT	254025
PAS	PAS_BRD_ARR	BE	BG	147995
PAS	PAS_BRD_ARR	BE	CY	32388
PAS	PAS_BRD_ARR	BE	CZ	246814
PAS	PAS_BRD_ARR	BE	DE	913142
PAS	PAS_BRD_ARR	BE	DK	348564
PAS	PAS_BRD_ARR	BE	EE	30403
PAS	PAS_BRD_ARR	BE	GR	539035
PAS	PAS_BRD_ARR	BE	ES	3202087
PAS	PAS_BRD_ARR	BE	EU27_2007	12457876
PAS	PAS_BRD_ARR	BE	EU27_2020	11773301
PAS	PAS_BRD_ARR	BE	EU28	12578754
PAS	PAS_BRD_ARR	BE	FI	121590
PAS	PAS_BRD_ARR	BE	FR	1137115
PAS	PAS_BRD_ARR	BE	HR	120878
PAS	PAS_BRD_ARR	BE	HU	269258
PAS	PAS_BRD_ARR	BE	IE	253799
PAS	PAS_BRD_ARR	BE	IT	1773342
PAS	PAS_BRD_ARR	BE	LT	48182
PAS	PAS_BRD_ARR	BE	LU	793
PAS	PAS_BRD_ARR	BE	LV	74842
PAS	PAS_BRD_ARR	BE	MT	111253
PAS	PAS_BRD_ARR	BE	NL	160500
PAS	PAS_BRD_ARR	BE	PL	430536
PAS	PAS_BRD_ARR	BE	PT	808142
PAS	PAS_BRD_ARR	BE	RO	354542
PAS	PAS_BRD_ARR	BE	SE	313782
PAS	PAS_BRD_ARR	BE	SI	49744
PAS	PAS_BRD_ARR	BE	SK	30550
PAS	PAS_BRD_ARR	BE	UK	805453
PAS	PAS_BRD_ARR	BG	AT	251810
PAS	PAS_BRD_ARR	BG	BE	151311
PAS	PAS_BRD_ARR	BG	CY	80888
PAS	PAS_BRD_ARR	BG	CZ	191494
PAS	PAS_BRD_ARR	BG	DE	1054291
PAS	PAS_BRD_ARR	BG	DK	73018
PAS	PAS_BRD_ARR	BG	EE	21155
PAS	PAS_BRD_ARR	BG	GR	129483
PAS	PAS_BRD_ARR	BG	ES	250651
PAS	PAS_BRD_ARR	BG	EU27_2007	4574524
PAS	PAS_BRD_ARR	BG	EU27_2020	3577015
PAS	PAS_BRD_ARR	BG	EU28	4575198
PAS	PAS_BRD_ARR	BG	FI	34586
PAS	PAS_BRD_ARR	BG	FR	156796
PAS	PAS_BRD_ARR	BG	HR	674
PAS	PAS_BRD_ARR	BG	HU	38230
PAS	PAS_BRD_ARR	BG	IE	55031
PAS	PAS_BRD_ARR	BG	IT	353456
PAS	PAS_BRD_ARR	BG	LT	19718
PAS	PAS_BRD_ARR	BG	LU	12490
PAS	PAS_BRD_ARR	BG	LV	14096
PAS	PAS_BRD_ARR	BG	MT	23465
PAS	PAS_BRD_ARR	BG	NL	181330
PAS	PAS_BRD_ARR	BG	PL	342841
PAS	PAS_BRD_ARR	BG	PT	16608
PAS	PAS_BRD_ARR	BG	RO	22117
PAS	PAS_BRD_ARR	BG	SE	23386
PAS	PAS_BRD_ARR	BG	SI	4415
PAS	PAS_BRD_ARR	BG	SK	73675
PAS	PAS_BRD_ARR	BG	UK	998183
PAS	PAS_BRD_ARR	CY	AT	155596
PAS	PAS_BRD_ARR	CY	BE	32221
PAS	PAS_BRD_ARR	CY	BG	82326
PAS	PAS_BRD_ARR	CY	CZ	26058
PAS	PAS_BRD_ARR	CY	DE	193054
PAS	PAS_BRD_ARR	CY	DK	52953
PAS	PAS_BRD_ARR	CY	EE	20293
PAS	PAS_BRD_ARR	CY	GR	832842
PAS	PAS_BRD_ARR	CY	ES	762
PAS	PAS_BRD_ARR	CY	EU27_2007	3670783
PAS	PAS_BRD_ARR	CY	EU27_2020	2128074
PAS	PAS_BRD_ARR	CY	EU28	3670783
PAS	PAS_BRD_ARR	CY	FI	21098
PAS	PAS_BRD_ARR	CY	FR	1884
PAS	PAS_BRD_ARR	CY	HR	: 
PAS	PAS_BRD_ARR	CY	HU	65406
PAS	PAS_BRD_ARR	CY	IE	18321
PAS	PAS_BRD_ARR	CY	IT	61687
PAS	PAS_BRD_ARR	CY	LT	29764
PAS	PAS_BRD_ARR	CY	LU	285
PAS	PAS_BRD_ARR	CY	LV	29018
PAS	PAS_BRD_ARR	CY	MT	20351
PAS	PAS_BRD_ARR	CY	NL	43256
PAS	PAS_BRD_ARR	CY	PL	142335
PAS	PAS_BRD_ARR	CY	PT	34
PAS	PAS_BRD_ARR	CY	RO	130692
PAS	PAS_BRD_ARR	CY	SE	124886
PAS	PAS_BRD_ARR	CY	SI	2644
PAS	PAS_BRD_ARR	CY	SK	40308
PAS	PAS_BRD_ARR	CY	UK	1542709
PAS	PAS_BRD_ARR	CZ	AT	89035
PAS	PAS_BRD_ARR	CZ	BE	243059
PAS	PAS_BRD_ARR	CZ	BG	184208
PAS	PAS_BRD_ARR	CZ	CY	25247
PAS	PAS_BRD_ARR	CZ	DE	574202
PAS	PAS_BRD_ARR	CZ	DK	193054
PAS	PAS_BRD_ARR	CZ	EE	: 
PAS	PAS_BRD_ARR	CZ	GR	450096
PAS	PAS_BRD_ARR	CZ	ES	648318
PAS	PAS_BRD_ARR	CZ	EU27_2007	6276804
PAS	PAS_BRD_ARR	CZ	EU27_2020	5160965
PAS	PAS_BRD_ARR	CZ	EU28	6340089
PAS	PAS_BRD_ARR	CZ	FI	153629
PAS	PAS_BRD_ARR	CZ	FR	579852
PAS	PAS_BRD_ARR	CZ	HR	63285
PAS	PAS_BRD_ARR	CZ	HU	118031
PAS	PAS_BRD_ARR	CZ	IE	104426
PAS	PAS_BRD_ARR	CZ	IT	752277
PAS	PAS_BRD_ARR	CZ	LT	11
PAS	PAS_BRD_ARR	CZ	LU	6863
PAS	PAS_BRD_ARR	CZ	LV	54533
PAS	PAS_BRD_ARR	CZ	MT	13403
PAS	PAS_BRD_ARR	CZ	NL	448297
PAS	PAS_BRD_ARR	CZ	PL	138818
PAS	PAS_BRD_ARR	CZ	PT	86371
PAS	PAS_BRD_ARR	CZ	RO	48728
PAS	PAS_BRD_ARR	CZ	SE	152848
PAS	PAS_BRD_ARR	CZ	SI	5259
PAS	PAS_BRD_ARR	CZ	SK	27115
PAS	PAS_BRD_ARR	CZ	UK	1179124
PAS	PAS_BRD_ARR	DE	AT	3648156
PAS	PAS_BRD_ARR	DE	BE	906821
PAS	PAS_BRD_ARR	DE	BG	1038044
PAS	PAS_BRD_ARR	DE	CY	194043
PAS	PAS_BRD_ARR	DE	CZ	581720
PAS	PAS_BRD_ARR	DE	DK	1505067
PAS	PAS_BRD_ARR	DE	EE	212708
PAS	PAS_BRD_ARR	DE	GR	3991022
PAS	PAS_BRD_ARR	DE	ES	14516190
PAS	PAS_BRD_ARR	DE	EU27_2007	60948574
PAS	PAS_BRD_ARR	DE	EU27_2020	54870205
PAS	PAS_BRD_ARR	DE	EU28	62124313
PAS	PAS_BRD_ARR	DE	FI	1050163
PAS	PAS_BRD_ARR	DE	FR	4192106
PAS	PAS_BRD_ARR	DE	HR	1175739
PAS	PAS_BRD_ARR	DE	HU	1126050
PAS	PAS_BRD_ARR	DE	IE	1256375
PAS	PAS_BRD_ARR	DE	IT	7587490
PAS	PAS_BRD_ARR	DE	LT	280335
PAS	PAS_BRD_ARR	DE	LU	297821
PAS	PAS_BRD_ARR	DE	LV	478834
PAS	PAS_BRD_ARR	DE	MT	445129
PAS	PAS_BRD_ARR	DE	NL	2288708
PAS	PAS_BRD_ARR	DE	PL	2349930
PAS	PAS_BRD_ARR	DE	PT	2593612
PAS	PAS_BRD_ARR	DE	RO	1408103
PAS	PAS_BRD_ARR	DE	SE	1612930
PAS	PAS_BRD_ARR	DE	SI	125511
PAS	PAS_BRD_ARR	DE	SK	7598
PAS	PAS_BRD_ARR	DE	UK	7254108
PAS	PAS_BRD_ARR	DK	AT	279878
PAS	PAS_BRD_ARR	DK	BE	358283
PAS	PAS_BRD_ARR	DK	BG	72410
PAS	PAS_BRD_ARR	DK	CY	54009
PAS	PAS_BRD_ARR	DK	CZ	189508
PAS	PAS_BRD_ARR	DK	DE	1493798
PAS	PAS_BRD_ARR	DK	EE	55582
PAS	PAS_BRD_ARR	DK	GR	506882
PAS	PAS_BRD_ARR	DK	ES	1549352
PAS	PAS_BRD_ARR	DK	EU27_2007	11510507
PAS	PAS_BRD_ARR	DK	EU27_2020	9827192
PAS	PAS_BRD_ARR	DK	EU28	11628160
PAS	PAS_BRD_ARR	DK	FI	446696
PAS	PAS_BRD_ARR	DK	FR	736430
PAS	PAS_BRD_ARR	DK	HR	117653
PAS	PAS_BRD_ARR	DK	HU	144179
PAS	PAS_BRD_ARR	DK	IE	135745
PAS	PAS_BRD_ARR	DK	IT	751628
PAS	PAS_BRD_ARR	DK	LT	172893
PAS	PAS_BRD_ARR	DK	LU	39340
PAS	PAS_BRD_ARR	DK	LV	140725
PAS	PAS_BRD_ARR	DK	MT	41758
PAS	PAS_BRD_ARR	DK	NL	906273
PAS	PAS_BRD_ARR	DK	PL	433478
PAS	PAS_BRD_ARR	DK	PT	197683
PAS	PAS_BRD_ARR	DK	RO	95010
PAS	PAS_BRD_ARR	DK	SE	895032
PAS	PAS_BRD_ARR	DK	SI	12927
PAS	PAS_BRD_ARR	DK	SK	40
PAS	PAS_BRD_ARR	DK	UK	1800968
PAS	PAS_BRD_ARR	EE	AT	26176
PAS	PAS_BRD_ARR	EE	BE	35846
PAS	PAS_BRD_ARR	EE	BG	20753
PAS	PAS_BRD_ARR	EE	CY	20425
PAS	PAS_BRD_ARR	EE	CZ	20
PAS	PAS_BRD_ARR	EE	DE	215740
PAS	PAS_BRD_ARR	EE	DK	61109
PAS	PAS_BRD_ARR	EE	GR	32860
PAS	PAS_BRD_ARR	EE	ES	33573
PAS	PAS_BRD_ARR	EE	EU27_2007	1292300
PAS	PAS_BRD_ARR	EE	EU27_2020	1179627
PAS	PAS_BRD_ARR	EE	EU28	1296012
PAS	PAS_BRD_ARR	EE	FI	163717
PAS	PAS_BRD_ARR	EE	FR	22416
PAS	PAS_BRD_ARR	EE	HR	3712
PAS	PAS_BRD_ARR	EE	HU	: 
PAS	PAS_BRD_ARR	EE	IE	10406
PAS	PAS_BRD_ARR	EE	IT	44227
PAS	PAS_BRD_ARR	EE	LT	45853
PAS	PAS_BRD_ARR	EE	LU	3
PAS	PAS_BRD_ARR	EE	LV	146310
PAS	PAS_BRD_ARR	EE	MT	9010
PAS	PAS_BRD_ARR	EE	NL	41968
PAS	PAS_BRD_ARR	EE	PL	96868
PAS	PAS_BRD_ARR	EE	PT	1895
PAS	PAS_BRD_ARR	EE	RO	: 
PAS	PAS_BRD_ARR	EE	SE	146642
PAS	PAS_BRD_ARR	EE	SI	93
PAS	PAS_BRD_ARR	EE	SK	5
PAS	PAS_BRD_ARR	EE	UK	116385
PAS	PAS_BRD_ARR	GR	AT	617443
PAS	PAS_BRD_ARR	GR	BE	555049
PAS	PAS_BRD_ARR	GR	BG	132901
PAS	PAS_BRD_ARR	GR	CY	847915
PAS	PAS_BRD_ARR	GR	CZ	468168
PAS	PAS_BRD_ARR	GR	DE	4073105
PAS	PAS_BRD_ARR	GR	DK	523741
PAS	PAS_BRD_ARR	GR	EE	33016
PAS	PAS_BRD_ARR	GR	ES	460454
PAS	PAS_BRD_ARR	GR	EU27_2007	19037711
PAS	PAS_BRD_ARR	GR	EU27_2020	15042956
PAS	PAS_BRD_ARR	GR	EU28	19086165
PAS	PAS_BRD_ARR	GR	FI	313088
PAS	PAS_BRD_ARR	GR	FR	1397228
PAS	PAS_BRD_ARR	GR	HR	48454
PAS	PAS_BRD_ARR	GR	HU	218272
PAS	PAS_BRD_ARR	GR	IE	105165
PAS	PAS_BRD_ARR	GR	IT	1901474
PAS	PAS_BRD_ARR	GR	LT	77279
PAS	PAS_BRD_ARR	GR	LU	41942
PAS	PAS_BRD_ARR	GR	LV	49513
PAS	PAS_BRD_ARR	GR	MT	46903
PAS	PAS_BRD_ARR	GR	NL	1048474
PAS	PAS_BRD_ARR	GR	PL	991062
PAS	PAS_BRD_ARR	GR	PT	63279
PAS	PAS_BRD_ARR	GR	RO	273187
PAS	PAS_BRD_ARR	GR	SE	611296
PAS	PAS_BRD_ARR	GR	SI	25267
PAS	PAS_BRD_ARR	GR	SK	119281
PAS	PAS_BRD_ARR	GR	UK	4043209
PAS	PAS_BRD_ARR	ES	AT	1303474
PAS	PAS_BRD_ARR	ES	BE	3083214
PAS	PAS_BRD_ARR	ES	BG	258464
PAS	PAS_BRD_ARR	ES	CY	757
PAS	PAS_BRD_ARR	ES	CZ	641429
PAS	PAS_BRD_ARR	ES	DE	14420878
PAS	PAS_BRD_ARR	ES	DK	1565505
PAS	PAS_BRD_ARR	ES	EE	33361
PAS	PAS_BRD_ARR	ES	GR	448520
PAS	PAS_BRD_ARR	ES	EU27_2007	74694558
PAS	PAS_BRD_ARR	ES	EU27_2020	52564813
PAS	PAS_BRD_ARR	ES	EU28	74874269
PAS	PAS_BRD_ARR	ES	FI	875048
PAS	PAS_BRD_ARR	ES	FR	6953843
PAS	PAS_BRD_ARR	ES	HR	179711
PAS	PAS_BRD_ARR	ES	HU	519833
PAS	PAS_BRD_ARR	ES	IE	2341120
PAS	PAS_BRD_ARR	ES	IT	8101684
PAS	PAS_BRD_ARR	ES	LT	132224
PAS	PAS_BRD_ARR	ES	LU	287816
PAS	PAS_BRD_ARR	ES	LV	117887
PAS	PAS_BRD_ARR	ES	MT	188749
