Category,Subcategory,parameter name,HOUSEHOLDS,SERVICES,INDUSTRY,TRANSPORTATION,Units
Electricity,Electricity,ELECTRICITY,39176.77294540175,68214.78888737985,37158.33880887746,0.0,[GWh]
Heat,High temperature,HEAT_HIGH_T,0.0,0.0,146581.46615453082,0.0,[GWh]
Heat,Space heating,HEAT_LOW_T_SH,191040.86369301283,70477.41071811409,30894.83509055659,0.0,[GWh]
Heat,Hot water,HEAT_LOW_T_HW,58879.10597119994,42806.72743692144,25274.94408092343,0.0,[GWh]
Cold,Process cooling,PROCESS_COOLING,0.0,0.0,18430.810189293104,0.0,[GWh]
Cold,Space cooling,SPACE_COOLING,67215.21790174405,194526.28483090416,10602.239424774894,0.0,[GWh]
Mobility,Passenger,MOBILITY_PASSENGER,0.0,0.0,0.0,1154814.1916264603,[Mpkm]
Mobility,Freight,MOBILITY_FREIGHT,0.0,0.0,0.0,327968.0506732289,[Mtkm]
Mobility,Long-haul passenger flights,AVIATION_LONG_HAUL,0.0,0.0,0.0,87657.70109606019,[Mpkm]
Mobility,International shipping,SHIPPING,0.0,0.0,0.0,1608134.3584690061,[Mtkm]
Non-energy,Non-energy,NON_ENERGY,0.0,0.0,52059.55848772741,0.0,[GWh]
