Category,Subcategory,parameter name,HOUSEHOLDS,SERVICES,INDUSTRY,TRANSPORTATION,Units
Electricity,Electricity,ELECTRICITY,495.2924999,467.3860077,243.6790753,0.0,[GWh]
Heat,High temperature,HEAT_HIGH_T,0.0,0.0,1193.857371,0.0,[GWh]
Heat,Space heating,HEAT_LOW_T_SH,2141.285682,393.0353509,0.0,0.0,[GWh]
Heat,Hot water,HEAT_LOW_T_HW,461.5487638,182.6421,283.8411297,0.0,[GWh]
Cold,Process cooling,PROCESS_COOLING,0.0,0.0,98.42597378,0.0,[GWh]
Cold,Space cooling,SPACE_COOLING,151.3529596,315.4911148,0.0,0.0,[GWh]
Mobility,Passenger,MOBILITY_PASSENGER,0.0,0.0,0.0,5648.018014,[Mpkm]
Mobility,Freight,MOBILITY_FREIGHT,0.0,0.0,0.0,2529.221922,[Mtkm]
Mobility,Long-haul passenger flights,AVIATION_LONG_HAUL,0.0,0.0,0.0,329.6994939,[Mpkm]
Mobility,International shipping,SHIPPING,0.0,0.0,0.0,7886.653522,[Mtkm]
Non-energy,Non-energy,NON_ENERGY,0.0,0.0,240.4470269,0.0,[GWh]
