{PERIODS};ELECTRICITY_VAR;HEAT_LOW_T_SH;SPACE_COOLING;MOBILITY_PASSENGER;MOBILITY_FREIGHT;PV;WIND_ONSHORE;WIND_OFFSHORE;HYDRO_DAM;HYDRO_RIVER;TIDAL;SOLAR;CSP
1;0.0001114;0.00050531;0.0;5.874198171949529e-06;0.00011415525114155251;0.0;0.2485;0.0;0.20092064;0.44829422;0.0;0.0;0.0001
2;0.00010763;0.00050265;0.0;2.3496792687798115e-06;0.00011415525114155251;0.0;0.2343;0.0;0.20092064;0.44829422;0.0;0.0;0.0001
3;0.0001044;0.00049998;0.0;1.1748396343899057e-06;0.00011415525114155251;0.0;0.2108;0.0;0.20092064;0.44829422;0.0;0.0;0.0001
4;0.00010941;0.00049921;0.0;1.409807561267887e-05;0.00011415525114155251;0.0;0.1841;0.0;0.20092064;0.44829422;0.0;0.0;0.0001
5;0.00012015;0.0005002;0.0;3.759486830047698e-05;0.00011415525114155251;0.0;0.1598;0.0;0.20092064;0.44829422;0.0;0.0;0.0001
6;0.00014453;0.00050011;0.0;9.398717075119246e-05;0.00011415525114155251;0.0;0.1442;0.0;0.20092064;0.44829422;0.0;0.0;0.0001
7;0.00018805;0.00049381;0.0;0.0001821001433304354;0.00011415525114155251;0.0;0.129;0.0;0.20092064;0.44829422;0.0;0.0;0.0001
8;0.00021137;0.000463;0.0;0.00015860335064263727;0.00011415525114155251;0.03;0.0971;0.0;0.20092064;0.44829422;0.0;0.06295714;0.0001
9;0.00021929;0.00042185;0.0;0.00014685495429873823;0.00011415525114155251;0.04;0.0781;0.0;0.20092064;0.44829422;0.0;0.0;0.0001
10;0.00021725;0.00038818;0.0;0.0001644775488145868;0.00011415525114155251;0.04;0.0855;0.0;0.20092064;0.44829422;0.0;0.00276343;0.0001
11;0.00020956;0.00036587;0.0;0.00018797434150238492;0.00011415525114155251;0.06;0.0995;0.0;0.20092064;0.44829422;0.0;0.0;0.0001
12;0.00020445;0.0003514;0.0;0.00020677177565262342;0.00011415525114155251;0.04;0.1214;0.0;0.20092064;0.44829422;0.0;0.0;0.0001
13;0.00020343;0.00034604;0.0;0.00018797434150238492;0.00011415525114155251;0.03;0.1442;0.0;0.20092064;0.44829422;0.0;0.0;0.0001
14;0.00019981;0.00035319;0.0;0.00019032402077116473;0.00011415525114155251;0.02;0.1775;0.0;0.20092064;0.44829422;0.0;0.0;0.0001
15;0.00019648;0.00037695;0.0;0.00021382081345896285;0.00011415525114155251;0.0;0.2432;0.0;0.20092064;0.44829422;0.0;0.0;0.0001
16;0.00020375;0.00039084;0.0;0.00022321953053408208;0.00011415525114155251;0.0;0.2995;0.0;0.20092064;0.44829422;0.0;0.0;0.0001
17;0.00023538;0.00038622;0.0;0.00022321953053408208;0.00011415525114155251;0.0;0.3235;0.0;0.20092064;0.44829422;0.0;0.0;0.0001
18;0.00024274;0.00037927;0.0;0.0001644775488145868;0.00011415525114155251;0.0;0.3127;0.0;0.20092064;0.44829422;0.0;0.0;0.0001
19;0.00023666;0.00037598;0.0;0.00011748396343899057;0.00011415525114155251;0.0;0.295;0.0;0.20092064;0.44829422;0.0;0.0;0.0001
20;0.00022654;0.00037461;0.0;8.811297257924293e-05;0.00011415525114155251;0.0;0.2834;0.0;0.20092064;0.44829422;0.0;0.0;0.0001
