;avail_local;c_op_local
WOOD;1559.3913888888887;0.02016635782735237
WET_BIOMASS;422.76364868275124;0.021715668610360412
ENERGY_CROPS_2;0.0;0.0
BIOWASTE;46.3525;1.9582109524367713e-06
BIOMASS_RESIDUES;144.13555555555556;0.016029457302466948
WASTE;1782.879;0.01002601
