{PERIODS};ELECTRICITY;HEAT_LOW_T_SH;SPACE_COOLING;MOBILITY_PASSENGER;MOBILITY_FREIGHT;PV;WIND_ONSHORE;WIND_OFFSHORE;HYDRO_DAM;HYDRO_RIVER;TIDAL;SOLAR;CSP
1;0.00011049316303992417;0.00042653;0.0;5.874198171949529e-06;0.0001141552511415;0.0;0.1583;0.0;0.0;0.28964862;0.0;0.0;0.0001
2;0.00010999783898167435;0.00042205;0.0;2.3496792687798115e-06;0.0001141552511415;0.0;0.1445;0.0;0.0;0.22981956;0.0;0.0;0.0001
3;0.00010946155432766683;0.00041888;0.0;1.1748396343899055e-06;0.0001141552511415;0.0;0.1322;0.0;0.0;0.09876543;0.0;0.0;0.0001
4;0.00010894862641786945;0.00041723;0.0;1.409807561267887e-05;0.0001141552511415;0.0;0.1154;0.0;0.0;0.07882241;0.0;0.0;0.0001
5;0.00010868307289256387;0.0004141;0.0;3.759486830047698e-05;0.0001141552511415;0.0;0.1024;0.0;0.0;0.07597341;0.0;0.0;0.0001
6;0.00010888557471428736;0.00040863;0.0;9.398717075119246e-05;0.0001141552511415;0.0;0.0962;0.0;0.0;0.07977208;0.0;0.0;0.0001
7;0.00010949008867527333;0.00040173;0.0;0.0001821001433304;0.0001141552511415;0.0;0.0881;0.0;0.0;0.18898386;0.0;0.0;0.0001
8;0.00011004363200726864;0.00037906;0.0;0.0001586033506426;0.0001141552511415;0.0;0.0702;0.0;0.0;0.21557455;0.0;0.0;0.0001
9;0.0001108557103355212;0.00033268;0.0;0.0001468549542987;0.0001141552511415;0.00381679;0.0435;0.0;0.0;0.30009497;0.0;0.10541143;0.0001
10;0.00011174349673121355;0.0002951;0.0;0.0001644775488145;0.0001141552511415;0.01908397;0.0337;0.0;0.0;0.4311491;0.0;0.05252743;0.0001
11;0.00011246030715697346;0.00026727;0.0;0.0001879743415023;0.0001141552511415;0.03053435;0.0331;0.0;0.0;0.44539411;0.0;0.17444143;0.0001
12;0.00011295229453747897;0.00025046;0.0;0.0002067717756526;0.0001141552511415;0.04198473;0.0256;0.0;0.0;0.44634378;0.0;0.02103771;0.0001
13;0.00011283723668422696;0.00024192;0.0;0.0001879743415023;0.0001141552511415;0.04580153;0.0174;0.0;0.0;0.42924976;0.0;0.01356086;0.0001
14;0.00011272678114510507;0.00023901;0.0;0.0001903240207711;0.0001141552511415;0.03816794;0.0113;0.0;0.0;0.43589744;0.0;0.03302743;0.0001
15;0.00011231165241057189;0.00024813;0.0;0.0002138208134589;0.0001141552511415;0.02671756;0.0076;0.0;0.0;0.43874644;0.0;0.00394457;0.0001
16;0.00011232246784877757;0.00027255;0.0;0.000223219530534;0.0001141552511415;0.00763359;0.0123;0.0;0.0;0.5014245;0.0;0.0;0.0001
17;0.00011089241379070857;0.0002874;0.0;0.000223219530534;0.0001141552511415;0.0;0.0203;0.0;0.0;0.47198481;0.0;0.0;0.0001
18;0.00011200329736385655;0.00029389;0.0;0.0001644775488145;0.0001141552511415;0.0;0.0273;0.0;0.0;0.53276353;0.0;0.0;0.0001
19;0.00011218163703639713;0.00029519;0.0;0.0001174839634389;0.0001141552511415;0.0;0.0285;0.0;0.0;0.53561254;0.0;0.0;0.0001
20;0.00011233512421263528;0.00029599;0.0;8.811297257924293e-05;0.0001141552511415;0.0;0.0284;0.0;0.0;0.48717949;0.0;0.0;0.0001
21;0.00011426280348601914;0.00029951;0.0;5.874198171949529e-05;0.0001141552511415;0.0;0.0295;0.0;0.0;0.51187085;0.0;0.0;0.0001
22;0.00011329401636163738;0.00030115;0.0;3.759486830047698e-05;0.0001141552511415;0.0;0.0294;0.0;0.0;0.41120608;0.0;0.0;0.0001
23;0.0001118365785344944;0.00030112;0.0;2.3496792687798115e-05;0.0001141552511415;0.0;0.0287;0.0;0.0;0.31433998;0.0;0.0;0.0001
24;0.00011075699069743099;0.00029903;0.0;9.398717075119246e-06;0.0001141552511415;0.0;0.0247;0.0;0.0;0.23361823;0.0;0.0;0.0001
25;0.00010987369155801545;0.00029522;0.0;5.874198171949529e-06;0.0001141552511415;0.0;0.0165;0.0;0.0;0.21462488;0.0;0.0;0.0001
26;0.00010924858224129739;0.00029119;0.0;2.3496792687798115e-06;0.0001141552511415;0.0;0.0097;0.0;0.0;0.16904084;0.0;0.0;0.0001
27;0.00010894413916159263;0.0002882;0.0;1.1748396343899055e-06;0.0001141552511415;0.0;0.0064;0.0;0.0;0.07787274;0.0;0.0;0.0001
28;0.00010904481478318811;0.00028969;0.0;1.409807561267887e-05;0.0001141552511415;0.0;0.0053;0.0;0.0;0.07407407;0.0;0.0;0.0001
29;0.00010927101852268154;0.00029322;0.0;3.759486830047698e-05;0.0001141552511415;0.0;0.0063;0.0;0.0;0.07312441;0.0;0.0;0.0001
30;0.00011007228141272839;0.00029208;0.0;9.398717075119246e-05;0.0001141552511415;0.0;0.007;0.0;0.0;0.07407407;0.0;0.0;0.0001
31;0.00011153236557049615;0.00029026;0.0;0.0001821001433304;0.0001141552511415;0.0;0.0063;0.0;0.0;0.16809117;0.0;0.0;0.0001
32;0.0001127405880874953;0.00027711;0.0;0.0001586033506426;0.0001141552511415;0.0;0.0056;0.0;0.0;0.19278253;0.0;0.0;0.0001
33;0.00011405109703603547;0.00024131;0.0;0.0001468549542987;0.0001141552511415;0.00763359;0.0037;0.0;0.0;0.32763533;0.0;0.07245086;0.0001
34;0.00011485189969466933;0.00022472;0.0;0.0001644775488145;0.0001141552511415;0.03053435;0.0;0.0;0.0;0.42640076;0.0;0.09021257;0.0001
35;0.00011488411589357987;0.00021297;0.0;0.0001879743415023;0.0001141552511415;0.05343511;0.0;0.0;0.0;0.44539411;0.0;0.09366686;0.0001
36;0.00011491172977836035;0.00020399;0.0;0.0002067717756526;0.0001141552511415;0.07633588;0.0035;0.0;0.0;0.44539411;0.0;0.07340914;0.0001
37;0.00011463444035202306;0.00020041;0.0;0.0001879743415023;0.0001141552511415;0.08778626;0.0092;0.0;0.0;0.41310541;0.0;0.15400543;0.0001
38;0.00011483118928108397;0.00020636;0.0;0.0001903240207711;0.0001141552511415;0.08015267;0.0114;0.0;0.0;0.47673314;0.0;0.17025171;0.0001
39;0.00011479667192510838;0.00022662;0.0;0.0002138208134589;0.0001141552511415;0.04580153;0.0137;0.0;0.0;0.5042735;0.0;0.01953343;0.0001
40;0.00011473799241994986;0.00024689;0.0;0.000223219530534;0.0001141552511415;0.01145038;0.0138;0.0;0.0;0.51282051;0.0;0.0;0.0001
41;0.00011400507389473467;0.0002456;0.0;0.000223219530534;0.0001141552511415;0.0;0.0169;0.0;0.0;0.53561254;0.0;0.0;0.0001
42;0.00011466665655093363;0.00023525;0.0;0.0001644775488145;0.0001141552511415;0.0;0.0151;0.0;0.0;0.5982906;0.0;0.0;0.0001
43;0.00011480012366070591;0.00022486;0.0;0.0001174839634389;0.0001141552511415;0.0;0.0089;0.0;0.0;0.57834758;0.0;0.0;0.0001
44;0.0001148726101082547;0.00021233;0.0;8.811297257924293e-05;0.0001141552511415;0.0;0.0057;0.0;0.0;0.57359924;0.0;0.0;0.0001
45;0.0001142720081142793;0.0002092;0.0;5.874198171949529e-05;0.0001141552511415;0.0;0.0013;0.0;0.0;0.49382716;0.0;0.0;0.0001
46;0.00011449867208518572;0.00022033;0.0;3.759486830047698e-05;0.0001141552511415;0.0;0.0027;0.0;0.0;0.39981007;0.0;0.0;0.0001
47;0.00011334809355266582;0.00022979;0.0;2.3496792687798115e-05;0.0001141552511415;0.0;0.0068;0.0;0.0;0.34283001;0.0;0.0;0.0001
48;0.00011231211264198488;0.00023233;0.0;9.398717075119246e-06;0.0001141552511415;0.0;0.0049;0.0;0.0;0.30674264;0.0;0.0;0.0001
49;0.00011115543604324263;0.0002378;0.0;5.874198171949529e-06;0.0001141552511415;0.0;0.0235;0.0;0.0;0.18043685;0.0;0.0;0.0001
50;0.00011006848450357107;0.0002479;0.0;2.3496792687798115e-06;0.0001141552511415;0.0;0.0496;0.0;0.0;0.08167142;0.0;0.0;0.0001
51;0.00010998449227069713;0.00025963;0.0;1.1748396343899055e-06;0.0001141552511415;0.0;0.0763;0.0;0.0;0.06552707;0.0;0.0;0.0001
52;0.00010936571113590791;0.00026734;0.0;1.409807561267887e-05;0.0001141552511415;0.0;0.159;0.0;0.0;0.06552707;0.0;0.0;0.0001
53;0.000109731480051396;0.0002645;0.0;3.759486830047698e-05;0.0001141552511415;0.0;0.2116;0.0;0.0;0.06647673;0.0;0.0;0.0001
54;0.00011032840019406733;0.00026215;0.0;9.398717075119246e-05;0.0001141552511415;0.0;0.258;0.0;0.0;0.07787274;0.0;0.0;0.0001
55;0.00011190860475063016;0.00025785;0.0;0.0001821001433304;0.0001141552511415;0.0;0.3032;0.0;0.0;0.1377018;0.0;0.0;0.0001
56;0.00011295574627307652;0.00024826;0.0;0.0001586033506426;0.0001141552511415;0.0;0.2889;0.0;0.0;0.21177588;0.0;0.0;0.0001
57;0.00011474029357701489;0.00022998;0.0;0.0001468549542987;0.0001141552511415;0.00763359;0.1966;0.0;0.0;0.3019943;0.0;0.0;0.0001
58;0.00011560092631933979;0.00021638;0.0;0.0001644775488145;0.0001141552511415;0.02671756;0.1524;0.0;0.0;0.38746439;0.0;0.0;0.0001
59;0.00011625675608287612;0.0002092;0.0;0.0001879743415023;0.0001141552511415;0.05343511;0.1313;0.0;0.0;0.41405508;0.0;0.0;0.0001
60;0.00011598061723507136;0.00020476;0.0;0.0002067717756526;0.0001141552511415;0.07633588;0.1096;0.0;0.0;0.37037037;0.0;0.01307057;0.0001
61;0.00011578732004160802;0.00020467;0.0;0.0001879743415023;0.0001141552511415;0.08396947;0.0704;0.0;0.0;0.35897436;0.0;0.0;0.0001
62;0.00011512688796394157;0.00021444;0.0;0.0001903240207711;0.0001141552511415;0.08015267;0.052;0.0;0.0;0.3665717;0.0;0.0;0.0001
63;0.00011461718167403526;0.00023419;0.0;0.0002138208134589;0.0001141552511415;0.05343511;0.0579;0.0;0.0;0.38081671;0.0;0.01546629;0.0001
64;0.00011450557555638082;0.00025478;0.0;0.000223219530534;0.0001141552511415;0.01526718;0.0745;0.0;0.0;0.39981007;0.0;0.0;0.0001
65;0.00011382903537925912;0.00025841;0.0;0.000223219530534;0.0001141552511415;0.0;0.0456;0.0;0.0;0.47293447;0.0;0.0;0.0001
66;0.00011451708134170604;0.00025533;0.0;0.0001644775488145;0.0001141552511415;0.0;0.0124;0.0;0.0;0.55175689;0.0;0.0;0.0001
67;0.00011460337473164503;0.00025761;0.0;0.0001174839634389;0.0001141552511415;0.0;0.0102;0.0;0.0;0.54605888;0.0;0.0;0.0001
68;0.0001143180312555801;0.00025908;0.0;8.811297257924293e-05;0.0001141552511415;0.0;0.0186;0.0;0.0;0.56410256;0.0;0.0;0.0001
69;0.00011424899654362889;0.00025401;0.0;5.874198171949529e-05;0.0001141552511415;0.0;0.0327;0.0;0.0;0.52706553;0.0;0.0;0.0001
70;0.00011429041737079962;0.00025193;0.0;3.759486830047698e-05;0.0001141552511415;0.0;0.0552;0.0;0.0;0.35992403;0.0;0.0;0.0001
71;0.00011296495090133669;0.00025046;0.0;2.3496792687798115e-05;0.0001141552511415;0.0;0.0721;0.0;0.0;0.24976258;0.0;0.0;0.0001
72;0.00011149059956976568;0.00025336;0.0;9.398717075119246e-06;0.0001141552511415;0.0;0.0723;0.0;0.0;0.20132953;0.0;0.0;0.0001
73;0.00011029342260667872;0.0002522;0.0;5.874198171949529e-06;0.0001141552511415;0.0;0.0875;0.0;0.0;0.15194682;0.0;0.0;0.0001
74;0.000109732400514222;0.00024841;0.0;2.3496792687798115e-06;0.0001141552511415;0.0;0.0839;0.0;0.0;0.10541311;0.0;0.0;0.0001
75;0.00010920934751333846;0.00023733;0.0;1.1748396343899055e-06;0.0001141552511415;0.0;0.0567;0.0;0.0;0.07597341;0.0;0.0;0.0001
76;0.00010914445488410434;0.00022984;0.0;1.409807561267887e-05;0.0001141552511415;0.0;0.0429;0.0;0.0;0.07597341;0.0;0.0;0.0001
