Category,Subcategory,parameter name,HOUSEHOLDS,SERVICES,INDUSTRY,TRANSPORTATION,Units
Electricity,Electricity,ELECTRICITY,1989.7682919553868,1654.1651988283802,6104.902435797657,0.0,[GWh]
Heat,High temperature,HEAT_HIGH_T,0.0,0.0,7600.575186785854,0.0,[GWh]
Heat,Space heating,HEAT_LOW_T_SH,6803.962131166263,2291.7059349867754,1632.9831723407376,0.0,[GWh]
Heat,Hot water,HEAT_LOW_T_HW,1926.952468612536,1275.008069844381,836.2593236834227,0.0,[GWh]
Cold,Process cooling,PROCESS_COOLING,0.0,0.0,415.0727016126358,0.0,[GWh]
Cold,Space cooling,SPACE_COOLING,451.1960911947893,1305.7980333955118,130.5015949716364,0.0,[GWh]
Mobility,Passenger,MOBILITY_PASSENGER,0.0,0.0,0.0,40168.09471439014,[Mpkm]
Mobility,Freight,MOBILITY_FREIGHT,0.0,0.0,0.0,31949.161842845748,[Mtkm]
Mobility,Long-haul passenger flights,AVIATION_LONG_HAUL,0.0,0.0,0.0,970.9512590804228,[Mpkm]
Mobility,International shipping,SHIPPING,0.0,0.0,0.0,221815.20688830098,[Mtkm]
Non-energy,Non-energy,NON_ENERGY,0.0,0.0,1352.9713663713537,0.0,[GWh]
