,avail_local,c_op_local
WOOD,73202.3111111111,0.017458832276518097
WET_BIOMASS,32137.2613246203,0.017589037364748525
ENERGY_CROPS_2,37143.51944444444,0.02958591295924541
BIOWASTE,11876.997222222222,0.00022053126444478852
BIOMASS_RESIDUES,16892.783333333333,0.01205662169149182
WASTE,52695.53,0.01191635
