Category,Subcategory,parameter name,HOUSEHOLDS,SERVICES,INDUSTRY,TRANSPORTATION,Units
Electricity,Electricity,ELECTRICITY,40168.70642492131,60280.92912712145,29430.450047029168,0.0,[GWh]
Heat,High temperature,HEAT_HIGH_T,0.0,0.0,135608.7234678651,0.0,[GWh]
Heat,Space heating,HEAT_LOW_T_SH,111945.56055114434,58462.25460352312,23853.884440759968,0.0,[GWh]
Heat,Hot water,HEAT_LOW_T_HW,31861.52237145969,31818.71298341147,3305.5013777794875,0.0,[GWh]
Cold,Process cooling,PROCESS_COOLING,0.0,0.0,12048.547779206165,0.0,[GWh]
Cold,Space cooling,SPACE_COOLING,37216.13772478072,107706.51696673298,10888.502350856515,0.0,[GWh]
Mobility,Passenger,MOBILITY_PASSENGER,0.0,0.0,0.0,660602.5169266852,[Mpkm]
Mobility,Freight,MOBILITY_FREIGHT,0.0,0.0,0.0,300827.06584776484,[Mtkm]
Mobility,Long-haul passenger flights,AVIATION_LONG_HAUL,0.0,0.0,0.0,108849.87657665162,[Mpkm]
Mobility,International shipping,SHIPPING,0.0,0.0,0.0,2362518.4107856792,[Mtkm]
Non-energy,Non-energy,NON_ENERGY,0.0,0.0,48990.76218491745,0.0,[GWh]
