Category;Subcategory;parameter name;HOUSEHOLDS;SERVICES;INDUSTRY;TRANSPORTATION;Units
Electricity;Electricity;ELECTRICITY;4608.16997672448;6438.216276545532;7155.235246996521;0.0;[GWh]
Heat;High temperature;HEAT_HIGH_T;0.0;0.0;15486.244195110468;0.0;[GWh]
Heat;Space heating;HEAT_LOW_T_SH;22690.578785280264;5828.554466440562;4346.143182716004;0.0;[GWh]
Heat;Hot water;HEAT_LOW_T_HW;4595.302384944231;3884.7174663332767;1726.6437135562342;0.0;[GWh]
Cold;Process cooling;PROCESS_COOLING;0.0;0.0;2555.131115890112;0.0;[GWh]
Cold;Space cooling;SPACE_COOLING;522.9493891401411;1513.4578894429626;73.91080561951846;0.0;[GWh]
Mobility;Passenger;MOBILITY_PASSENGER;0.0;0.0;0.0;111141.9718014069;[Mpkm]
Mobility;Freight;MOBILITY_FREIGHT;0.0;0.0;0.0;21209.84305842092;[Mtkm]
Mobility;International passenger flights;EXTRA_EU_AVIATION;0.0;0.0;0.0;26885.987418818244;[Mpkm]
Mobility;International shipping;INTERNATIONAL_SHIPPING;0.0;0.0;0.0;143732.77040508052;[Mtkm]
Non-energy;Non-energy;NON_ENERGY;0.0;0.0;2163.303936722968;0.0;[GWh]
