,avail_local,c_op_local
WOOD,21206.0125,0.009018763393706053
WET_BIOMASS,1574.926784528387,0.012364173747705013
ENERGY_CROPS_2,16287.071666666665,0.012017435794315263
BIOWASTE,1042.27,2.0003696125106183e-07
BIOMASS_RESIDUES,7103.55,0.007579087265189088
WASTE,8548.05,0.0054295
