{PERIODS};ELECTRICITY_VAR;HEAT_LOW_T_SH;SPACE_COOLING;MOBILITY_PASSENGER;MOBILITY_FREIGHT;PV;WIND_ONSHORE;WIND_OFFSHORE;HYDRO_DAM;HYDRO_RIVER;TIDAL;SOLAR;CSP
1;7.6058e-05;0.00019945;0.0;5.874198171949529e-06;0.00011415525114155251;0.0;0.3873;0.5852;0.0;0.27342833;0.0;0.0;0.0001
2;7.043e-05;0.00019767;0.0;2.3496792687798115e-06;0.00011415525114155251;0.0;0.4015;0.5895;0.0;0.27342833;0.0;0.0;0.0001
3;6.8661e-05;0.00019621;0.0;1.1748396343899057e-06;0.00011415525114155251;0.0;0.4123;0.5084;0.0;0.27342833;0.0;0.0;0.0001
4;6.8661e-05;0.00019477;0.0;1.409807561267887e-05;0.00011415525114155251;0.0;0.4193;0.4204;0.0;0.27342833;0.0;0.0;0.0001
5;7.461e-05;0.00019322;0.0;3.759486830047698e-05;0.00011415525114155251;0.0;0.437;0.3652;0.0;0.27342833;0.0;0.0;0.0001
6;9.2298e-05;0.00019165;0.0;9.398717075119246e-05;0.00011415525114155251;0.0;0.4883;0.39;0.0;0.27342833;0.0;0.0;0.0001
7;0.00011079;0.00019042;0.0;0.0001821001433304354;0.00011415525114155251;0.0;0.5178;0.4042;0.0;0.27342833;0.0;0.0;0.0001
8;0.00012542;0.00018876;0.0;0.00015860335064263727;0.00011415525114155251;0.0;0.5537;0.3796;0.0;0.27342833;0.0;0.0;0.0001
9;0.00013411;0.00018635;0.0;0.00014685495429873823;0.00011415525114155251;0.00072;0.5392;0.3198;0.0;0.27342833;0.0;0.00590571;0.0001
10;0.00014359;0.00018384;0.0;0.0001644775488145868;0.00011415525114155251;0.02839;0.5899;0.2912;0.0;0.27342833;0.0;0.0;0.0001
11;0.00014906;0.00018209;0.0;0.00018797434150238492;0.00011415525114155251;0.01274;0.6768;0.2794;0.0;0.27342833;0.0;0.0;0.0001
12;0.00015195;0.00018158;0.0;0.00020677177565262342;0.00011415525114155251;0.00581;0.7005;0.277;0.0;0.27342833;0.0;0.0;0.0001
13;0.00015163;0.00018229;0.0;0.00018797434150238492;0.00011415525114155251;0.00158;0.67;0.2566;0.0;0.27342833;0.0;0.0;0.0001
14;0.00015099;0.0001839;0.0;0.00019032402077116473;0.00011415525114155251;0.0;0.6317;0.243;0.0;0.27342833;0.0;0.0;0.0001
15;0.00015163;0.00018481;0.0;0.00021382081345896285;0.00011415525114155251;0.0;0.6123;0.2382;0.0;0.27342833;0.0;0.0;0.0001
16;0.00016016;0.00018347;0.0;0.00022321953053408208;0.00011415525114155251;0.0;0.6613;0.2526;0.0;0.27342833;0.0;0.0;0.0001
17;0.00016417;0.00018154;0.0;0.00022321953053408208;0.00011415525114155251;0.0;0.7092;0.2815;0.0;0.27342833;0.0;0.0;0.0001
18;0.00015951;0.00017934;0.0;0.0001644775488145868;0.00011415525114155251;0.0;0.7316;0.3;0.0;0.27342833;0.0;0.0;0.0001
19;0.00015228;0.00017659;0.0;0.00011748396343899057;0.00011415525114155251;0.0;0.7223;0.3072;0.0;0.27342833;0.0;0.0;0.0001
20;0.00014456;0.00017473;0.0;8.811297257924293e-05;0.00011415525114155251;0.0;0.7024;0.3094;0.0;0.27342833;0.0;0.0;0.0001
21;0.00013443;0.00017456;0.0;5.874198171949529e-05;0.00011415525114155251;0.0;0.673;0.3341;0.0;0.27342833;0.0;0.0;0.0001
22;0.00011803;0.000175;0.0;3.759486830047698e-05;0.00011415525114155251;0.0;0.6579;0.3818;0.0;0.27342833;0.0;0.0;0.0001
23;0.00010323;0.00017632;0.0;2.3496792687798115e-05;0.00011415525114155251;0.0;0.6292;0.429;0.0;0.27342833;0.0;0.0;0.0001
24;8.4097e-05;0.00017795;0.0;9.398717075119246e-06;0.00011415525114155251;0.0;0.6318;0.445;0.0;0.27342833;0.0;0.0;0.0001
25;7.6058e-05;0.00017994;0.0;5.874198171949529e-06;0.00011415525114155251;0.0;0.6021;0.442;0.0;0.27342833;0.0;0.0;0.0001
26;7.043e-05;0.00018313;0.0;2.3496792687798115e-06;0.00011415525114155251;0.0;0.5818;0.4728;0.0;0.27342833;0.0;0.0;0.0001
27;6.8661e-05;0.00018663;0.0;1.1748396343899057e-06;0.00011415525114155251;0.0;0.5829;0.5047;0.0;0.27342833;0.0;0.0;0.0001
28;6.8661e-05;0.00018961;0.0;1.409807561267887e-05;0.00011415525114155251;0.0;0.6334;0.4911;0.0;0.27342833;0.0;0.0;0.0001
29;7.461e-05;0.00019269;0.0;3.759486830047698e-05;0.00011415525114155251;0.0;0.6915;0.5054;0.0;0.27342833;0.0;0.0;0.0001
30;9.2298e-05;0.00019463;0.0;9.398717075119246e-05;0.00011415525114155251;0.0;0.7308;0.527;0.0;0.27342833;0.0;0.0;0.0001
31;0.00011079;0.00019466;0.0;0.0001821001433304354;0.00011415525114155251;0.0;0.7868;0.5156;0.0;0.27342833;0.0;0.0;0.0001
32;0.00012542;0.00019293;0.0;0.00015860335064263727;0.00011415525114155251;0.0;0.837;0.5019;0.0;0.27342833;0.0;0.0;0.0001
33;0.00013411;0.00018928;0.0;0.00014685495429873823;0.00011415525114155251;0.00642;0.8619;0.4818;0.0;0.27342833;0.0;0.0;0.0001
34;0.00014359;0.00018522;0.0;0.0001644775488145868;0.00011415525114155251;0.01278;0.8867;0.4832;0.0;0.27342833;0.0;0.0;0.0001
35;0.00014906;0.00018104;0.0;0.00018797434150238492;0.00011415525114155251;0.02619;0.9162;0.5458;0.0;0.27342833;0.0;0.0;0.0001
36;0.00015195;0.00017761;0.0;0.00020677177565262342;0.00011415525114155251;0.01074;0.9436;0.602;0.0;0.27342833;0.0;0.0;0.0001
37;0.00015163;0.00017353;0.0;0.00018797434150238492;0.00011415525114155251;0.00697;0.9538;0.6488;0.0;0.27342833;0.0;0.0;0.0001
38;0.00015099;0.00016734;0.0;0.00019032402077116473;0.00011415525114155251;0.0;0.9588;0.6868;0.0;0.27342833;0.0;0.0;0.0001
39;0.00015163;0.00016155;0.0;0.00021382081345896285;0.00011415525114155251;0.0;0.9585;0.7015;0.0;0.27342833;0.0;0.0;0.0001
40;0.00016016;0.00015755;0.0;0.00022321953053408208;0.00011415525114155251;0.0;0.962;0.6948;0.0;0.27342833;0.0;0.0;0.0001
41;0.00016417;0.00015504;0.0;0.00022321953053408208;0.00011415525114155251;0.0;0.9668;0.6744;0.0;0.27342833;0.0;0.0;0.0001
42;0.00015951;0.00015427;0.0;0.0001644775488145868;0.00011415525114155251;0.0;0.9699;0.6701;0.0;0.27342833;0.0;0.0;0.0001
43;0.00015228;0.00015537;0.0;0.00011748396343899057;0.00011415525114155251;0.0;0.9668;0.6912;0.0;0.27342833;0.0;0.0;0.0001
