,avail_local,c_op_local
WOOD,20166.621111111108,0.009771912020739324
WET_BIOMASS,4691.8692012166375,0.014201227514155809
ENERGY_CROPS_2,5686.376666666667,0.016712983911103808
BIOWASTE,464.21444444444444,0.00010397591133977699
BIOMASS_RESIDUES,4935.908333333333,0.007664363075356272
WASTE,2709.79,0.00491252
