{PERIODS};Electricity (%_elec);Space Heating (%_sh);Space Cooling (%_sc);Passanger mobility (%_pass);Freight mobility (%_freight);PV;Wind_onshore;Wind_offshore;Hydro_dam;Hydro_river;Tidal;Solar
1282;0.000196821;0.000180089;0;0.000164478;0.000114155;0.153771604;0.312354538;0.9015;0.693693694;0.611692845;0.036744014;0.086758286
1283;0.000201933;0.000161374;0;0.000187974;0.000114155;0.220158294;0.371217998;0.9405;0.598368639;0.606651154;0.015539942;0.026475429
1284;0.000204861;0.000150309;0;0.000206772;0.000114155;0.268777257;0.431730023;0.9557;0.451789628;0.585127012;0.001337349;0.071670857
1285;0.000205548;0.00014493;0;0.000187974;0.000114155;0.279922468;0.485841738;0.9624;0.381665449;0.573783207;0.0121566;0.059190857
1286;0.000198398;0.000145523;0;0.000190324;0.000114155;0.264739138;0.515806827;0.9399;0.334063794;0.547120419;0.062187602;0.031645714
1287;0.000188216;0.00015258;0;0.000213821;0.000114155;0.208366984;0.541020171;0.9069;0.232895057;0.531607524;0.076735032;0.004323429
1288;0.000173282;0.000167429;0;0.00022322;0.000114155;0.123081893;0.527540729;0.8703;0.236303871;0.536164437;0.050593973;0
1289;0.000162167;0.000192647;0;0.00022322;0.000114155;0.040542723;0.490399535;0.8116;0.314950085;0.565735893;0.015192655;0.069865714
1290;0.000156459;0.000214798;0;0.000164478;0.000114155;0.006622517;0.447439876;0.7657;0.519478938;0.606748109;0.00094279;0
1291;0.00017594;0.000225617;0;0.000117484;0.000114155;0;0.415729248;0.7598;0.654979304;0.623133605;0.00045479;0
1292;0.00018995;0.000234351;0;8.8113E-05;0.000114155;0;0.404965089;0.7437;0.453007061;0.582606166;0.018120222;0
1293;0.000169234;0.000242184;0;5.8742E-05;0.000114155;0;0.418541505;0.7427;0.316532749;0.568062827;0.034965235;0
1294;0.000147292;0.000248443;0;3.75949E-05;0.000114155;0;0.432214895;0.7258;0.350620891;0.554101222;0.027752042;0
1295;0.000147047;0.000254272;0;2.34968E-05;0.000114155;0;0.421935609;0.7013;0.357560263;0.546926508;0.013088115;0
1296;0.000149186;0.000259876;0;9.39872E-06;0.000114155;0;0.431826998;0.6838;0.264913562;0.519488075;0.001337349;0
1297;0.000136036;0.00026454;0;5.8742E-06;0.000114155;0;0.445791311;0.6766;0.210250791;0.493213108;0.008703175;0
1298;0.000124689;0.000267935;0;2.34968E-06;0.000114155;0;0.443948798;0.7013;0.18054541;0.50727167;0.046911768;0
1299;0.000119661;0.000270941;0;1.17484E-06;0.000114155;0;0.450930954;0.7385;0.116021427;0.509404693;0.057314269;0
1300;0.000106597;0.000273191;0;1.40981E-05;0.000114155;0;0.460240497;0.7498;0.103360117;0.502229979;0.038393731;0
1301;0.000103944;0.000274582;0;3.75949E-05;0.000114155;0;0.448700543;0.7685;0.161553445;0.50329649;0.011614411;0
1302;0.000116159;0.000275257;0;9.39872E-05;0.000114155;0;0.468386346;0.7861;0.269296323;0.545956952;0.000865552;0
1303;0.000142123;0.000274255;0;0.0001821;0.000114155;0.010660636;0.472265322;0.787;0.485756026;0.579309676;0.000172746;0
1304;0.000169242;0.000262699;0;0.000158603;0.000114155;0.064771442;0.447148953;0.7406;0.546992939;0.598700795;0.012279334;0.000523714
1305;0.000182794;0.000245702;0;0.000146855;0.000114155;0.179777096;0.426396431;0.5885;0.588507426;0.612177623;0.026337667;0
1306;0.000191905;0.000225822;0;0.000164478;0.000114155;0.296559522;0.42746315;0.8026;0.558558559;0.621000582;0.022318881;0.001537714
1307;0.000196296;0.000205553;0;0.000187974;0.000114155;0.370053303;0.451997673;0.9047;0.467738008;0.602675974;0.011504577;0
1308;0.000200077;0.000189497;0;0.000206772;0.000114155;0.391213051;0.482932506;0.901;0.4110056;0.589586969;0.001337349;0
1309;0.00020061;0.000181234;0;0.000187974;0.000114155;0.363107737;0.491369279;0.8858;0.357316776;0.58163661;0.007529612;0
1310;0.000193348;0.00017923;0;0.000190324;0.000114155;0.32951058;0.475950349;0.8721;0.328341855;0.576401008;0.041581443;0
1311;0.000182831;0.000183177;0;0.000213821;0.000114155;0.258439671;0.438033359;0.8619;0.230216703;0.559433779;0.05057137;0
1312;0.00016863;0.000193711;0;0.00022322;0.000114155;0.162816992;0.412723041;0.8226;0.233138544;0.56117898;0.034123862;0
1313;0.000156677;0.000215023;0;0.00022322;0.000114155;0.055079955;0.385085338;0.7312;0.346725104;0.579018809;0.010357452;0
1314;0.000150129;0.000240855;0;0.000164478;0.000114155;0.00807624;0.360356866;0.7193;0.481738495;0.622842738;0.000835878;0.184848857
1315;0.000170349;0.000251797;0;0.000117484;0.000114155;0;0.338828549;0.7322;0.684197711;0.650378127;0.00010522;0
1316;0.000186512;0.000261144;0;8.8113E-05;0.000114155;0;0.329519007;0.6209;0.533722912;0.627011829;0.010349601;0
1317;0.000166417;0.000270164;0;5.8742E-05;0.000114155;0;0.316912335;0.525;0.381421963;0.603548575;0.023329397;0
1318;0.000143762;0.000278714;0;3.75949E-05;0.000114155;0;0.301493406;0.4449;0.479790601;0.598894706;0.020361583;0
1319;0.000143122;0.000284624;0;2.34968E-05;0.000114155;0;0.286656323;0.4595;0.506087168;0.569129339;0.010908778;0
1320;0.000145023;0.000289247;0;9.39872E-06;0.000114155;0;0.28461986;0.4902;0.288653518;0.530831879;0.001337349;0
1321;0.000132669;0.000290004;0;5.8742E-06;0.000114155;0;0.28461986;0.5322;0.16459703;0.503393446;0.008703175;0
1322;0.000122332;0.000288613;0;2.34968E-06;0.000114155;0;0.277055857;0.5858;0.106525444;0.506011247;0.046911768;0
1323;0.000119091;0.000285524;0;1.17484E-06;0.000114155;0;0.26057021;0.6802;0.100803506;0.516482451;0.057314269;0
1324;0.00010629;0.000281618;0;1.40981E-05;0.000114155;0;0.232059736;0.6353;0.084368152;0.514252472;0.038393731;0
1325;0.000102129;0.00027947;0;3.75949E-05;0.000114155;0;0.218871218;0.6353;0.123082542;0.527535389;0.011614411;0
1326;0.000114347;0.00027855;0;9.39872E-05;0.000114155;0;0.226726144;0.634;0.272461651;0.555555556;0.000865552;0
1327;0.000138002;0.000277486;0;0.0001821;0.000114155;0.01146826;0.23147789;0.7081;0.42403214;0.580279232;0.000172746;0
1328;0.000158166;0.000267423;0;0.000158603;0.000114155;0.061540947;0.222944143;0.7171;0.489164841;0.604518131;0.012279334;0.000523714
1329;0.00017224;0.000250652;0;0.000146855;0.000114155;0.142787918;0.208204034;0.7375;0.503408814;0.61421369;0.026337667;0.036036
1330;0.000182538;0.000228542;0;0.000164478;0.000114155;0.221612017;0.190748642;0.6979;0.473459946;0.608299399;0.022318881;0.124443429
1331;0.000189426;0.000205553;0;0.000187974;0.000114155;0.27055403;0.186481769;0.6754;0.465059654;0.601318596;0.011504577;0.179043429
1332;0.000195316;0.000187473;0;0.000206772;0.000114155;0.29042158;0.196082234;0.6885;0.449598247;0.583963545;0.001337349;0.346275429
1333;0.000197241;0.000174239;0;0.000187974;0.000114155;0.289937005;0.19443367;0.699;0.409057706;0.582800078;0.0121566;0.738559714
1334;0.000192484;0.000166304;0;0.000190324;0.000114155;0.268938782;0.183378588;0.6932;0.337472608;0.565832849;0.062187602;0.553287429
1335;0.000185305;0.000164954;0;0.000213821;0.000114155;0.21159748;0.170674942;0.6557;0.279522766;0.547799108;0.076735032;0.859236857
1336;0.000171009;0.000171396;0;0.00022322;0.000114155;0.126958488;0.157777347;0.6468;0.331994156;0.561760714;0.050593973;0.782395714
1337;0.000159916;0.000190213;0;0.00022322;0.000114155;0.043611694;0.143813033;0.6116;0.495860726;0.597343417;0.015192655;0.623420571
1338;0.000155887;0.000209787;0;0.000164478;0.000114155;0.006784041;0.135667184;0.6353;0.554906258;0.620127981;0.00094279;0.429646286
1339;0.000173469;0.000215105;0;0.000117484;0.000114155;0;0.128491078;0.6327;0.749208668;0.635834788;0.00045479;0
1340;0.000186552;0.000219379;0;8.8113E-05;0.000114155;0;0.129751746;0.594;0.554784514;0.599961218;0.018120222;0
1341;0.000165777;0.000223777;0;5.8742E-05;0.000114155;0;0.12655159;0.4815;0.314097882;0.572328873;0.034965235;0
1342;0.00014474;0.000227765;0;3.75949E-05;0.000114155;0;0.122769589;0.3998;0.348307767;0.554779911;0.027752042;0
1343;0.000143251;0.000231406;0;2.34968E-05;0.000114155;0;0.12170287;0.3697;0.390065741;0.555943378;0.013088115;0
1344;0.000147291;0.000234085;0;9.39872E-06;0.000114155;0;0.118793639;0.3782;0.345629413;0.532674035;0.001337349;0
1345;0.000133177;0.000235885;0;5.8742E-06;0.000114155;0;0.119181536;0.3897;0.362551741;0.501163467;0.017378114;0
1346;0.000127884;0.000237787;0;2.34968E-06;0.000114155;0;0.120830101;0.4157;0.226320916;0.494085709;0.084503692;0
1347;0.000121515;0.000239137;0;1.17484E-06;0.000114155;0;0.120539178;0.439;0.15339664;0.495733954;0.105293428;0
1348;0.000106934;0.000240507;0;1.40981E-05;0.000114155;0;0.124418154;0.4829;0.148770392;0.508822959;0.068346712;0
1349;0.000101456;0.000242205;0;3.75949E-05;0.000114155;0;0.127133437;0.5207;0.19320672;0.506399069;0.020373908;0
1350;0.000111262;0.000243289;0;9.39872E-05;0.000114155;0;0.130915438;0.5394;0.326272218;0.547605197;0.001041378;0
1351;0.000135979;0.000241428;0;0.0001821;0.000114155;0.010014537;0.143134213;0.5579;0.520939859;0.595307349;0.00107224;0
1352;0.000162115;0.000225045;0;0.000158603;0.000114155;0.056210628;0.154480217;0.555;0.568176284;0.614795424;0.027270107;0.000512571
1353;0.000176856;0.000205451;0;0.000146855;0.000114155;0.144403166;0.167571761;0.4639;0.582420258;0.620709715;0.047581309;0.078880286
1354;0.000189038;0.000181296;0;0.000164478;0.000114155;0.23178808;0.169802172;0.4537;0.590333577;0.616831491;0.035355442;0.416141143
1355;0.000196798;0.000157468;0;0.000187974;0.000114155;0.279760943;0.181342126;0.5437;0.621134648;0.595210394;0.015172389;0.578035714
1356;0.000203999;0.000137444;0;0.000206772;0.000114155;0.281376191;0.19511249;0.7047;0.620160701;0.561857669;0.001337349;0.769692857
1357;0.000206763;0.000124273;0;0.000187974;0.000114155;0.255693749;0.197924748;0.7549;0.576576577;0.555361644;0.02391442;1.024964571
1358;0.000201761;0.000117932;0;0.000190324;0.000114155;0.227588435;0.207428239;0.7923;0.561115169;0.551677332;0.111606394;0.899228571
1359;0.000195771;0.000119057;0;0.000213821;0.000114155;0.172670005;0.220034911;0.7519;0.472364256;0.724355245;0.140181226;0.929893714
1360;0.000192601;0.000128445;0;0.00022322;0.000114155;0.103375868;0.229635376;0.6838;0.399683467;0.592495637;0.089831037;0.744610286
1361;0.000174946;0.000149123;0;0.00022322;0.000114155;0.03505088;0.243114818;0.7569;0.360116874;0.548962575;0.026616604;0.533107714
1362;0.000167099;0.000167367;0;0.000164478;0.000114155;0.006460992;0.253782002;0.7002;0.48770392;0.60190033;0.00114661;0.342754286
1363;0.000182928;0.000176407;0;0.000117484;0.000114155;0;0.270073701;0.5816;0.671171171;0.634671321;0.002087463;0
1364;0.000192222;0.000186061;0;8.8113E-05;0.000114155;0;0.29189294;0.6314;0.530679328;0.618576692;0.039074813;0
1365;0.000170058;0.000195715;0;5.8742E-05;0.000114155;0;0.319530644;0.7115;0.343559776;0.564863293;0.062916763;0
1366;0.000147285;0.000204469;0;3.75949E-05;0.000114155;0;0.33950737;0.7447;0.355125396;0.557688579;0.044234372;0
1367;0.000145507;0.000212016;0;2.34968E-05;0.000114155;0;0.352986812;0.6979;0.398222547;0.550029087;0.017466967;0
1368;0.00014829;0.000219911;0;9.39872E-06;0.000114155;0;0.358999224;0.6754;0.298392988;0.519875897;0.001337349;0
1369;0.00013251;0.000228297;0;5.8742E-06;0.000114155;0;0.366951125;0.6275;0.199415632;0.498157844;0.033398827;0
1370;0.000118281;0.000238135;0;2.34968E-06;0.000114155;0;0.376066718;0.6062;0.242512783;0.493697886;0.149896426;0
1371;0.000110619;0.000248995;0;1.17484E-06;0.000114155;0;0.385958107;0.6209;0.17835403;0.48943184;0.189728518;0
1372;9.53107E-05;0.000258833;0;1.40981E-05;0.000114155;0;0.421644686;0.6742;0.149257366;0.484874927;0.120087287;0
1373;8.91658E-05;0.000267751;0;3.75949E-05;0.000114155;0;0.425911559;0.6717;0.202580959;0.495249176;0.035373248;0
1374;9.88106E-05;0.000277589;0;9.39872E-05;0.000114155;0;0.40409232;0.5733;0.371317263;0.531607524;0.001278067;0
1375;0.000123014;0.000284829;0;0.0001821;0.000114155;0.008560814;0.388382467;0.5365;0.608595082;0.572134962;0.003906585;0
1376;0.000150971;0.000270328;0;0.000158603;0.000114155;0.048618963;0.348622964;0.4625;0.643535427;0.60519682;0.056653522;0.000501429
1377;0.000169889;0.000243125;0;0.000146855;0.000114155;0.148764335;0.295287044;0.2407;0.644387631;0.626430095;0.0845992;0
1378;0.00018189;0.00021672;0;0.000164478;0.000114155;0.244387013;0.283262219;0.3417;0.568906745;0.624684894;0.056337204;0
1379;0.00018518;0.00019956;0;0.000187974;0.000114155;0.313196576;0.276183088;0.279;0.517531045;0.609559822;0.02042326;0
1380;0.000188111;0.000187595;0;0.000206772;0.000114155;0.338555968;0.262024825;0.1862;0.582298515;0.597731239;0.001337349;0
1381;0.000189291;0.000181009;0;0.000187974;0.000114155;0.344370861;0.257564003;0.1633;0.452033114;0.591235214;0.043290336;0
1382;0.000180321;0.000179619;0;0.000190324;0.000114155;0.310289129;0.24272692;0.1925;0.378013148;0.577079698;0.188965608;0.095984571
1383;0.000169666;0.000182789;0;0.000213821;0.000114155;0.256824423;0.231962762;0.2419;0.240321403;0.573007563;0.240503387;0.008368286
1384;0.000154859;0.000193056;0;0.00022322;0.000114155;0.163947666;0.208301009;0.2751;0.244704164;0.576885786;0.150877869;0.004769143
1385;0.000138919;0.000223388;0;0.00022322;0.000114155;0.06638669;0.177366175;0.3225;0.323959094;0.576497964;0.044255045;0.089243143
1386;0.000127866;0.00026681;0;0.000164478;0.000114155;0.011306736;0.15166796;0.3486;0.472729486;0.618770603;0.001398437;0.007922571
1387;0.000144651;0.000280207;0;0.000117484;0.000114155;0;0.144782777;0.2626;0.696128561;0.658134574;0.00612296;0
1388;0.000161835;0.000288286;0;8.8113E-05;0.000114155;0;0.14109775;0.1852;0.592403214;0.638549544;0.075370447;0
1389;0.000145975;0.000293174;0;5.8742E-05;0.000114155;0;0.141291699;0.2256;0.448137327;0.607814621;0.106737136;0
1390;0.000128339;0.000299371;0;3.75949E-05;0.000114155;0;0.140806827;0.2905;0.510104699;0.604615086;0.06831909;0
1391;0.000129239;0.000308289;0;2.34968E-05;0.000114155;0;0.144103957;0.4259;0.644509374;0.614698468;0.023208171;0
1392;0.000133475;0.000316224;0;9.39872E-06;0.000114155;0;0.16049263;0.5705;0.492573655;0.599767307;0.001337349;0
1393;0.000118255;0.000323076;0;5.8742E-06;0.000114155;0;0.168153607;0.6778;0.405161919;0.582218344;0.054964166;0
1394;0.000105102;0.000330092;0;2.34968E-06;0.000114155;0;0.17503879;0.707;0.304601899;0.547702152;0.23429416;0
1395;9.65916E-05;0.000334939;0;1.17484E-06;0.000114155;0;0.196955004;0.699;0.253591429;0.533061858;0.299613841;0
1396;8.14531E-05;0.000337475;0;1.40981E-05;0.000114155;0;0.211016292;0.7182;0.21706842;0.534031414;0.186527256;0
1397;7.456E-05;0.0003377;0;3.75949E-05;0.000114155;0;0.209464701;0.6921;0.234112491;0.521524142;0.054511494;0
1398;7.86154E-05;0.000335696;0;9.39872E-05;0.000114155;0;0.227211016;0.6874;0.240808376;0.544405662;0.001526137;0
1399;8.98534E-05;0.000328803;0;0.0001821;0.000114155;0.013568083;0.254654771;0.7364;0.333333333;0.586193523;0.009050317;0
1400;0.000105552;0.000297633;0;0.000158603;0.000114155;0.078016476;0.278122576;0.7816;0.378256635;0.595598216;0.097813061;0.000501429
1401;0.000123199;0.000267873;0;0.000146855;0.000114155;0.198675497;0.298584174;0.8017;0.433406379;0.6117898;0.132434905;0.051067714
1402;0.000141331;0.000235353;0;0.000164478;0.000114155;0.30221289;0.292959659;0.7992;0.434015096;0.616249758;0.081889714;0.197373429
1403;0.000150861;0.00020318;0;0.000187974;0.000114155;0.355677597;0.318269977;0.7941;0.378987095;0.606554198;0.026235395;0.284477143
1404;0.000155517;0.000180314;0;0.000206772;0.000114155;0.377806493;0.351532196;0.7676;0.307401997;0.58890828;0.001337349;0.333895714
1405;0.00016104;0.000169535;0;0.000187974;0.000114155;0.371830076;0.376745539;0.6288;0.237277818;0.559045957;0.066160369;0.425077714
1406;0.000152595;0.000166713;0;0.000190324;0.000114155;0.312388952;0.379363848;0.6275;0.200754809;0.53917006;0.27718495;0.562201714
1407;0.000140845;0.000169147;0;0.000213821;0.000114155;0.219027621;0.392940264;0.685;0.196493791;0.533061858;0.355697074;0.746326286
1408;0.00012814;0.000177348;0;0.00022322;0.000114155;0.122758844;0.398467805;0.7036;0.195032871;0.54159395;0.220203476;0.511345714
1409;0.000116382;0.000196513;0;0.00022322;0.000114155;0.042319496;0.402831652;0.6921;0.259069881;0.558464223;0.064179973;0.51051
1410;0.000114448;0.00021627;0;0.000164478;0.000114155;0.00775319;0.409231963;0.6897;0.499878257;0.617122358;0.00163831;0.294483429
1411;0.000133465;0.00022304;0;0.000117484;0.000114155;0;0.443076028;0.7637;0.600681763;0.647081637;0.012104251;0
1412;0.000148391;0.000227111;0;8.8113E-05;0.000114155;0;0.49272692;0.8471;0.439250061;0.633895676;0.119605224;0
1413;0.000135884;0.000227438;0;5.8742E-05;0.000114155;0;0.523661753;0.9108;0.315802289;0.594434749;0.156760507;0
1414;0.000123167;0.000224513;0;3.75949E-05;0.000114155;0;0.541408068;0.8863;0.364743122;0.58163661;0.094483545;0
1415;0.000130334;0.000219563;0;2.34968E-05;0.000114155;0;0.543929403;0.9438;0.388604821;0.57019585;0.028950473;0
1416;0.000139277;0.000214123;0;9.39872E-06;0.000114155;0;0.53791699;0.9688;0.318602386;0.559530735;0.001337349;0
1417;0.000128711;0.000208191;0;5.8742E-06;0.000114155;0;0.530837859;0.939;0.203798393;0.532286213;0.076139728;0
1418;0.000118743;0.000200562;0;2.34968E-06;0.000114155;0;0.525116369;0.902;0.149866082;0.499612178;0.315040673;0
1419;0.000112411;0.000193383;0;1.17484E-06;0.000114155;0;0.527831652;0.8909;0.107012418;0.473240256;0.405294592;0
1420;9.62689E-05;0.000187575;0;1.40981E-05;0.000114155;0;0.530256012;0.8847;0.10056002;0.461217762;0.249890267;0
1421;8.70611E-05;0.000181909;0;3.75949E-05;0.000114155;0;0.522401086;0.8423;0.092646701;0.46170254;0.072690001;0
1422;8.6667E-05;0.000179946;0;9.39872E-05;0.000114155;0;0.485841738;0.7932;0.096420745;0.472076789;0.001731906;0
1423;9.03454E-05;0.000180416;0;0.0001821;0.000114155;0.008560814;0.452773468;0.7427;0.111029949;0.474112856;0.014990807;0
1424;9.15914E-05;0.00017334;0;0.000158603;0.000114155;0.041834922;0.435124127;0.7322;0.111151692;0.499224355;0.139202394;0.000490286
1425;0.000104159;0.000160352;0;0.000146855;0.000114155;0.097560976;0.409425912;0.7093;0.204528853;0.52200892;0.178236822;0.085599429
1426;0.000122922;0.00014493;0;0.000164478;0.000114155;0.131965757;0.389158262;0.6209;0.236303871;0.540139616;0.105440898;0.215904
1427;0.000135025;0.000129959;0;0.000187974;0.000114155;0.167662736;0.417086889;0.6693;0.214511809;0.551871243;0.031252677;0.380038286
1428;0.000143488;0.000119241;0;0.000206772;0.000114155;0.199160071;0.447148953;0.8051;0.234477721;0.544793485;0.001337349;0.509083714
1429;0.000153041;0.000114189;0;0.000187974;0.000114155;0.198352447;0.462470908;0.8457;0.199293889;0.522202831;0.084249354;0.583607143
1430;0.000142448;0.000112369;0;0.000190324;0.000114155;0.195929575;0.487102405;0.843;0.145361578;0.495927865;0.3455897;0.658431429
1431;0.000126531;0.000115641;0;0.000213821;0.000114155;0.168147311;0.461501164;0.8287;0.114925737;0.49427962;0.445375627;0.592086857
1432;0.000113524;0.000123905;0;0.00022322;0.000114155;0.106929414;0.471877424;0.855;0.09118578;0.494570487;0.2738263;0.550044857
1433;0.000105014;0.00013636;0;0.00022322;0.000114155;0.037796802;0.466155935;0.9056;0.124056489;0.503005623;0.07954398;0.341149714
1434;0.00010575;0.000145605;0;0.000164478;0.000114155;0.007591665;0.458397983;0.9258;0.197589481;0.538103549;0.001804395;0.213307714
1435;0.000125791;0.000147937;0;0.000117484;0.000114155;0;0.491563227;0.9294;0.325176528;0.582121388;0.017433612;0
1436;0.000147971;0.000149348;0;8.8113E-05;0.000114155;0;0.52734678;0.9198;0.378256635;0.585902657;0.155228032;0
1437;0.000139736;0.000150964;0;5.8742E-05;0.000114155;0;0.549069046;0.9104;0.245556367;0.578824898;0.195571568;0
1438;0.000126117;0.000152968;0;3.75949E-05;0.000114155;0;0.572730799;0.9029;0.275626978;0.578824898;0.114192812;0
1439;0.000128173;0.000155177;0;2.34968E-05;0.000114155;0;0.583591932;0.8924;0.212076942;0.569904984;0.033057212;0
1440;0.000133439;0.000157816;0;9.39872E-06;0.000114155;0;0.576124903;0.902;0.14073533;0.545956952;0.001337349;0
1441;0.000120122;0.000162458;0;5.8742E-06;0.000114155;0;0.549941815;0.8644;0.108960312;0.533352725;0.089963694;0
1442;0.000107813;0.000169556;0;2.34968E-06;0.000114155;0;0.540244376;0.8211;0.114803993;0.514155517;0.36701527;0
1443;9.89801E-05;0.000178289;0;1.17484E-06;0.000114155;0;0.531710628;0.8195;0.122960799;0.52113632;0.47351312;0
1444;8.44412E-05;0.00018553;0;1.40981E-05;0.000114155;0;0.505624515;0.8471;0.118821524;0.528020167;0.290604062;0
1445;7.88371E-05;0.000192565;0;3.75949E-05;0.000114155;0;0.476532196;0.8504;0.173240808;0.541884817;0.084344671;0
1446;9.27152E-05;0.000196595;0;9.39872E-05;0.000114155;0;0.447439876;0.814;0.333333333;0.585514834;0.001853828;0
1447;0.000121343;0.000197556;0;0.0001821;0.000114155;0.011145211;0.406710628;0.8409;0.522644266;0.614795424;0.019201345;0
1448;0.000148194;0.000183689;0;0.000158603;0.000114155;0.053303182;0.379363848;0.8242;0.558558559;0.630793097;0.166567542;0.000980571
1449;0.000165397;0.000164933;0;0.000146855;0.000114155;0.128573736;0.367920869;0.8381;0.532870709;0.650862905;0.207731024;0.109278
1450;0.000174578;0.000147119;0;0.000164478;0.000114155;0.206267162;0.438130334;0.928;0.424519114;0.660849331;0.120288528;0.271651714
1451;0.000176136;0.000134561;0;0.000187974;0.000114155;0.268454208;0.517746315;0.9051;0.309228147;0.655516773;0.034298023;0.483522
1452;0.00017769;0.000127995;0;0.000206772;0.000114155;0.303989662;0.561190846;0.8279;0.314584855;0.649117704;0.001337349;0.631956
1453;0.000180572;0.000125275;0;0.000187974;0.000114155;0.284122113;0.579325058;0.7676;0.278548819;0.632247431;0.092915292;0.681853714
1454;0.000174926;0.000123659;0;0.000190324;0.000114155;0.257147472;0.587373933;0.7627;0.25541758;0.607232887;0.37805238;0.719472
1455;0.000166689;0.000128363;0;0.000213821;0.000114155;0.213212728;0.583591932;0.7149;0.200633066;0.608008532;0.488015706;0.519914571
1456;0.000152852;0.000140369;0;0.00022322;0.000114155;0.146341463;0.569918542;0.6826;0.189554419;0.617316269;0.299244008;0.444967714
1457;0.000141259;0.000164074;0;0.00022322;0.000114155;0.056372153;0.522595035;0.5899;0.227538349;0.621970138;0.086815802;0.125312571
1458;0.000131847;0.00019864;0;0.000164478;0.000114155;0.010014537;0.434057409;0.5437;0.387996104;0.657843708;0.001878879;0.006462857
1459;0.000148247;0.000218295;0;0.000117484;0.000114155;0;0.362005431;0.5149;0.648648649;0.678883072;0.020128343;0
1460;0.000167318;0.000232674;0;8.8113E-05;0.000114155;0;0.309154383;0.4669;0.591672754;0.683343029;0.17243872;0
1461;0.000146124;0.000243739;0;5.8742E-05;0.000114155;0;0.299359969;0.3998;0.448746043;0.683149118;0.213995327;0
1462;0.000124505;0.000252288;0;3.75949E-05;0.000114155;0;0.296450737;0.3626;0.422084246;0.66967229;0.123416091;0
1463;0.000124517;0.00025734;0;2.34968E-05;0.000114155;0;0.283844065;0.364;0.404796689;0.6672484;0.034929905;0
1464;0.000127997;0.00026094;0;9.39872E-06;0.000114155;0;0.259406517;0.3883;0.275018262;0.651832461;0.001337349;0
1465;0.000115632;0.000261063;0;5.8742E-06;0.000114155;0;0.239332816;0.4493;0.232042854;0.623424472;0.095930752;0
1466;0.000105037;0.000261983;0;2.34968E-06;0.000114155;0;0.231380915;0.4975;0.239590942;0.60364553;0.389308578;0
1467;9.95528E-05;0.000261758;0;1.17484E-06;0.000114155;0;0.229150504;0.5522;0.215242269;0.601706419;0.50281143;0
1468;8.66253E-05;0.000263374;0;1.40981E-05;0.000114155;0;0.215865012;0.6089;0.199780862;0.599379484;0.308053529;0
1469;8.28613E-05;0.00026593;0;3.75949E-05;0.000114155;0;0.211307215;0.6301;0.246286827;0.600445996;0.089334734;0
1470;9.47901E-05;0.000269755;0;9.39872E-05;0.000114155;0;0.226047324;0.6481;0.418066715;0.624587939;0.001904155;0
1471;0.000122113;0.000267055;0;0.0001821;0.000114155;0.013245033;0.24912723;0.6656;0.518626735;0.653092884;0.021084708;0
1472;0.000147804;0.000237173;0;0.000158603;0.000114155;0.073978356;0.257951901;0.634;0.560871683;0.659491953;0.178446266;0
1473;0.00016454;0.000200562;0;0.000146855;0.000114155;0.190276207;0.264837083;0.5677;0.561480399;0.670835757;0.220384317;0
1474;0.00017867;0.00016029;0;0.000164478;0.000114155;0.266677435;0.279577192;0.5885;0.42257122;0.683827807;0.126597403;0
1475;0.000179272;0.000136688;0;0.000187974;0.000114155;0.331125828;0.327967417;0.8108;0.341003165;0.670157068;0.035569501;0
1476;0.000179847;0.000124129;0;0.000206772;0.000114155;0.360200291;0.348913887;0.8034;0.311663014;0.656777196;0.001337349;0
1477;0.000179842;0.00011736;0;0.000187974;0.000114155;0.38442901;0.413207913;0.7364;0.28329681;0.636513477;0.095930752;0
1478;0.000176733;0.000117216;0;0.000190324;0.000114155;0.35680827;0.395655547;0.6607;0.261626491;0.600445996;0.389308578;0
1479;0.000167506;0.000125009;0;0.000213821;0.000114155;0.232272654;0.377521334;0.5691;0.238251765;0.587647857;0.50281143;0
1480;0.000151138;0.00013771;0;0.00022322;0.000114155;0.12970441;0.362005431;0.4829;0.230581933;0.585127012;0.308053529;0
1481;0.000140312;0.000160659;0;0.00022322;0.000114155;0.043773219;0.347556245;0.4361;0.258582907;0.598216017;0.089334734;0.002863714
1482;0.00013367;0.000193036;0;0.000164478;0.000114155;0.008560814;0.313227308;0.5294;0.394448503;0.633992631;0.001904155;0.140088
1483;0.000148952;0.000209889;0;0.000117484;0.000114155;0;0.273176881;0.5967;0.679206233;0.658037619;0.021084708;0
1484;0.000168045;0.000221343;0;8.8113E-05;0.000114155;0;0.246605896;0.5621;0.571706842;0.656195463;0.178446266;0
1485;0.000147621;0.00023116;0;5.8742E-05;0.000114155;0;0.239041893;0.4361;0.364134405;0.634477409;0.220384317;0
1486;0.000126733;0.000239301;0;3.75949E-05;0.000114155;0;0.225368503;0.3926;0.392378865;0.645821214;0.126597403;0
1487;0.00012527;0.000246889;0;2.34968E-05;0.000114155;0;0.223041117;0.4056;0.356829803;0.642912546;0.035569501;0
1488;0.000127252;0.000255418;0;9.39872E-06;0.000114155;0;0.213731575;0.4215;0.302045289;0.63050223;0.001337349;0
1489;0.000112104;0.000264805;0;5.8742E-06;0.000114155;0;0.216155935;0.4595;0.237764792;0.604712042;0.092915292;0
1490;0.000105895;0.000271637;0;2.34968E-06;0.000114155;0;0.204034135;0.5135;0.17835403;0.587260035;0.37805238;0
