;avail_local;c_op_local
WOOD;38294.943611111106;0.00910930719848982
WET_BIOMASS;2354.629283432617;0.0139567377159232
ENERGY_CROPS_2;1060.7308333333333;0.019953925115366544
BIOWASTE;240.985;4.738103786667492e-07
BIOMASS_RESIDUES;2906.538888888889;0.008089068256926716
WASTE;569.87;0.00186901
