Category,Subcategory,parameter name,HOUSEHOLDS,SERVICES,INDUSTRY,TRANSPORTATION,Units
Electricity,Electricity,ELECTRICITY,2247.8390130076573,1823.3936177938222,5865.760055794989,0.0,[GWh]
Heat,High temperature,HEAT_HIGH_T,0.0,0.0,7302.844034048817,0.0,[GWh]
Heat,Space heating,HEAT_LOW_T_SH,7911.626480538959,2639.4419017053206,1569.0156501002539,0.0,[GWh]
Heat,Hot water,HEAT_LOW_T_HW,2122.157385426639,1178.8516418300078,803.5012170521993,0.0,[GWh]
Cold,Process cooling,PROCESS_COOLING,0.0,0.0,398.81339611485464,0.0,[GWh]
Cold,Space cooling,SPACE_COOLING,369.4600390084075,1069.247278002525,125.38956208595708,0.0,[GWh]
Mobility,Passenger,MOBILITY_PASSENGER,0.0,0.0,0.0,38359.27815987181,[Mpkm]
Mobility,Freight,MOBILITY_FREIGHT,0.0,0.0,0.0,26458.386582237887,[Mtkm]
Mobility,Long-haul passenger flights,AVIATION_LONG_HAUL,0.0,0.0,0.0,811.8760716804628,[Mpkm]
Mobility,International shipping,SHIPPING,0.0,0.0,0.0,207458.10179897503,[Mtkm]
Non-energy,Non-energy,NON_ENERGY,0.0,0.0,1324.4065839943032,0.0,[GWh]
