,avail_local,c_op_local
WOOD,31575.978888888887,0.019986427090180395
WET_BIOMASS,6627.855401317581,0.01529114405694079
ENERGY_CROPS_2,6663.0872222222215,0.019933281889354636
BIOWASTE,4892.586111111111,1.429639706756088e-05
BIOMASS_RESIDUES,2080.0141666666664,0.011969259773749416
WASTE,17386.85,0.00771797
