;ELECTRICITY;HEAT_LOW_T_SH;SPACE_COOLING;MOBILITY_PASSENGER;MOBILITY_FREIGHT;PV;WIND_ONSHORE;WIND_OFFSHORE;HYDRO_DAM;HYDRO_RIVER;TIDAL;SOLAR;CSP
2017-11-21 18:00:00+00:00;0.00014106569005013336;0.00014312269802512143;0.0;0.000117484;0.00011415525114155251;0.0;0.1595;0;0.19262022981372046;0.29854638718133303;0.0001;0.0005206;0.0
2017-11-21 19:00:00+00:00;0.0001336586692026029;0.00014714824854717407;0.0;8.81e-05;0.00011415525114155251;0.0;0.1741;0;0.1927182236352545;0.2985845929182354;0.0001;0.0;0.0
2017-11-21 20:00:00+00:00;0.00012104953843699226;0.00015236970125353779;0.0;5.87e-05;0.00011415525114155251;0.0;0.2223;0;0.19281621745678848;0.2986227986551378;0.0001;0.0;0.0
2017-11-21 21:00:00+00:00;0.00011144036958844423;0.0001555457037758066;0.0;3.76e-05;0.00011415525114155251;0.0;0.2873;0;0.1929142112783225;0.2986610043920402;0.0001;0.0;0.0
2017-11-21 22:00:00+00:00;0.00010606289521902046;0.00015666645363705988;0.0;2.35e-05;0.00011415525114155251;0.0;0.325;0;0.19301220509985653;0.29869921012894257;0.0001;0.0;0.0
2017-11-21 23:00:00+00:00;0.0001027471216833703;0.0001567906183447206;0.0;9.4e-06;0.00011415525114155251;0.0;0.3558;0;0.19311019892139056;0.29873741586584496;0.0001;0.0;0.0
2017-11-22 00:00:00+00:00;0.00010060996963637722;0.0001562612845910091;0.0;5.87e-06;0.00011415525114155251;0.0;0.3803;0;0.19320819274292456;0.29877562160274734;0.0001;0.0;0.0
2017-11-22 01:00:00+00:00;0.00010000017193593868;0.00015475497063754628;0.0;2.35e-06;0.00011415525114155251;0.0;0.3971;0;0.19330618656445858;0.29881382733964973;0.0001;0.0;0.0
2017-11-22 02:00:00+00:00;0.0001017814317760318;0.0001523272238535486;0.0;1.17e-06;0.00011415525114155251;0.0;0.4184;0;0.1934041803859926;0.2988520330765521;0.0001;0.0;0.0
2017-11-22 03:00:00+00:00;0.00010578746266865757;0.00014873951730061532;0.0;1.41e-05;0.00011415525114155251;0.0;0.4116;0;0.19350217420752663;0.2988902388134545;0.0001;0.0;0.0
2017-11-22 04:00:00+00:00;0.00011786677533414607;0.0001439003611941543;0.0;3.76e-05;0.00011415525114155251;0.0;0.4229;0;0.19360016802906066;0.2989284445503569;0.0001;0.0;0.0
2017-11-22 05:00:00+00:00;0.00013340357793679573;0.00013796006018028118;0.0;9.4e-05;0.00011415525114155251;0.0;0.4472;0;0.19369816185059463;0.2989666502872593;0.0001;0.0;0.0
2017-11-22 06:00:00+00:00;0.00014123174645729495;0.00013081732199748323;0.0;0.0001821;0.00011415525114155251;0.0;0.4723;0;0.19379615567212866;0.29900485602416166;0.0001;0.0;0.0
2017-11-22 07:00:00+00:00;0.00014306271731473892;0.0001228642457225838;0.0;0.000158603;0.00011415525114155251;0.0;0.4974;0;0.19389414949366268;0.29904306176106404;0.0001;0.0017741;0.0
2017-11-22 08:00:00+00:00;0.00014217147894034614;0.0001165220431549668;0.0;0.000146855;0.00011415525114155251;0.062;0.436;0;0.1939921433151967;0.2990812674979665;0.0001;0.056613300000000005;0.03434313182815464
2017-11-22 09:00:00+00:00;0.00013936735532567445;0.00011349634527881358;0.0;0.000164478;0.00011415525114155251;0.173;0.2929;0;0.19409013713673073;0.2991194732348688;0.0001;0.1391395;0.0020022129460006703
2017-11-22 10:00:00+00:00;0.000139010475690955;0.00011349634527881358;0.0;0.000187974;0.00011415525114155251;0.271;0.3281;0;0.19418813095826473;0.2991576789717712;0.0001;0.2149759;0.6612452190297422
2017-11-22 11:00:00+00:00;0.00013944585348427946;0.00011349634527881358;0.0;0.000206772;0.00011415525114155251;0.327;0.4434;0;0.19428612477979876;0.2991958847086736;0.0001;0.28481370000000006;0.5383518858941952
2017-11-22 12:00:00+00:00;0.00013730765385244824;0.00011349634527881358;0.0;0.000187974;0.00011415525114155251;0.342;0.5227;0;0.19438411860133278;0.299234090445576;0.0001;0.31780349999999996;0.5494996426259549
2017-11-22 13:00:00+00:00;0.00013715575174573565;0.00011349634527881358;0.0;0.000190324;0.00011415525114155251;0.309;0.5601;0;0.1944821124228668;0.2993098217446999;0.0001;0.30231610000000003;0.532872304122315
2017-11-22 14:00:00+00:00;0.00014051907595106713;0.00011349634527881358;0.0;0.000213821;0.00011415525114155251;0.249;0.5951;0;0.19458010624440084;0.29938555304382375;0.0001;0.25359519999999997;0.5883514219360099
2017-11-22 15:00:00+00:00;0.00014914396791918343;0.00011349634527881358;0.0;0.00022322;0.00011415525114155251;0.157;0.6252;0;0.1946781000659348;0.29946128434294766;0.0001;0.17281470000000002;0.6299585180229393
2017-11-22 16:00:00+00:00;0.00015022875449227549;0.00011349634527881358;0.0;0.00022322;0.00011415525114155251;0.056;0.6618;0;0.19477609388746883;0.2995370156420715;0.0001;0.070604;0.4265049418195378
2017-11-22 17:00:00+00:00;0.00014807604905986793;0.00011349634527881358;0.0;0.000164478;0.00011415525114155251;0.0;0.7148;0;0.19487408770900286;0.29961274694119544;0.0001;0.008904900000000002;0.0
2017-11-22 18:00:00+00:00;0.00014434120574749652;0.0001112123681563178;0.0;0.000117484;0.00011415525114155251;0.0;0.7024;0;0.19497208153053688;0.2996884782403193;0.0001;0.0006089;0.0
2017-11-22 19:00:00+00:00;0.00013578751670673353;0.00010718681763426517;0.0;8.81e-05;0.00011415525114155251;0.0;0.6478;0;0.19507007535207094;0.2997642095394432;0.0001;0.0;0.0
2017-11-22 20:00:00+00:00;0.00012394060868808456;0.00010162227823568105;0.0;5.87e-05;0.00011415525114155251;0.0;0.6137;0;0.1951680691736049;0.2998399408385671;0.0001;0.0;0.0
2017-11-22 21:00:00+00:00;0.00011448299385655563;9.499253634506028e-05;0.0;3.76e-05;0.00011415525114155251;0.0;0.5939;0;0.19526606299513893;0.29991567213769094;0.0001;0.0;0.0
