Category,Subcategory,parameter name,HOUSEHOLDS,SERVICES,INDUSTRY,TRANSPORTATION,Units
Electricity,Electricity,ELECTRICITY,22938.510074073696,34963.60438374897,21622.536882620243,0.0,[GWh]
Heat,High temperature,HEAT_HIGH_T,0.0,0.0,115147.79239197176,0.0,[GWh]
Heat,Space heating,HEAT_LOW_T_SH,94761.79087847484,69760.00862556159,8167.720100502819,0.0,[GWh]
Heat,Hot water,HEAT_LOW_T_HW,23378.57476899662,25300.505076579582,19207.924959060016,0.0,[GWh]
Cold,Process cooling,PROCESS_COOLING,0.0,0.0,10332.307184915746,0.0,[GWh]
Cold,Space cooling,SPACE_COOLING,5815.427613506099,16830.318545006747,204.7121478316462,0.0,[GWh]
Mobility,Passenger,MOBILITY_PASSENGER,0.0,0.0,0.0,465046.1832430035,[Mpkm]
Mobility,Freight,MOBILITY_FREIGHT,0.0,0.0,0.0,408679.6357715005,[Mtkm]
Mobility,Long-haul passenger flights,AVIATION_LONG_HAUL,0.0,0.0,0.0,26548.511983923596,[Mpkm]
Mobility,International shipping,SHIPPING,0.0,0.0,0.0,685093.4070916093,[Mtkm]
Non-energy,Non-energy,NON_ENERGY,0.0,0.0,55835.21086366624,0.0,[GWh]
