Category,Subcategory,parameter name,HOUSEHOLDS,SERVICES,INDUSTRY,TRANSPORTATION,Units
Electricity,Electricity,ELECTRICITY,1425.075355,973.8265319,1237.912486,0.0,[GWh]
Heat,High temperature,HEAT_HIGH_T,0.0,0.0,1591.004904,0.0,[GWh]
Heat,Space heating,HEAT_LOW_T_SH,4100.518002,1038.247077,427.9690372,0.0,[GWh]
Heat,Hot water,HEAT_LOW_T_HW,1311.53,1031.473767,182.9870922,0.0,[GWh]
Cold,Process cooling,PROCESS_COOLING,0.0,0.0,142.9856284,0.0,[GWh]
Cold,Space cooling,SPACE_COOLING,1062.889915,3221.366258,168.9016945,0.0,[GWh]
Mobility,Passenger,MOBILITY_PASSENGER,0.0,0.0,0.0,30745.34325,[Mpkm]
Mobility,Freight,MOBILITY_FREIGHT,0.0,0.0,0.0,5249.516214,[Mtkm]
Mobility,Long-haul passenger flights,AVIATION_LONG_HAUL,0.0,0.0,0.0,2429.304483,[Mpkm]
Mobility,International shipping,SHIPPING,0.0,0.0,0.0,80405.48104,[Mtkm]
Non-energy,Non-energy,NON_ENERGY,0.0,0.0,762.2207401,0.0,[GWh]
