,avail_local,c_op_local
WOOD,21942.39222222222,0.008602849728355953
WET_BIOMASS,3446.024173689558,0.013018829596808534
ENERGY_CROPS_2,1176.036111111111,0.01792934614791388
BIOWASTE,1410.2133333333334,5.481196019061371e-05
BIOMASS_RESIDUES,3566.2027777777776,0.01287353384099593
WASTE,5338.17,0.00659634
