{PERIODS};ELECTRICITY_VAR;HEAT_LOW_T_SH;SPACE_COOLING;MOBILITY_PASSENGER;MOBILITY_FREIGHT;PV;WIND_ONSHORE;WIND_OFFSHORE;HYDRO_DAM;HYDRO_RIVER;TIDAL;SOLAR;CSP
1;3.94E-05;0.000468956;0;2.93E-06;0.000114155;0;0.329167294;0.5899;0.134156004;0.501786846;0.039802421;0;0
2;3.16E-05;0.000478493;0;1.37E-06;0.000114155;0;0.320708618;0.5705;0.109547111;0.394046614;0.175270029;0;0
3;2.17E-05;0.000483394;0;1.20E-05;0.000114155;0;0.299155944;0.5279;0.091069376;0.342091648;0.22268354;0;0
4;1.24E-05;0.000487355;0;3.37E-05;0.000114155;0;0.275818355;0.5033;0.048538765;0.338926493;0.140092053;0;0
5;5.30E-06;0.000492047;0;8.48E-05;0.000114155;0;0.256874142;0.525;0.044687003;0.341400709;0.041146591;0;0
6;2.01E-06;0.000496212;0;1.68E-04;0.000114155;0;0.246938234;0.5091;0.044407646;0.379837613;0.00135751;0;0
7;1.73E-06;0.000498503;0;0.000162451;0.000114155;0;0.239315432;0.4669;0.056380848;0.397449747;0.005310054;0;0
8;3.59E-06;0.000497898;0;0.000148779;0.000114155;0;0.23301643;0.4639;0.073813257;0.379180885;0.068734206;0;0
9;1.27E-05;0.000438764;0;0.000161592;0.000114155;0.209008935;0.207863899;0.5913;0.072090173;0.437278753;0.098975393;0.152396729;0
10;3.18E-05;0.00034916;0;0.000184127;0.000114155;0.49186562;0.138942476;0.4844;0.082750295;0.448637415;0.064153486;0.442973368;0.463344718
11;5.42E-05;0.000277744;0;0.000203694;0.000114155;0.672323351;0.102955643;0.2256;0.106525642;0.418707063;0.022253443;0.645772831;0.509780684
12;7.38E-05;0.000213475;0;0.000191053;0.000114155;0.732659755;0.100769749;0.1883;0.092802628;0.432863207;0.001337349;0.791551415;0.499064228
13;8.68E-05;0.000164215;0;0.000189939;0.000114155;0.753415288;0.096708185;0.212;0.076806734;0.434636267;0.046976286;0.853855544;0.485198623
14;9.45E-05;0.000140534;0;0.000209973;0.000114155;0.733762722;0.095070651;0.2701;0.099829122;0.397293479;0.203356673;0.797803236;0.479951368
15;9.34E-05;0.000139523;0;0.00022168;0.000114155;0.620534939;0.089868818;0.4128;0.075324703;0.380370503;0.25924941;0.717072467;0.513268316
16;7.91E-05;0.000179708;0;0.00022322;0.000114155;0.461659965;0.092022666;0.5981;0.083547078;0.340168958;0.162203552;0.51051438;0.523974942
17;6.23E-05;0.000259203;0;0.000174097;0.000114155;0.224487923;0.108744233;0.6921;0.100786084;0.368974552;0.047516238;0.059852343;0.433265982
18;5.60E-05;0.000309009;0;0.000125179;0.000114155;0.000551484;0.125749057;0.7171;0.14596564;0.46805325;0.001440179;0;0
19;6.83E-05;0.000332514;0;9.29E-05;0.000114155;0;0.141028426;0.7385;0.229004762;0.523639613;0.007014863;0;0
20;7.53E-05;0.000353056;0;6.36E-05;0.000114155;0;0.155923995;0.7779;0.33732445;0.534949007;0.082420653;0;0
21;7.72E-05;0.000374326;0;4.11E-05;0.000114155;0;0.169408592;0.81;0.380250764;0.568665752;0.114894415;0;0
22;7.72E-05;0.000391354;0;2.58E-05;0.000114155;0;0.183082696;0.8294;0.382954849;0.551693495;0.072661221;0;0
23;7.15E-05;0.000405973;0;1.17E-05;0.000114155;0;0.194322461;0.8531;0.31919407;0.556617928;0.024189823;0;0
24;5.75E-05;0.000417644;0;6.45E-06;0.000114155;0;0.202893783;0.8543;0.203272213;0.518539765;0.001337349;0;0
25;4.19E-05;0.000425111;0;2.93E-06;0.000114155;0;0.208766929;0.8451;0.137592698;0.432665577;0.05288849;0;0
