parameter name;avail_local;c_op_local
WOOD;79253.68042;0.02450780909
WET_BIOMASS;35427.08;0.0175069811
WASTE;55591.4;0.00734293
OTHER_LIGNO;88034.51972;0.03018667157
BIOWASTE;12637.93611;5.83E-06
BIOMASS_RESIDUES;36415.59569;0.01331216011
