Category,Subcategory,parameter name,HOUSEHOLDS,SERVICES,INDUSTRY,TRANSPORTATION,Units
Electricity,Electricity,ELECTRICITY,9968.793994,4923.727383,18625.74336,0.0,[GWh]
Heat,High temperature,HEAT_HIGH_T,0.0,0.0,33169.0318,0.0,[GWh]
Heat,Space heating,HEAT_LOW_T_SH,26250.53387,13755.93176,3948.433289,0.0,[GWh]
Heat,Hot water,HEAT_LOW_T_HW,5208.42475,2763.1958,2090.898883,0.0,[GWh]
Cold,Process cooling,PROCESS_COOLING,0.0,0.0,1356.827159,0.0,[GWh]
Cold,Space cooling,SPACE_COOLING,615.3800811,1780.959798,72.17535201,0.0,[GWh]
Mobility,Passenger,MOBILITY_PASSENGER,0.0,0.0,0.0,100098.5761,[Mpkm]
Mobility,Freight,MOBILITY_FREIGHT,0.0,0.0,0.0,95011.98959,[Mtkm]
Mobility,Long-haul passenger flights,AVIATION_LONG_HAUL,0.0,0.0,0.0,11452.673107817416,[Mpkm]
Mobility,International shipping,SHIPPING,0.0,0.0,0.0,311145.7347,[Mtkm]
Non-energy,Non-energy,NON_ENERGY,0.0,0.0,8759.605557,0.0,[GWh]
