,avail_local,c_op_local
WOOD,11029.545833333332,0.006748095930266737
WET_BIOMASS,448.3586111111111,0.014196307998061366
ENERGY_CROPS_2,21502.947222222218,0.018104765316922882
BIOWASTE,0.0,0.0
BIOMASS_RESIDUES,855.9844444444444,0.011128982408617753
WASTE,2705.101818,0.0062602
