Technologies param,f_min,f_max
NUCLEAR,0.0,0.0
NUCLEAR_SMR,0.0,0.0
PV_ROOFTOP,14.810383,152.89285636455742
PV_UTILITY,3.09,1491.6020999999996
PT_COLLECTOR,0.0,35.05065055762081
ST_COLLECTOR,0.0,31.54045578089065
PT_POWER_BLOCK,0.0,15.085799999999997
ST_POWER_BLOCK,0.0,15.085799999999997
WIND_ONSHORE,18.536821,812.8220526339999
WIND_OFFSHORE,0.0143,17.0
HYDRO_DAM,9.079638216560506,18.20010000000006
HYDRO_RIVER,6.211502562490507,10.318721928926047
TIDAL_STREAM,0.21119200000000002,5.0
TIDAL_RANGE,0.0,5.0
WAVE,0.0,0.0
GEOTHERMAL,0.016149999999999998,4.5
DHN_DEEP_GEO,0.58616,1.66
DHN_SOLAR,0.0,629.5588203246482
DEC_SOLAR,0.0,629.5588203246482
DAM_STORAGE,2126.4,2126.4001000000003
PHS,82.683,1984.0001
