Category,Subcategory,parameter name,HOUSEHOLDS,SERVICES,INDUSTRY,TRANSPORTATION,Units
Electricity,Electricity,ELECTRICITY,5185.064371250252,6351.602993976309,7171.766642412348,0.0,[GWh]
Heat,High temperature,HEAT_HIGH_T,0.0,0.0,15522.023473696168,0.0,[GWh]
Heat,Space heating,HEAT_LOW_T_SH,25416.157947927488,6918.0502284586855,4356.18447537191,0.0,[GWh]
Heat,Hot water,HEAT_LOW_T_HW,4982.435732091055,3687.637504955456,1730.6329403350753,0.0,[GWh]
Cold,Process cooling,PROCESS_COOLING,0.0,0.0,2561.0344462464604,0.0,[GWh]
Cold,Space cooling,SPACE_COOLING,512.9293476389363,1484.4590777463295,74.08153108053585,0.0,[GWh]
Mobility,Passenger,MOBILITY_PASSENGER,0.0,0.0,0.0,98951.97317702463,[Mpkm]
Mobility,Freight,MOBILITY_FREIGHT,0.0,0.0,0.0,17332.05288470177,[Mtkm]
Mobility,Long-haul passenger flights,AVIATION_LONG_HAUL,0.0,0.0,0.0,22481.138620195667,[Mpkm]
Mobility,International shipping,SHIPPING,0.0,0.0,0.0,127392.80552801114,[Mtkm]
Non-energy,Non-energy,NON_ENERGY,0.0,0.0,2071.245886404473,0.0,[GWh]
