{PERIODS};ELECTRICITY_VAR;HEAT_LOW_T_SH;SPACE_COOLING;MOBILITY_PASSENGER;MOBILITY_FREIGHT;PV;WIND_ONSHORE;WIND_OFFSHORE;HYDRO_DAM;HYDRO_RIVER;TIDAL;SOLAR;CSP
1;8.7334e-05;0.00016483;0.0;5.874198171949529e-06;0.00011415525114155251;0.0;0.4544;0.5852;0.0;0.22518382;0.0;0.0;0.0001
2;7.3299e-05;0.00016476;0.0;2.3496792687798115e-06;0.00011415525114155251;0.0;0.4584;0.5895;0.0;0.20465686;0.0;0.0;0.0001
3;6.6761e-05;0.0001646;0.0;1.1748396343899057e-06;0.00011415525114155251;0.0;0.4347;0.5084;0.0;0.20496324;0.0;0.0;0.0001
4;6.2185e-05;0.00016462;0.0;1.409807561267887e-05;0.00011415525114155251;0.0;0.4086;0.4204;0.0;0.18535539;0.0;0.0;0.0001
5;6.4174e-05;0.00016466;0.0;3.759486830047698e-05;0.00011415525114155251;0.0;0.3834;0.3652;0.0;0.18198529;0.0;0.0;0.0001
6;7.1409e-05;0.00016451;0.0;9.398717075119246e-05;0.00011415525114155251;0.0;0.3694;0.39;0.0;0.19852941;0.0;0.0;0.0001
7;7.2817e-05;0.00016438;0.0;0.0001821001433304354;0.00011415525114155251;0.0;0.3617;0.4042;0.0;0.2120098;0.0;0.0;0.0001
8;7.9712e-05;0.00016458;0.0;0.00015860335064263727;0.00011415525114155251;0.0;0.3526;0.3796;0.0;0.23897059;0.0;0.0;0.0001
9;7.7456e-05;0.0001649;0.0;0.00014685495429873823;0.00011415525114155251;0.0;0.3254;0.3198;0.0;0.25827206;0.0;0.0;0.0001
10;8.1e-05;0.00016451;0.0;0.0001644775488145868;0.00011415525114155251;0.0011;0.3075;0.2912;0.0;0.25183824;0.0;0.0;0.0001
11;8.6784e-05;0.00016391;0.0;0.00018797434150238492;0.00011415525114155251;0.0003;0.2998;0.2794;0.0;0.24754902;0.0;0.007956;0.0001
12;9.1197e-05;0.00016363;0.0;0.00020677177565262342;0.00011415525114155251;0.0003;0.2952;0.277;0.0;0.24172794;0.0;0.0;0.0001
