,avail_local,c_op_local
WOOD,110805.66472222222,0.022084259272301746
WET_BIOMASS,1450.622309335963,0.033104312867772774
ENERGY_CROPS_2,7754.110000000001,0.023524272180704093
BIOWASTE,4720.944444444444,0.00011209561515004175
BIOMASS_RESIDUES,4985.241666666667,0.013134893664403728
WASTE,11095.02,0.00607866
