parameter name;avail_local;c_op_local
WOOD;185401.8576;0.02745407592
WET_BIOMASS;17002.162;0.02652735759
WASTE;21480.61;0.008760725
OTHER_LIGNO;4642.650556;0.03432890554
BIOWASTE;14661.88472;1.40E-05
BIOMASS_RESIDUES;20274.32833;0.01461926507
