{PERIODS};ELECTRICITY_VAR;HEAT_LOW_T_SH;SPACE_COOLING;MOBILITY_PASSENGER;MOBILITY_FREIGHT;PV;WIND_ONSHORE;WIND_OFFSHORE;HYDRO_DAM;HYDRO_RIVER;TIDAL;SOLAR;CSP
1;7.57E-05;0.000190639;0;2.35E-06;0.000114155;0;0.426055867;0.77308619;0.513123054;0;0;0;0.0001
2;7.53E-05;0.000188136;0;1.17E-06;0.000114155;0;0.423130157;0.764398919;0.513123054;0;0;0;0.0001
3;7.08E-05;0.00018515;0;1.41E-05;0.000114155;0;0.442210754;0.762937739;0.513123054;0;0;0;0.0001
4;6.70E-05;0.000182829;0;3.76E-05;0.000114155;0;0.457805219;0.793678876;0.513123054;0;0;0;0.0001
5;6.64E-05;0.000181364;0;9.40E-05;0.000114155;0;0.510780757;0.821036386;0.513123054;0;0;0;0.0001
6;6.75E-05;0.000179201;0;1.82E-04;0.000114155;0;0.539981881;0.834832087;0.513123054;0;0;0;0.0001
7;7.47E-05;0.000176498;0;0.000158603;0.000114155;0;0.574523918;0.855804583;0.513123054;0;0;0;0.0001
8;8.29E-05;0.000173736;0;0.000146855;0.000114155;0;0.611035817;0.884450246;0.513123054;0;0;0;0.0001
9;8.78E-05;0.000171583;0;0.000164478;0.000114155;0.001182046;0.63471195;0.917054235;0.513123054;0;0;0;0.0001
10;9.00E-05;0.000168434;0;0.000187974;0.000114155;0.026971556;0.648060818;0.925242061;0.513123054;0;0;0;0.0001
11;0.000101034;0.000165544;0;0.000206772;0.000114155;0.006901141;0.661208799;0.932003814;0.513123054;0;0;0;0.0001
12;0.000111324;0.000162538;0;0.000187974;0.000114155;0.007558832;0.670905016;0.927662352;0.513123054;0;0;0;0.0001
13;0.00011423;0.000160701;0;0.000190324;0.000114155;0.004197378;0.663432331;0.947191508;0.513123054;0;0;0;0.0001
14;0.000116744;0.000159781;0;0.000213821;0.000114155;0.001182046;0.646051327;0.935331745;0.513123054;0;0;0.070451499;0.0001
15;0.00012039;0.000159912;0;0.00022322;0.000114155;0;0.642680763;0.920572708;0.513123054;0;0;0;0.0001
16;1.30E-04;0.000161134;0;0.00022322;0.000114155;0;0.649404332;0.910100464;0.513123054;0;0;0;0.0001
17;1.40E-04;0.000162592;0;0.000164478;0.000114155;0;0.664825557;0.929923432;0.513123054;0;0;0;0.0001
18;0.000145064;0.000163754;0;0.000117484;0.000114155;0;0.688255116;0.946273573;0.513123054;0;0;0;0.0001
19;0.000141912;0.000164849;0;8.81E-05;0.000114155;0;0.711531116;0.941272883;0.513123054;0;0;0;0.0001
20;0.000130634;0.000165973;0;5.87E-05;0.000114155;0;0.727989385;0.930342821;0.513123054;0;0;0;0.0001
21;0.000120612;0.000167644;0;3.76E-05;0.000114155;0;0.738076042;0.938350399;0.513123054;0;0;0;0.0001
22;0.000109052;0.000168736;0;2.35E-05;0.000114155;0;0.74321271;0.95921688;0.513123054;0;0;0;0.0001
23;9.55E-05;0.000168896;0;9.40E-06;0.000114155;0;0.739939657;0.946992271;0.513123054;0;0;0;0.0001
24;8.60E-05;0.000168208;0;5.87E-06;0.000114155;0;0.728595882;0.870481066;0.513123054;0;0;0;0.0001
25;7.47E-05;0.000165799;0;2.35E-06;0.000114155;0;0.666454026;0.830727966;0.513123054;0;0;0;0.0001
26;6.81E-05;0.000162832;0;1.17E-06;0.000114155;0;0.673894564;0.819361701;0.513123054;0;0;0;0.0001
27;6.40E-05;0.000159454;0;1.41E-05;0.000114155;0;0.677872004;0.794680312;0.513123054;0;0;0;0.0001
28;6.39E-05;0.000155615;0;3.76E-05;0.000114155;0;0.669491559;0.7237924;0.513123054;0;0;0;0.0001
29;6.87E-05;0.000150861;0;9.40E-05;0.000114155;0;0.683556418;0.680306372;0.513123054;0;0;0;0.0001
30;8.02E-05;0.000145523;0;1.82E-04;0.000114155;0;0.748375009;0.691725335;0.513123054;0;0;0;0.0001
31;0.000103936;0.000141708;0;0.000158603;0.000114155;0;0.754326432;0.695578671;0.513123054;0;0;0;0.0001
32;0.000125458;0.000140043;0;0.000146855;0.000114155;0;0.751949337;0.696031116;0.513123054;0;0;0;0.0001
33;0.000138928;0.000140007;0;0.000164478;0.000114155;0.002955113;0.742954528;0.590067003;0.513123054;0;0;0;0.0001
34;0.000142653;0.000142772;0;0.000187974;0.000114155;0.018055259;0.747320781;0.565286571;0.513123054;0;0;0.007558522;0.0001
35;0.000148128;0.00014562;0;0.000206772;0.000114155;0.044169982;0.756995692;0.571935212;0.513123054;0;0;0;0.0001
36;0.000151546;0.000147644;0;0.000187974;0.000114155;0.047021803;0.775644488;0.54388599;0.513123054;0;0;0;0.0001
37;0.000150364;0.00015043;0;0.000190324;0.000114155;0.091055253;0.796693796;0.515187259;0.513123054;0;0;0.011809558;0.0001
38;0.0001465;0.000154952;0;0.000213821;0.000114155;0.094186026;0.81611685;0.568738358;0.513123054;0;0;0;0.0001
39;0.000146488;0.000160375;0;0.00022322;0.000114155;0.004137155;0.827674189;0.67018076;0.513123054;0;0;0.009842285;0.0001
40;0.000155844;0.000165016;0;0.00022322;0.000114155;0;0.833003392;0.731944048;0.513123054;0;0;0;0.0001
41;0.000165173;0.000168966;0;0.000164478;0.000114155;0;0.844886665;0.761470814;0.513123054;0;0;0;0.0001
42;0.000170711;0.000171912;0;0.000117484;0.000114155;0;0.850802581;0.764289906;0.513123054;0;0;0;0.0001
43;0.000165336;0.000173694;0;8.81E-05;0.000114155;0;0.843283442;0.785915685;0.513123054;0;0;0;0.0001
44;0.0001536;0.000174452;0;5.87E-05;0.000114155;0;0.830662385;0.800304055;0.513123054;0;0;0;0.0001
45;0.000139938;0.000175189;0;3.76E-05;0.000114155;0;0.840025842;0.838233427;0.513123054;0;0;0;0.0001
46;0.00012818;0.000175775;0;2.35E-05;0.000114155;0;0.83724535;0.851760706;0.513123054;0;0;0;0.0001
47;0.000113679;0.000175809;0;9.40E-06;0.000114155;0;0.826441454;0.817541822;0.513123054;0;0;0;0.0001
48;0.000103919;0.000175136;0;5.87E-06;0.000114155;0;0.833891585;0.794481275;0.513123054;0;0;0;0.0001
49;9.55E-05;0.000173905;0;2.35E-06;0.000114155;0;0.841789936;0.751033801;0.513123054;0;0;0;0.0001
50;9.03E-05;0.000172069;0;1.17E-06;0.000114155;0;0.83870058;0.714848099;0.513123054;0;0;0;0.0001
51;9.10E-05;0.000170983;0;1.41E-05;0.000114155;0;0.81688134;0.701104892;0.513123054;0;0;0;0.0001
52;9.22E-05;0.000171049;0;3.76E-05;0.000114155;0;0.790589226;0.752580532;0.513123054;0;0;0;0.0001
53;9.12E-05;0.000171977;0;9.40E-05;0.000114155;0;0.780740309;0.823209739;0.513123054;0;0;0;0.0001
54;8.93E-05;0.000173159;0;1.82E-04;0.000114155;0;0.771553458;0.891387324;0.513123054;0;0;0;0.0001
55;9.96E-05;0.000174704;0;0.000158603;0.000114155;0;0.764354022;0.93043432;0.513123054;0;0;0;0.0001
56;0.000109589;0.000176446;0;0.000146855;0.000114155;0;0.742884623;0.950795859;0.513123054;0;0;0;0.0001
57;0.000119202;0.000177307;0;0.000164478;0.000114155;0.005910226;0.722574445;0.946336938;0.513123054;0;0;0;0.0001
58;0.000128751;0.00017557;0;0.000187974;0.000114155;0.199955737;0.690180982;0.923295379;0.513123054;0;0;0.273343545;0.0001
59;0.000138561;0.000173306;0;0.000206772;0.000114155;0.368026456;0.661616765;0.889754017;0.513123054;0;0;0.39905142;0.0001
60;0.000141603;0.000172194;0;0.000187974;0.000114155;0.370252946;0.648929958;0.881990502;0.513123054;0;0;0.415130125;0.0001
61;0.000137677;0.000173906;0;0.000190324;0.000114155;0.31957724;0.648751626;0.889113777;0.513123054;0;0;0.399065843;0.0001
62;0.000134425;0.000178879;0;0.000213821;0.000114155;0.083086787;0.629350843;0.886952765;0.513123054;0;0;0.137834738;0.0001
63;0.000134344;0.000185846;0;0.00022322;0.000114155;0.005319201;0.603715697;0.884680817;0.513123054;0;0;0;0.0001
64;0.000139995;0.000191672;0;0.00022322;0.000114155;0;0.580040807;0.900867525;0.513123054;0;0;0;0.0001
65;0.000154457;0.000196388;0;0.000164478;0.000114155;0;0.565004546;0.87714135;0.513123054;0;0;0;0.0001
66;0.000162088;0.000200398;0;0.000117484;0.000114155;0;0.552096313;0.869992115;0.513123054;0;0;0;0.0001
67;0.000154243;0.000203972;0;8.81E-05;0.000114155;0;0.52976311;0.869794027;0.513123054;0;0;0;0.0001
68;0.000140153;0.000206884;0;5.87E-05;0.000114155;0;0.535170528;0.868408555;0.513123054;0;0;0;0.0001
69;0.000126044;0.000209352;0;3.76E-05;0.000114155;0;0.536947088;0.872112525;0.513123054;0;0;0;0.0001
70;0.000114306;0.000211547;0;2.35E-05;0.000114155;0;0.547237987;0.880744101;0.513123054;0;0;0;0.0001
71;0.000102279;0.000213746;0;9.40E-06;0.000114155;0;0.552898598;0.888384212;0.513123054;0;0;0;0.0001
72;8.95E-05;0.00021575;0;5.87E-06;0.000114155;0;0.549602514;0.888041105;0.513123054;0;0;0;0.0001
73;8.24E-05;0.000217724;0;2.35E-06;0.000114155;0;0.553934779;0.895242835;0.513123054;0;0;0;0.0001
74;7.68E-05;0.000218982;0;1.17E-06;0.000114155;0;0.560789364;0.903075085;0.513123054;0;0;0;0.0001
75;7.32E-05;0.000219404;0;1.41E-05;0.000114155;0;0.572812379;0.910511159;0.513123054;0;0;0;0.0001
