{PERIODS};ELECTRICITY_VAR;HEAT_LOW_T_SH;SPACE_COOLING;MOBILITY_PASSENGER;MOBILITY_FREIGHT;PV;WIND_ONSHORE;WIND_OFFSHORE;HYDRO_DAM;HYDRO_RIVER;TIDAL;SOLAR;CSP
1;6.4036e-05;0.00024944;0.0;5.874198171949529e-06;0.00011415525114155251;0.0;0.298;0.703;0.08689508;0.40633843;0.0;0.0;0.0001
2;5.1103e-05;0.00024732;0.0;2.3496792687798115e-06;0.00011415525114155251;0.0;0.3126;0.6875;0.08689508;0.40633843;0.0;0.0;0.0001
3;3.9445e-05;0.00024548;0.0;1.1748396343899057e-06;0.00011415525114155251;0.0;0.3347;0.6535;0.08689508;0.40633843;0.0;0.0;0.0001
4;3.1289e-05;0.00024357;0.0;1.409807561267887e-05;0.00011415525114155251;0.0;0.3396;0.6803;0.08689508;0.40633843;0.0;0.0;0.0001
5;2.9068e-05;0.00024116;0.0;3.759486830047698e-05;0.00011415525114155251;0.0;0.3402;0.7272;0.08689508;0.40633843;0.0;0.0;0.0001
6;2.7147e-05;0.00023834;0.0;9.398717075119246e-05;0.00011415525114155251;0.0;0.3356;0.749;0.08689508;0.40633843;0.0;0.0;0.0001
7;2.7094e-05;0.00023552;0.0;0.0001821001433304354;0.00011415525114155251;0.0;0.3507;0.7706;0.08689508;0.40633843;0.0;0.0;0.0001
8;2.5105e-05;0.00023247;0.0;0.00015860335064263727;0.00011415525114155251;0.0;0.3521;0.801;0.08689508;0.40633843;0.0;0.0;0.0001
9;2.3989e-05;0.00022731;0.0;0.00014685495429873823;0.00011415525114155251;0.01741;0.3594;0.7828;0.08689508;0.40633843;0.0;0.00474686;0.0001
10;3.2227e-05;0.00022171;0.0;0.0001644775488145868;0.00011415525114155251;0.17073;0.3784;0.7865;0.08689508;0.40633843;0.0;0.0;0.0001
11;4.2491e-05;0.00021644;0.0;0.00018797434150238492;0.00011415525114155251;0.03193;0.3936;0.8097;0.08689508;0.40633843;0.0;0.0;0.0001
12;5.2408e-05;0.00021305;0.0;0.00020677177565262342;0.00011415525114155251;0.13564;0.3919;0.831;0.08689508;0.40633843;0.0;0.0;0.0001
13;5.9788e-05;0.00021292;0.0;0.00018797434150238492;0.00011415525114155251;0.01464;0.3734;0.8244;0.08689508;0.40633843;0.0;0.0;0.0001
14;6.6694e-05;0.00021621;0.0;0.00019032402077116473;0.00011415525114155251;0.00577;0.3786;0.8375;0.08689508;0.40633843;0.0;0.0;0.0001
15;6.7358e-05;0.00022352;0.0;0.00021382081345896285;0.00011415525114155251;0.0;0.3927;0.8599;0.08689508;0.40633843;0.0;0.0;0.0001
16;6.9995e-05;0.00022906;0.0;0.00022321953053408208;0.00011415525114155251;0.0;0.3994;0.8813;0.08689508;0.40633843;0.0;0.0;0.0001
17;9.0756e-05;0.00023305;0.0;0.00022321953053408208;0.00011415525114155251;0.0;0.391;0.9022;0.08689508;0.40633843;0.0;0.0;0.0001
18;9.7358e-05;0.00023647;0.0;0.0001644775488145868;0.00011415525114155251;0.0;0.3948;0.9295;0.08689508;0.40633843;0.0;0.0;0.0001
19;9.5651e-05;0.00023901;0.0;0.00011748396343899057;0.00011415525114155251;0.0;0.4145;0.9531;0.08689508;0.40633843;0.0;0.0;0.0001
