,avail_local,c_op_local
WOOD,1004.8013888888889,0.0045409636414357555
WET_BIOMASS,69.23333333333333,0.013976619846424775
ENERGY_CROPS_2,846.0016666666667,0.018104766632904435
BIOWASTE,0.0,0.0
BIOMASS_RESIDUES,41.33777777777778,0.014216877109984285
WASTE,578.026217,0.0062602
