Category,Subcategory,parameter name,HOUSEHOLDS,SERVICES,INDUSTRY,TRANSPORTATION,Units
Electricity,Electricity,ELECTRICITY,519.016417,456.0958275,223.9241852,0.0,[GWh]
Heat,High temperature,HEAT_HIGH_T,0.0,0.0,1097.072199,0.0,[GWh]
Heat,Space heating,HEAT_LOW_T_SH,2409.1303,418.8057032,0.0,0.0,[GWh]
Heat,Hot water,HEAT_LOW_T_HW,477.0760779,168.0131636,260.8303303,0.0,[GWh]
Cold,Process cooling,PROCESS_COOLING,0.0,0.0,90.44664979,0.0,[GWh]
Cold,Space cooling,SPACE_COOLING,146.3646471,305.0931134,0.0,0.0,[GWh]
Mobility,Passenger,MOBILITY_PASSENGER,0.0,0.0,0.0,4903.732867,[Mpkm]
Mobility,Freight,MOBILITY_FREIGHT,0.0,0.0,0.0,2158.233529,[Mtkm]
Mobility,Long-haul passenger flights,AVIATION_LONG_HAUL,0.0,0.0,0.0,262.4045277,[Mpkm]
Mobility,International shipping,SHIPPING,0.0,0.0,0.0,7064.997824,[Mtkm]
Non-energy,Non-energy,NON_ENERGY,0.0,0.0,216.0749411,0.0,[GWh]
