,avail_local,c_op_local
WOOD,29228.989444444444,0.017413847017221398
WET_BIOMASS,1423.3221902954594,0.027655308660776975
ENERGY_CROPS_2,0.0,0.0
BIOWASTE,8862.297222222222,0.0004243323625884864
BIOMASS_RESIDUES,1045.365,0.018459358157702627
WASTE,11142.0,0.023080857
