{PERIODS};ELECTRICITY_VAR;HEAT_LOW_T_SH;SPACE_COOLING;MOBILITY_PASSENGER;MOBILITY_FREIGHT;PV;WIND_ONSHORE;WIND_OFFSHORE;HYDRO_DAM;HYDRO_RIVER;TIDAL;SOLAR;CSP
1;4.06E-05;0.000267407;0;2.35E-06;0.000114155;0;0.219333704;0.573050973;0.043212957;0.272691223;0.039802421;0;0.0001
2;3.34E-05;0.000269293;0;1.17E-06;0.000114155;0;0.22445268;0.569370034;0.016122756;0.271126784;0.175270029;0;0.0001
3;2.67E-05;0.000271149;0;1.41E-05;0.000114155;0;0.227176907;0.573600028;0.00605199;0.27035739;0.22268354;0;0.0001
4;2.07E-05;0.000272938;0;3.76E-05;0.000114155;0;0.238472193;0.586206396;0.001588409;0.269173713;0.140092053;0;0.0001
5;1.76E-05;0.000274611;0;9.40E-05;0.000114155;0;0.239528356;0.594880186;0.002018603;0.26810839;0.041146591;0;0.0001
6;1.62E-05;0.000276483;0;1.82E-04;0.000114155;0;0.246530945;0.626815361;0.005616193;0.26781247;0.00135751;0;0.0001
7;1.57E-05;0.000279237;0;0.000158603;0.000114155;0;0.267375217;0.654772187;0.009358133;0.267254164;0.005310054;0;0.0001
8;1.93E-05;0.000282591;0;0.000146855;0.000114155;0;0.278070187;0.672545001;0.005605941;0.267076618;0.068734206;0;0.0001
9;2.46E-05;0.000273669;0;0.000164478;0.000114155;0.016906863;0.281005111;0.675047163;0.008598709;0.269148063;0.098975393;0;0.0001
10;3.51E-05;0.000256593;0;0.000187974;0.000114155;0.063324741;0.288749032;0.665940581;0.005023886;0.270686852;0.064153486;0.298699902;0.0001
11;4.77E-05;0.000243137;0;0.000206772;0.000114155;0.137626328;0.302415617;0.697908528;0.015241386;0.272817488;0.022253443;0.494625678;0.0001
12;5.96E-05;0.000231858;0;0.000187974;0.000114155;0.151123258;0.319578558;0.73722952;0.009942692;0.273409327;0.001337349;0.619326677;0.0001
13;7.03E-05;0.000225717;0;0.000190324;0.000114155;0.123120651;0.337241262;0.74352964;0.005158344;0.272107276;0.046976286;0.690542935;0.0001
