,avail_local,c_op_local
WOOD,16146.252222222221,0.015661117189109276
WET_BIOMASS,12359.145490241002,0.028059060657545255
ENERGY_CROPS_2,1051.6816666666666,0.024094909431467196
BIOWASTE,14952.68611111111,0.00012193033617096804
BIOMASS_RESIDUES,1985.7475,0.012638687591771856
WASTE,17828.79,0.01002601
