Category,Subcategory,parameter name,HOUSEHOLDS,SERVICES,INDUSTRY,TRANSPORTATION,Units
Electricity,Electricity,ELECTRICITY,11309.892238511993,18699.88869899141,33775.721461965695,0.0,[GWh]
Heat,High temperature,HEAT_HIGH_T,0.0,0.0,82217.38131543087,0.0,[GWh]
Heat,Space heating,HEAT_LOW_T_SH,53397.511329667184,26461.924134150002,12781.266996861827,0.0,[GWh]
Heat,Hot water,HEAT_LOW_T_HW,10904.81207248422,10048.499863876215,9335.251539268455,0.0,[GWh]
Cold,Process cooling,PROCESS_COOLING,0.0,0.0,10542.49347115864,0.0,[GWh]
Cold,Space cooling,SPACE_COOLING,1435.1643836679364,4153.481970179168,313.05192481834325,0.0,[GWh]
Mobility,Passenger,MOBILITY_PASSENGER,0.0,0.0,0.0,158246.83478781677,[Mpkm]
Mobility,Freight,MOBILITY_FREIGHT,0.0,0.0,0.0,92766.39602557212,[Mtkm]
Mobility,Long-haul passenger flights,AVIATION_LONG_HAUL,0.0,0.0,0.0,23444.76704576864,[Mpkm]
Mobility,International shipping,SHIPPING,0.0,0.0,0.0,2389810.779522282,[Mtkm]
Non-energy,Non-energy,NON_ENERGY,0.0,0.0,55396.26036905366,0.0,[GWh]
