Category,Subcategory,parameter name,HOUSEHOLDS,SERVICES,INDUSTRY,TRANSPORTATION,Units
Electricity,Electricity,ELECTRICITY,10114.72729388029,7126.626025606106,12133.997253810245,0.0,[GWh]
Heat,High temperature,HEAT_HIGH_T,0.0,0.0,15595.003149524342,0.0,[GWh]
Heat,Space heating,HEAT_LOW_T_SH,28377.969908583018,6447.508397498112,4194.945278061352,0.0,[GWh]
Heat,Hot water,HEAT_LOW_T_HW,8841.91231429357,8644.14680321273,1793.6363948284181,0.0,[GWh]
Cold,Process cooling,PROCESS_COOLING,0.0,0.0,1401.5427250846508,0.0,[GWh]
Cold,Space cooling,SPACE_COOLING,12210.257023788054,35337.47281962337,1655.5715865941627,0.0,[GWh]
Mobility,Passenger,MOBILITY_PASSENGER,0.0,0.0,0.0,216522.39502139465,[Mpkm]
Mobility,Freight,MOBILITY_FREIGHT,0.0,0.0,0.0,38103.22262470796,[Mtkm]
Mobility,Long-haul passenger flights,AVIATION_LONG_HAUL,0.0,0.0,0.0,19346.30176584338,[Mpkm]
Mobility,International shipping,SHIPPING,0.0,0.0,0.0,611456.702742791,[Mtkm]
Non-energy,Non-energy,NON_ENERGY,0.0,0.0,6567.522228523754,0.0,[GWh]
