,ELECTRICITY,HEAT_LOW_T_SH,SPACE_COOLING,MOBILITY_PASSENGER,MOBILITY_FREIGHT,PV,WIND_ONSHORE,WIND_OFFSHORE,HYDRO_DAM,HYDRO_RIVER,TIDAL,SOLAR,CSP
2017-12-09 15:00:00+00:00,0.000109197446629321,0.0003267458785924486,0.0,3.76e-05,0.00011415525114155251,0.0,0.6431,0.0001,0.9248296714925976,0.42096492529647417,0.0001,0.026041,0.0563118140121054
2017-12-09 16:00:00+00:00,0.0001118793528706491,0.0003283684554453009,0.0,2.35e-05,0.00011415525114155251,0.0,0.6564,0.0001,0.9233557434826486,0.42096492529647417,0.0001,0.00036419999999999996,0.0
2017-12-09 17:00:00+00:00,0.00012078500439215502,0.0003296859964122278,0.0,9.4e-06,0.00011415525114155251,0.0,0.6719,0.0001,0.9218818154726995,0.42096492529647417,0.0001,0.0,0.0
2017-12-09 18:00:00+00:00,0.00012391128208947977,0.0003307188372189576,0.0,5.87e-06,0.00011415525114155251,0.0,0.6999,0.0001,0.9204078874627505,0.42096492529647417,0.0001,0.0,0.0
2017-12-09 19:00:00+00:00,0.00012641434494461209,0.00033141560340049244,0.0,2.35e-06,0.00011415525114155251,0.0,0.7257,0.0001,0.9189339594528012,0.42096492529647417,0.0001,0.0,0.0
2017-12-09 20:00:00+00:00,0.0001250419041959505,0.00033179234947714424,0.0,1.17e-06,0.00011415525114155251,0.0,0.768,0.0001,0.9174600314428522,0.42096492529647417,0.0001,0.0,0.0
2017-12-09 21:00:00+00:00,0.00011894342815939645,0.00033180412279203955,0.0,1.41e-05,0.00011415525114155251,0.0,0.8081,0.0001,0.9159861034329031,0.42096492529647417,0.0001,0.0,0.0
2017-12-09 22:00:00+00:00,0.00010921063948892535,0.0003313834943598688,0.0,3.76e-05,0.00011415525114155251,0.0,0.8375,0.0001,0.914512175422954,0.42096492529647417,0.0001,0.0,0.0
2017-12-09 23:00:00+00:00,9.853628042813672e-05,0.00033054223749552717,0.0,9.4e-05,0.00011415525114155251,0.0,0.8588,0.0001,0.913038247413005,0.42096492529647417,0.0001,0.0,0.0
2017-12-10 00:00:00+00:00,8.841744601695242e-05,0.00032910375247558425,0.0,0.0001821,0.00011415525114155251,0.0,0.8616,0.0001,0.9115643194030559,0.42096492529647417,0.0001,0.0,0.0
2017-12-10 01:00:00+00:00,8.16480792118405e-05,0.0003270134539309797,0.0,0.000158603,0.00011415525114155251,0.0,0.8513,0.0001,0.9100903913931069,0.42096492529647417,0.0001,0.0,0.0
2017-12-10 02:00:00+00:00,7.753316167022939e-05,0.0003243976374215001,0.0,0.000146855,0.00011415525114155251,0.0,0.8283,0.0001,0.9086164633831578,0.42096492529647417,0.0001,0.0,0.0
