parameter name;avail_local;c_op_local
WOOD;40039.23852;0.02472627365
WET_BIOMASS;49430.183;0.02496532065
WASTE;96505.74;0.008283562
OTHER_LIGNO;23102.26458;0.02957549052
BIOWASTE;5558.759167;0.0001397408806
BIOMASS_RESIDUES;24308.15417;0.01453788596
