parameter name;avail_local;c_op_local
WOOD;200785.5603;0.02303856565
WET_BIOMASS;55445.03;0.02344320789
WASTE;32358.16;0.009244732
OTHER_LIGNO;59262.90264;0.02361046934
BIOWASTE;58984.86278;0.0002146816177
BIOMASS_RESIDUES;67180.09806;0.01549738728
